,shannon,simpson_d,pielou_e,berger_parker_d,doubles,chao1,ace,margalef,menhinick,observed_features,singles,brillouin_d,enspie,fisher_alpha,hill,inv_simpson,kempton_taylor_q,renyi,tsallis,heip_e,mcintosh_e,simpson_e,dominance,gini_index,mcintosh_d,strong,goods_coverage,robbins,total_count,unique_kmers,mean_count,median_count,max_count,min_count,std_count,count_range,num_singletons,num_doubletons,percent_singletons,file_size
ERR4398799,6.175571054333331,0.0022012471436945666,0.9902509729433167,0.004913959330301079,0.0,511.0,511.0,21.74020701607145,0.0041152753357224185,511.0,0.0,6.1755707403737325,454.28792621695493,25.259994503066917,454.28792621695493,454.28792621695493,576.2238805240871,6.118731195738088,0.9977987528563055,0.9408971398308978,,0.8890174681349411,0.0022012471436945666,0.19060151922387714,0.9530902252832183,0.13454880290846777,1.0,0.0,15418566762.0,511.0,30173320.473581214,28571389.0,75766210.0,3816047.0,10660934.433412112,71950163.0,0.0,0.0,0.0,6346945106
SRR17255055,5.999304753758248,0.0031344632379254763,0.9619867243247024,0.01222433760096304,0.0,511.0,511.0,22.656660733029113,0.006613787568994246,511.0,0.0,5.999303990585996,319.0338900455069,26.573006562008995,319.0338900455069,319.0338900455069,264.14304085141055,5.765297335529116,0.9968655367620746,0.788526291411379,,0.6243324658424794,0.0031344632379254763,0.3723632395754195,0.9440259411412604,0.27301267762697856,1.0,0.0,5969546194.0,511.0,11682086.485322896,8913243.0,72973748.0,1512103.0,9061796.177758038,71461645.0,0.0,0.0,0.0,2553855167
ERR9358554,5.9467817428763015,0.0033988061270454556,0.9535646752267061,0.013077501254430478,0.0,511.0,511.0,27.87004861499798,0.05429963899004579,511.0,0.0,5.946742604806475,294.2209595430172,34.633769795178594,294.2209595430172,294.2209595430172,247.2384045913078,5.68433104812807,0.9966011938729545,0.7480790339505157,0.058299616401785014,0.5757748719041432,0.0033988061270454556,0.4121728363113737,0.9418007965148765,0.30105053891162814,1.0,0.0,88562102.0,511.0,173311.3542074364,129592.0,1158171.0,20544.0,148764.34580623254,1137627.0,0.0,0.0,0.0,38059207
ERR9358602,5.72834852384622,0.004960744659043591,0.9185389738357552,0.015840433479532033,0.0,511.0,511.0,25.281519617494023,0.02127868488436908,511.0,0.0,5.728341780137408,201.5826390453234,30.498038754104766,201.5826390453234,201.5826390453234,169.88163547778163,5.306199416642421,0.9950392553409564,0.6009040867001963,0.07043261625836622,0.394486573474214,0.004960744659043591,0.5301557313511178,0.9296061560013265,0.3962755045535458,1.0,0.0,576703031.0,511.0,1128577.360078278,649097.0,9135226.0,60574.0,1398225.1494765761,9074652.0,0.0,0.0,0.0,270425848
ERR4398782,6.136629585093047,0.002404505651729316,0.9840067199886081,0.006685176944148847,0.0,511.0,511.0,22.36684026956644,0.00571628529690653,511.0,0.0,6.13662900127483,415.88590123745473,26.154721243986184,415.88590123745473,415.88590123745473,428.84476647014526,6.030410946769254,0.9975954943482707,0.9048865697678825,0.13425071385024062,0.8138667343198722,0.002404505651729316,0.24420337328492692,0.9509748791418643,0.178301770962063,1.0,0.0,7991236948.0,511.0,15638428.46966732,13506394.0,53422833.0,4741980.0,7478740.387945397,48680853.0,0.0,0.0,0.0,3616586518
SRR21856514,6.033380888308174,0.004554802492510644,0.9674508223158563,0.04918529075534569,0.0,511.0,511.0,23.12871407671875,0.008321716923070023,511.0,0.0,6.033379704904309,219.54848791891123,27.260495247246624,219.54848791891123,219.54848791891123,433.39014439331334,5.391573109800731,0.9954451975074894,0.8159272432154849,,0.4296447904479672,0.004554802492510644,0.27404441991368766,0.9325259094633808,0.18879366750936277,1.0,0.0,3770647406.0,511.0,7378957.741682975,6645866.0,185460389.0,993077.0,8501840.526869288,184467312.0,0.0,0.0,0.0,2013098427
ERR9358528,6.116273115424974,0.0025196450906659266,0.9807425661610271,0.008008988254654065,0.0,511.0,511.0,31.2933014412756,0.14773440427421358,511.0,0.0,6.116022165558836,396.88129241079196,40.573925352613244,396.88129241079196,396.88129241079196,440.1978151540645,5.983637224414602,0.9974803549093341,0.8866129829904007,0.05019820631882535,0.7766757190035067,0.0025196450906659266,0.26298866291339906,0.9500786092426796,0.18842058720038735,1.0,0.0,11964058.0,511.0,23413.029354207436,20184.0,95820.0,5221.0,12554.682026394541,90599.0,0.0,0.0,0.0,5712176
ERR9360677,6.001363702828241,0.0031480577804207364,0.9623168761927423,0.012275012097413968,0.0,511.0,511.0,29.833062054514627,0.0991427877409177,511.0,0.0,6.001244101200794,317.6561771576983,37.96896551704784,317.6561771576983,317.6561771576983,295.3836741643025,5.760969593950972,0.9968519422195793,0.7901555407359059,0.056108632626667744,0.6216363545160437,0.0031480577804207364,0.3685557564534525,0.944075611437574,0.2686497514228718,1.0,0.0,26565595.0,511.0,51987.46575342466,39893.0,326093.0,9160.0,40558.804503700245,316933.0,0.0,0.0,0.0,11849341
ERR11474933,6.161343179783373,0.0022563272961653477,0.9879695375113454,0.005120567824097207,0.0,511.0,511.0,22.765278105093753,0.006978653858012743,511.0,0.0,6.161342327972267,443.1981130129085,26.73051020870287,443.1981130129085,443.1981130129085,486.446020274619,6.094016877781656,0.9977436727038347,0.9275772570754076,,0.8673152896534413,0.0022563272961653477,0.2132707148057561,0.9525121946858276,0.1521483505853891,1.0,0.0,5361650298.0,511.0,10492466.336594911,9956752.0,27454694.0,1159031.0,4103926.022966002,26295663.0,0.0,0.0,0.0,2939018072
ERR3265220,6.168227011424688,0.0022435380970865925,0.9890733578577419,0.007004720358335238,0.0,511.0,511.0,31.650987390888673,0.16198507075512228,511.0,0.0,6.1679289258593,445.7245461080323,41.229307014785064,445.7245461080323,445.7245461080323,576.141337972238,6.099701151597431,0.9977564619029134,0.9339981151540486,0.04736842903447021,0.8722593857300046,0.0022435380970865925,0.1996507506386369,0.9529360756489135,0.13912516507960837,1.0,0.0,9951575.0,511.0,19474.706457925637,18729.0,69708.0,6042.0,7452.682070960719,63666.0,0.0,0.0,0.0,6283688
SRR9006583,6.117104213389343,0.002465939792454011,0.9808758324712333,0.0075573941543668754,0.0,511.0,511.0,22.81233169262176,0.007141766869818735,511.0,0.0,6.117103325741892,405.5249049713567,26.798867906273724,405.5249049713567,405.5249049713567,398.81494657940533,6.005182289601293,0.997534060207546,0.887351781804168,0.09124523287486097,0.7935908120770191,0.002465939792454011,0.2680282543891427,0.950355052363395,0.18885513593113146,1.0,0.0,5119534354.0,511.0,10018658.227005871,9232440.0,38690339.0,1408447.0,5109468.882336818,37281892.0,0.0,0.0,0.0,4611778583
ERR9358513,6.186098017810784,0.0021625163319541627,0.9919389683908586,0.004853989079928801,0.0,511.0,511.0,32.99471151331914,0.22489049448431694,511.0,0.0,6.185554954226977,462.42425327551064,43.755984055426545,462.42425327551064,462.42425327551064,685.3647456528518,6.136482766838013,0.9978374836680458,0.9508749968883968,0.0465074577189267,0.9049398302847566,0.0021625163319541627,0.17373756114154593,0.9539169540248377,0.12269428486653566,1.0,0.0,5162970.0,511.0,10103.659491193737,9582.0,25061.0,3720.0,3274.674531788131,21341.0,0.0,0.0,0.0,2507230
SRR12180994,6.096722621441914,0.0026431077926919117,0.9776076502936656,0.009949216559685961,0.0,511.0,511.0,22.219754119815033,0.005300760290149102,511.0,0.0,6.09672211617828,378.3424961951837,25.943528430954043,378.3424961951837,378.3424961951837,426.53533356903745,5.935799859972224,0.997356892207308,0.8694096417629963,,0.7403962743545669,0.0026431077926919117,0.28094774604383066,0.948598676019914,0.20225555401538708,1.0,0.0,9293203987.0,511.0,18186309.17221135,15177993.0,92460099.0,3893408.0,10768815.045138357,88566691.0,0.0,0.0,0.0,4002673091
ERR4398828,6.145956262215611,0.0023429098803051714,0.9855022498778588,0.006208751713704732,0.0,511.0,511.0,21.436445395583654,0.003485097215999774,511.0,0.0,6.1459560334147225,426.8196606306286,24.830936322617156,426.8196606306286,426.8196606306286,446.82839583060485,6.056361583574287,0.9976570901196948,0.9133840070688355,1.0278124274408709,0.8352635237389993,0.0023429098803051714,0.2344829088054996,0.951602875744397,0.1678546072618345,1.0,0.0,21498690422.0,511.0,42071801.21722113,38733873.0,133480031.0,7788894.0,18684188.23157517,125691137.0,0.0,0.0,0.0,8720334396
ERR9527534,6.130802964488836,0.0024109743069505394,0.9830724231160552,0.007208379183516245,0.0,511.0,511.0,22.08184794717933,0.004934139599110891,511.0,0.0,6.130802522833815,414.7700774401138,25.746176712581274,414.7700774401138,414.7700774401138,420.0247293627698,6.027724336434435,0.9975890256930494,0.8996180779464366,0.25231372722135187,0.8116831261058979,0.0024109743069505394,0.2503101549860064,0.9509075086623697,0.17723210777501602,1.0,0.0,10725534275.0,511.0,20989303.864970647,19177764.0,77313718.0,3044537.0,10109958.996622935,74269181.0,0.0,0.0,0.0,4763030403
SRR15517669,5.904358182762006,0.0036307277581740347,0.9467620700410005,0.014227926353214121,0.0,511.0,511.0,22.244897746464346,0.0053699683103937456,511.0,0.0,5.904357671187475,275.4268748871769,25.97957910122645,275.4268748871769,275.4268748871769,212.19780686650486,5.618322166454214,0.9963692722418259,0.7169251757322159,0.19042742657767392,0.5389958412664909,0.0036307277581740347,0.4405538521777702,0.9397543550763685,0.32308670392687117,1.0,0.0,9055206416.0,511.0,17720560.500978474,12580365.0,128836810.0,1538453.0,16388423.150037106,127298357.0,0.0,0.0,0.0,3805459804
SRR12480158,5.95606819164464,0.00477400385080212,0.9550537545113793,0.04709029592142427,0.0,511.0,511.0,23.031887612597437,0.007944804726440715,511.0,0.0,5.956067112017548,209.4677824426098,27.118846453194152,209.4677824426098,209.4677824426098,284.15537818433995,5.344569944446192,0.9952259961491979,0.7550766816569034,,0.4099173824708607,0.00477400385080212,0.3608027645442349,0.9309203069953444,0.26393132888254894,1.0,0.0,4136903075.0,511.0,8095700.733855186,5973167.0,194807990.0,1814396.0,9713208.001664393,192993594.0,0.0,0.0,0.0,1558445782
ERR1103460,6.143188899586919,0.0023676875137832462,0.9850585041073966,0.006410146848851702,0.0,511.0,511.0,24.22455296360846,0.013703000570609636,511.0,0.0,6.143185864395508,422.3530318838969,28.8869820428973,422.3530318838969,422.3530318838969,444.59117036693306,6.045841532752918,0.9976323124862168,0.9108544178604785,0.04865890720558183,0.8265225672874695,0.0023676875137832462,0.2371930863085665,0.95136662253274,0.17142470168569612,1.0,0.0,1390626332.0,511.0,2721382.254403131,2412822.0,8914119.0,940200.0,1246762.3638769363,7973919.0,0.0,0.0,0.0,925414217
ERR4398741,6.1741928169343385,0.0022154938978107214,0.9900299729882855,0.007073683107200413,0.0,511.0,511.0,22.29274081954043,0.0055037172159200865,511.0,0.0,6.174192272569078,451.36662348209006,26.048234767908852,451.36662348209006,451.36662348209006,560.6152883086331,6.1122799216455075,0.9977845061021893,0.9395985528640258,0.559969734192886,0.8833006330373583,0.0022154938978107214,0.19176109814350384,0.9529412303166761,0.13568539388486694,1.0,0.0,8620442855.0,511.0,16869751.183953032,16136697.0,60978281.0,2558848.0,6131809.534449788,58419433.0,0.0,0.0,0.0,3937853499
SRR16972424,6.087654643857364,0.0025537135654298596,0.9761536027980211,0.005714604573290875,0.0,511.0,511.0,24.338183663372924,0.014393277437318875,511.0,0.0,6.087651330521671,391.5865951206132,29.05814906994143,391.5865951206132,391.5865951206132,301.4139175899221,5.970206679019931,0.9974462864345701,0.8615437918463512,0.050534301538660786,0.7663142761655836,0.0025537135654298596,0.30442453913967826,0.949492463152084,0.2217550374818298,1.0,0.0,1260440667.0,511.0,2466615.7866927595,2237060.0,7202920.0,328352.0,1362116.1409750704,6874568.0,0.0,0.0,0.0,447186765
ERR9968870,6.155179234939171,0.002320169009914134,0.9869811507977221,0.006762527570709545,0.0,511.0,511.0,22.40342154954399,0.005823694776479982,511.0,0.0,6.155178629617192,431.00308457141597,26.207359776309264,431.00308457141597,431.00308457141597,525.7067842707229,6.0661152468563655,0.9976798309900858,0.9218652581660447,0.1869014300690028,0.8434502633491506,0.002320169009914134,0.21806068221727248,0.9518427151087269,0.1562073363415522,1.0,0.0,7699182067.0,511.0,15066892.499021526,13593874.0,52065931.0,4605615.0,6491127.223842344,47460316.0,0.0,0.0,0.0,3521284700
ERR9527528,6.1362828929625675,0.002397187369831657,0.9839511280090975,0.008376430527923846,0.0,511.0,511.0,21.95081553208724,0.004605468541637217,511.0,0.0,6.1362825051946785,417.15554344432627,25.559250231226063,417.15554344432627,417.15554344432627,485.44983768877347,6.0334591581111034,0.9976028126301684,0.9045722274198389,0.3018587914113133,0.8163513570339066,0.002397187369831657,0.23996955677017684,0.9510474913124968,0.1686824252876275,1.0,0.0,12311023491.0,511.0,24092022.487279844,21944383.0,103122433.0,3401042.0,11426903.5618168,99721391.0,0.0,0.0,0.0,5453528327
ERR4398802,6.1758727506478195,0.0021894746413344116,0.9902993498571805,0.004501299920808442,0.0,511.0,511.0,21.728267882232508,0.004088837594347806,511.0,0.0,6.175872440573514,456.7305695719469,25.24307380777291,456.7305695719469,456.7305695719469,587.4409110362828,6.124093653733527,0.9978105253586655,0.941181639505795,0.3594859967310918,0.893797592117313,0.0021894746413344116,0.18911067941757687,0.9532158049121631,0.13285430215278327,1.0,0.0,15618599124.0,511.0,30564773.236790605,30063233.0,70303999.0,2135470.0,10535830.36682278,68168529.0,0.0,0.0,0.0,6612197336
ERR3891530,6.122247263319938,0.002434258175614911,0.9817005189905624,0.006227510618993172,0.0,511.0,511.0,23.1640642619252,0.008462917762269597,511.0,0.0,6.122246040177758,410.80276940936756,27.312291593091988,410.80276940936756,410.80276940936756,345.4063357302593,6.018113219534522,0.9975657418243851,0.8919373425117567,,0.8039193139126567,0.002434258175614911,0.26636508353929034,0.9506775426397766,0.19245230681426828,1.0,0.0,3645873189.0,511.0,7134781.191780822,6530868.0,22704714.0,1279843.0,3523642.4747167286,21424871.0,0.0,0.0,0.0,1525032833
ERR4398809,6.176859036564251,0.002185492562516012,0.9904575005091207,0.004424375013138849,0.0,511.0,511.0,21.709621618369173,0.004047829694317364,511.0,0.0,6.17685873233067,457.56275594402695,25.216656806832873,457.56275594402695,457.56275594402695,570.814260804341,6.125914046770785,0.997814507437484,0.9421123064720124,,0.8954261368767651,0.002185492562516012,0.18809403605727149,0.9532582991301122,0.13237302213924862,1.0,0.0,15936661063.0,511.0,31187203.645792563,30566872.0,70509765.0,2395302.0,10657936.504217636,68114463.0,0.0,0.0,0.0,6714507635
SRR12480292,6.154201122180067,0.002326912236833561,0.9868243107091167,0.006541892950743787,0.0,511.0,511.0,22.80393675412642,0.007112438319868178,511.0,0.0,6.1542002390725585,429.754068146889,26.786666441620742,429.754068146889,429.754068146889,552.0395403094453,6.063213110528541,0.9976730877631664,0.9209620938969552,0.08696494303628308,0.8410060042013482,0.002326912236833561,0.21866183550166807,0.951775168738947,0.15631052674067203,1.0,0.0,5161842796.0,511.0,10101453.612524461,8936508.0,33768223.0,3748716.0,4392124.959799976,30019507.0,0.0,0.0,0.0,2165453893
SRR7287241,6.090734611312819,0.0026254197601302777,0.9766474746590302,0.0077834814307178755,0.0,511.0,511.0,22.462085733582963,0.00599941367868724,511.0,0.0,6.090733973256475,380.8914731221412,26.29186921934422,380.8914731221412,380.8914731221412,356.43100986050456,5.942514487101513,0.9973745802398697,0.864207457735013,,0.7453844875188673,0.0026254197601302777,0.29522523944325685,0.9487722889893465,0.2136570560848055,1.0,0.0,7254778919.0,511.0,14197219.019569471,12185858.0,56467437.0,3198963.0,8297658.116456732,53268474.0,0.0,0.0,0.0,3367171029
ERR9968847,6.139417623155554,0.002394978679234689,0.9844537810587034,0.007098398851207842,0.0,511.0,511.0,22.178533204994302,0.005188893690069268,511.0,0.0,6.139417136941736,417.5402514729476,25.88447226353137,417.5402514729476,417.5402514729476,470.08649157501895,6.034380950357343,0.9976050213207653,0.9074184225188276,0.35163191008001277,0.8171042103188799,0.002394978679234689,0.2386323121700521,0.9510711381666911,0.17200954833976145,1.0,0.0,9698224972.0,511.0,18978913.839530334,16675413.0,68841869.0,4967986.0,8979134.645887606,63873883.0,0.0,0.0,0.0,4407860588
SRR12272187,6.1315537370117825,0.0023902413661658177,0.9831928092657353,0.006533360653343531,0.0,511.0,511.0,25.551242252246716,0.023669317050293046,511.0,0.0,6.131545291403638,418.36779086628326,30.916082477995086,418.36779086628326,418.36779086628326,386.90034783694904,6.036360928110328,0.9976097586338342,0.9002952127387815,0.04889014826134378,0.8187236611864643,0.0023902413661658177,0.25278173122195546,0.9511539623084126,0.18207176984463214,1.0,0.0,466090602.0,511.0,912114.6810176126,835221.0,3045138.0,80620.0,429191.7208471977,2964518.0,0.0,0.0,0.0,266413400
SRR5788372,6.153797462146267,0.0023231462748951525,0.9867595839433339,0.007918385540571123,0.0,511.0,511.0,22.498628391460873,0.006111062231803938,511.0,0.0,6.153796799204359,430.4507257276048,26.344570356759554,430.4507257276048,430.4507257276048,488.33970357372476,6.064832859076766,0.9976768537251048,0.9205896219978088,,0.842369326277113,0.0023231462748951525,0.22174212301852236,0.9518123550105306,0.1587748061947558,1.0,0.0,6992112182.0,511.0,13683194.093933463,12381181.0,55366240.0,5171343.0,5919112.3203454465,50194897.0,0.0,0.0,0.0,4809485131
ERR4398766,6.174152954547843,0.0022002315363002997,0.9900235810665241,0.004789198947276195,0.0,511.0,511.0,21.89748333665254,0.004476990397404768,511.0,0.0,6.174152586347035,454.4976215010103,25.483331524052375,454.4976215010103,454.4976215010103,550.0433027992776,6.11919268038274,0.9977997684636997,0.9395610208098821,0.3176205389430212,0.8894278307260476,0.0022002315363002997,0.1933796455449036,0.9531017246283542,0.13690101758857592,1.0,0.0,13027751757.0,511.0,25494621.833659492,24471606.0,62392495.0,2575613.0,8989098.348740024,59816882.0,0.0,0.0,0.0,5488159241
ERR9968971,6.0982934267400895,0.0025686945693856418,0.9778595284537803,0.008389647216432752,0.0,511.0,511.0,22.15716905747082,0.00513168680004128,511.0,0.0,6.098292951876752,389.3028045911941,25.85388681391315,389.3028045911941,389.3028045911941,379.21582788480964,5.96435745878053,0.9974313054306143,0.8707794706305088,0.20370082198301684,0.7618450187694601,0.0025686945693856418,0.28697999039485234,0.9493272430710856,0.20434198157298789,1.0,0.0,9915657459.0,511.0,19404417.727984343,16933407.0,83188868.0,2353801.0,10849185.47778025,80835067.0,0.0,0.0,0.0,4997441000
ERR9358532,6.1214927312757705,0.002502516837955951,0.9815795300027782,0.008410574923269172,0.0,511.0,511.0,30.55025448461042,0.12117335702886382,511.0,0.0,6.121318139151087,399.59771092561255,39.23450178733756,399.59771092561255,399.59771092561255,463.07642522767344,5.990458318343608,0.997497483162044,0.8912631221232754,0.050026596690475406,0.781991606508048,0.002502516837955951,0.25580861749320616,0.9502001587796894,0.18153011482310505,1.0,0.0,17783921.0,511.0,34802.19373776908,30687.0,149573.0,9934.0,18375.62764058843,139639.0,0.0,0.0,0.0,8517491
SRR9006501,6.154126429052958,0.0022935240880947224,0.9868123336885074,0.004924026801290873,0.0,511.0,511.0,22.567324858396788,0.006325582642275727,511.0,0.0,6.154125721659447,436.01024519028294,26.4437663486907,436.01024519028294,436.01024519028294,423.99507760119127,6.077665741215808,0.9977064759119053,0.9208931604755612,0.13097427617784552,0.8532490121140567,0.0022935240880947224,0.22640709185672225,0.9521210345528788,0.16465501840102936,1.0,0.0,6525904772.0,511.0,12770850.825831702,11940882.0,32133730.0,2931561.0,5296298.471594534,29202169.0,0.0,0.0,0.0,5477207293
SRR12456168,6.12746038758177,0.0024524527718635157,0.9825364419079632,0.008041724362463795,0.0,511.0,511.0,22.358364239274533,0.0056916326398642,511.0,0.0,6.127459808850353,407.75504893419094,26.14253115035781,407.75504893419094,407.75504893419094,447.06083423110124,6.010666623850436,0.9975475472281364,0.8966095122438495,,0.7979550859768902,0.0024524527718635157,0.2527261441540557,0.9504883415300249,0.1801965147092811,1.0,0.0,8060613132.0,511.0,15774193.996086106,13882663.0,64821229.0,3028902.0,7937466.682458707,61792327.0,0.0,0.0,0.0,3503298204
SRR5874361,6.143132155952786,0.002367973611014784,0.9850494052826217,0.007107531511904313,0.0,511.0,511.0,24.00459176428391,0.012442988513313828,511.0,0.0,6.143129624193309,422.30200342961365,28.5570055975194,422.30200342961365,422.30200342961365,428.68720833830577,6.045720706019607,0.9976320263889852,0.9108026228781487,0.04866184381168317,0.8264227072986569,0.002367973611014784,0.23749717798027337,0.9513613368099529,0.17212442036639147,1.0,0.0,1686523511.0,511.0,3300437.399217221,2989924.0,11987019.0,1141256.0,1512574.7075689158,10845763.0,0.0,0.0,0.0,1104552418
SRR10418312,6.176162339505116,0.002206024763235751,0.990345785343902,0.004659002484933041,0.0,511.0,511.0,24.63294409063259,0.016315808747843,511.0,0.0,6.176158119430962,453.3040683247911,29.504416599595306,453.3040683247911,453.3040683247911,529.2849889442158,6.116563132812312,0.9977939752367643,0.9414548025931581,0.04696836230057636,0.8870921102246402,0.002206024763235751,0.19360984461617703,0.953062092606667,0.14134936832990347,1.0,0.0,980899670.0,511.0,1919568.8258317024,1770792.0,4570014.0,801556.0,684827.9473192333,3768458.0,0.0,0.0,0.0,447478755
ERR10222454,5.813677483920181,0.010306111392383603,0.9322214470823694,0.08947414857595075,0.0,511.0,511.0,23.91604155937948,0.0119630805198949,511.0,0.0,5.813675157024721,97.02980706564239,28.424669440946058,97.02980706564239,97.02980706564239,283.9430410382334,4.575018220636204,0.9896938886076164,0.6546044378949963,0.10151904823201878,0.18988220560791072,0.010306111392383603,0.3893978270431738,0.8985020150800163,0.2802058475712521,1.0,0.0,1824549913.0,511.0,3570547.774951076,2656968.0,163250050.0,669339.0,7375081.100251984,162580711.0,0.0,0.0,0.0,729003792
