Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
SRR22878281.fastq_bin_2147531.fasta	o__Sphingomonadales (UID3310)	26	569	293	21	533	14	1	0	0	94.93	2.24	29.41
SRR22878281.fastq_bin_2694.fasta	s__algicola (UID2846)	47	571	303	32	526	13	0	0	0	96.53	1.32	76.92
SRR22878281.fastq_bin_34384.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	51	455	21	2	0	0	95.07	6.25	14.81
SRR22878281.fastq_bin_3891.fasta	c__Gammaproteobacteria (UID4274)	112	581	290	47	526	8	0	0	0	89.30	0.99	12.50
SRR22878281.fastq_bin_47153.fasta	k__Bacteria (UID1453)	901	171	117	2	163	6	0	0	0	98.29	3.94	33.33
SRR22878281.fastq_bin_6555.fasta	k__Bacteria (UID1453)	901	171	117	28	131	12	0	0	0	82.86	4.27	0.00
SRR22878281.fastq_bin_681284.fasta	k__Bacteria (UID203)	5449	104	58	51	53	0	0	0	0	70.63	0.00	0.00
SRR22878281.fastq_bin_682652.fasta	p__Proteobacteria (UID3880)	1495	261	164	20	240	1	0	0	0	98.17	0.61	100.00
SRR22878281.fastq_bin_725349.fasta	k__Bacteria (UID203)	5449	104	58	48	53	3	0	0	0	66.75	2.04	100.00
SRR22878281.fastq_bin_742824.fasta	k__Bacteria (UID203)	5449	103	57	54	47	2	0	0	0	71.37	2.63	0.00
SRR22878281.fastq_bin_7512.fasta	o__Sphingomonadales (UID3310)	26	569	293	31	531	7	0	0	0	96.05	1.55	85.71
SRR22878281.fastq_bin_760565.fasta	f__Flavobacteriaceae (UID2845)	53	548	298	46	485	16	1	0	0	95.90	3.51	15.79
SRR22878281.fastq_bin_770814.fasta	c__Gammaproteobacteria (UID4787)	26	752	296	90	650	12	0	0	0	89.49	0.86	91.67
SRR22878281.fastq_bin_770942.fasta	s__algicola (UID2847)	33	496	263	6	487	3	0	0	0	98.35	0.76	33.33
SRR22878281.fastq_bin_786708.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	11	512	6	0	0	0	97.89	1.41	16.67
SRR22878281.fastq_bin_843222.fasta	p__Bacteroidetes (UID2591)	364	303	203	3	300	0	0	0	0	98.52	0.00	0.00
SRR22878281.fastq_bin_861208.fasta	c__Gammaproteobacteria (UID4444)	263	507	232	66	431	10	0	0	0	94.07	2.54	40.00
SRR22878281.fastq_bin_870174.fasta	o__Rhizobiales (UID3447)	356	413	248	54	341	17	1	0	0	84.75	4.82	20.00
SRR22878281.fastq_bin_952057.fasta	k__Bacteria (UID1453)	901	171	117	9	160	2	0	0	0	92.31	1.28	0.00
SRR22878281.fastq_bin_976162.fasta	k__Bacteria (UID203)	5449	104	58	54	45	5	0	0	0	64.08	6.03	80.00
SRR22878282.fastq_bin_11756.fasta	p__Cyanobacteria (UID2192)	79	584	458	68	508	8	0	0	0	86.58	1.60	0.00
SRR22878282.fastq_bin_2024.fasta	k__Bacteria (UID203)	5449	104	58	61	43	0	0	0	0	63.79	0.00	0.00
SRR22878282.fastq_bin_289431.fasta	s__algicola (UID2847)	33	496	263	123	367	4	2	0	0	82.05	1.30	0.00
SRR22878282.fastq_bin_291065.fasta	s__algicola (UID2846)	47	571	303	119	413	39	0	0	0	79.80	7.87	20.51
SRR22878282.fastq_bin_332620.fasta	c__Gammaproteobacteria (UID4443)	356	451	270	28	416	7	0	0	0	91.97	2.04	71.43
SRR22878282.fastq_bin_335615.fasta	p__Bacteroidetes (UID2591)	364	302	202	68	213	20	1	0	0	73.16	7.76	39.13
SRR22878282.fastq_bin_370776.fasta	k__Bacteria (UID203)	5449	104	58	13	49	29	7	6	0	81.03	22.68	27.91
SRR22878282.fastq_bin_446643.fasta	c__Gammaproteobacteria (UID4443)	356	451	270	124	303	22	2	0	0	70.98	6.18	42.86
SRR22878282.fastq_bin_484164.fasta	k__Bacteria (UID203)	5449	104	58	1	84	18	1	0	0	99.14	8.78	9.52
SRR22878282.fastq_bin_575448.fasta	c__Gammaproteobacteria (UID4444)	263	507	232	54	450	3	0	0	0	98.15	1.29	33.33
SRR22878282.fastq_bin_590945.fasta	s__algicola (UID2846)	47	571	303	12	553	6	0	0	0	97.39	1.54	66.67
SRR22878282.fastq_bin_596555.fasta	s__algicola (UID2847)	33	496	263	45	440	11	0	0	0	96.78	2.72	0.00
SRR22878282.fastq_bin_599023.fasta	k__Bacteria (UID203)	5449	103	57	58	45	0	0	0	0	70.18	0.00	0.00
SRR22878282.fastq_bin_610670.fasta	s__algicola (UID2846)	47	571	303	43	514	14	0	0	0	91.73	2.13	21.43
SRR22878282.fastq_bin_649781.fasta	o__Cytophagales (UID2936)	47	454	336	47	389	18	0	0	0	88.81	4.58	0.00
SRR22878282.fastq_bin_660044.fasta	k__Bacteria (UID203)	5449	103	57	15	32	31	16	6	3	81.42	56.74	30.34
SRR22878282.fastq_bin_692197.fasta	k__Bacteria (UID203)	5449	104	58	51	52	1	0	0	0	77.59	1.72	0.00
SRR22878282.fastq_bin_754860.fasta	c__Gammaproteobacteria (UID4444)	263	507	232	3	497	7	0	0	0	99.91	1.67	0.00
SRR22878282.fastq_bin_836214.fasta	c__Gammaproteobacteria (UID4761)	52	693	297	48	623	21	1	0	0	94.01	3.97	33.33
SRR22878282.fastq_bin_870593.fasta	f__Flavobacteriaceae (UID2845)	53	548	298	52	474	19	3	0	0	93.98	4.82	60.71
SRR22878282.fastq_bin_885747.fasta	c__Deltaproteobacteria (UID3216)	83	247	155	14	231	2	0	0	0	92.15	1.29	0.00
SRR22878282.fastq_bin_892601.fasta	p__Cyanobacteria (UID2189)	82	579	450	4	569	6	0	0	0	99.22	1.22	0.00
SRR22878282.fastq_bin_892974.fasta	k__Bacteria (UID3187)	2258	182	112	38	142	1	1	0	0	76.04	2.68	25.00
SRR22878282.fastq_bin_894258.fasta	s__algicola (UID2846)	47	571	303	35	520	16	0	0	0	93.22	3.25	56.25
SRR22878282.fastq_bin_901601.fasta	s__algicola (UID2847)	33	496	263	24	460	10	2	0	0	92.76	2.78	37.50
SRR22878282.fastq_bin_939515.fasta	k__Bacteria (UID203)	5449	104	58	16	44	25	15	3	1	74.84	51.37	8.16
SRR22878283.fastq_bin_19238.fasta	o__Rhizobiales (UID3447)	356	416	249	75	335	6	0	0	0	88.86	1.81	33.33
SRR22878283.fastq_bin_220.fasta	c__Gammaproteobacteria (UID4444)	263	507	232	3	499	5	0	0	0	99.57	0.97	20.00
SRR22878283.fastq_bin_262641.fasta	k__Bacteria (UID203)	5449	103	57	21	51	31	0	0	0	85.09	14.41	64.52
SRR22878283.fastq_bin_270555.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	49	473	7	0	0	0	89.88	1.41	42.86
SRR22878283.fastq_bin_27333.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	133	357	37	2	0	0	81.63	7.26	58.14
SRR22878283.fastq_bin_286550.fasta	k__Bacteria (UID3187)	2258	182	112	10	171	0	1	0	0	92.11	1.79	0.00
SRR22878283.fastq_bin_288467.fasta	k__Archaea (UID2)	207	149	107	67	53	26	1	1	1	50.71	19.12	0.00
SRR22878283.fastq_bin_293487.fasta	c__Gammaproteobacteria (UID4443)	356	451	270	69	366	16	0	0	0	91.90	3.52	31.25
SRR22878283.fastq_bin_299277.fasta	o__Rhodospirillales (UID3754)	63	336	201	126	206	4	0	0	0	71.19	1.74	25.00
SRR22878283.fastq_bin_309632.fasta	c__Gammaproteobacteria (UID4267)	119	544	284	35	497	11	1	0	0	92.85	3.51	7.14
SRR22878283.fastq_bin_319289.fasta	o__Rhizobiales (UID3447)	356	416	249	4	412	0	0	0	0	98.39	0.00	0.00
SRR22878283.fastq_bin_357648.fasta	s__algicola (UID2846)	47	571	303	124	307	131	9	0	0	79.10	29.23	12.03
SRR22878283.fastq_bin_361576.fasta	s__algicola (UID2847)	33	496	263	40	454	2	0	0	0	93.72	0.57	0.00
SRR22878283.fastq_bin_374669.fasta	s__algicola (UID2846)	47	571	303	31	534	6	0	0	0	98.25	0.99	50.00
SRR22878283.fastq_bin_389652.fasta	c__Gammaproteobacteria (UID4444)	263	507	232	67	418	21	1	0	0	96.64	7.41	83.33
SRR22878283.fastq_bin_442058.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	39	432	56	2	0	0	96.52	13.91	80.65
SRR22878283.fastq_bin_450015.fasta	f__Rhodobacteraceae (UID3360)	56	582	313	137	426	19	0	0	0	77.32	3.20	47.37
SRR22878283.fastq_bin_452711.fasta	c__Gammaproteobacteria (UID4267)	119	544	284	36	488	16	2	1	1	92.77	6.28	0.00
SRR22878283.fastq_bin_455268.fasta	o__Sphingomonadales (UID3310)	26	569	293	23	537	9	0	0	0	96.41	1.39	77.78
SRR22878283.fastq_bin_464441.fasta	k__Bacteria (UID203)	5449	104	58	52	52	0	0	0	0	71.54	0.00	0.00
SRR22878283.fastq_bin_468788.fasta	o__Sphingomonadales (UID3310)	26	569	293	19	548	2	0	0	0	96.00	0.35	50.00
SRR22878283.fastq_bin_469571.fasta	o__Rhodospirillales (UID3754)	63	336	201	7	326	3	0	0	0	97.55	1.24	0.00
SRR22878283.fastq_bin_484169.fasta	k__Bacteria (UID203)	5449	104	58	0	60	9	7	4	24	100.00	44.15	8.93
SRR22878283.fastq_bin_492641.fasta	k__Bacteria (UID1452)	924	163	110	56	103	3	1	0	0	76.36	4.09	16.67
SRR22878283.fastq_bin_495986.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	58	466	5	0	0	0	94.15	0.89	40.00
SRR22878283.fastq_bin_563799.fasta	s__algicola (UID2847)	33	496	263	52	437	7	0	0	0	92.33	1.58	28.57
SRR22878283.fastq_bin_597359.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	139	288	99	3	0	0	79.48	21.14	51.85
SRR22878283.fastq_bin_599096.fasta	s__algicola (UID2846)	47	571	303	32	531	8	0	0	0	96.13	1.30	37.50
SRR22878283.fastq_bin_617109.fasta	k__Bacteria (UID203)	5449	103	58	24	57	21	1	0	0	70.03	17.43	25.00
SRR22878283.fastq_bin_617325.fasta	k__Bacteria (UID203)	5449	104	58	53	48	3	0	0	0	75.86	5.17	100.00
SRR22878283.fastq_bin_626659.fasta	p__Bacteroidetes (UID2591)	364	302	202	70	230	2	0	0	0	85.64	0.99	50.00
SRR22878283.fastq_bin_631081.fasta	k__Bacteria (UID203)	5449	104	58	19	63	22	0	0	0	79.94	22.10	18.18
SRR22878283.fastq_bin_640648.fasta	k__Bacteria (UID3187)	2258	182	112	33	139	9	0	1	0	78.12	5.21	20.00
SRR22878283.fastq_bin_670273.fasta	c__Gammaproteobacteria (UID4267)	119	544	284	75	443	25	1	0	0	91.26	6.19	3.57
SRR22878283.fastq_bin_681399.fasta	s__algicola (UID2846)	47	571	303	57	473	41	0	0	0	91.39	8.47	21.95
SRR22878283.fastq_bin_758824.fasta	s__algicola (UID2847)	33	496	263	17	471	8	0	0	0	98.14	2.74	0.00
SRR22878283.fastq_bin_766374.fasta	o__Sphingomonadales (UID3310)	26	569	293	32	522	15	0	0	0	94.86	2.58	60.00
SRR22878283.fastq_bin_770595.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	29	498	2	0	0	0	97.56	0.32	0.00
SRR22878283.fastq_bin_7858.fasta	f__Flavobacteriaceae (UID2845)	53	548	298	71	448	27	2	0	0	86.28	3.45	24.24
SRR22878283.fastq_bin_8829.fasta	f__Flavobacteriaceae (UID2845)	53	548	298	39	496	13	0	0	0	96.59	2.92	23.08
