Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR22878281.fastq_bin_6555.fasta	82.48	6.82	Gradient Boost (General Model)	11	0.918	8543	299.8685167464115	5111251	0.6	5225	710	32895	None
SRR22878281.fastq_bin_681284.fasta	82.09	0.97	Neural Network (Specific Model)	11	0.913	16369	308.047372611465	2540319	0.31	2512	209	64046	None
SRR22878281.fastq_bin_682652.fasta	96.19	0.99	Gradient Boost (General Model)	11	0.9	31053	309.60534808667586	2235463	0.44	2169	103	78599	None
SRR22878281.fastq_bin_725349.fasta	75.84	1.82	Neural Network (Specific Model)	11	0.922	6643	278.11708645336967	3979343	0.57	4407	669	26513	None
SRR22878281.fastq_bin_742824.fasta	97.96	1.93	Gradient Boost (General Model)	11	0.904	15426	326.32509881422925	4376436	0.6	4048	350	106636	None
SRR22878281.fastq_bin_7512.fasta	95.0	0.03	Neural Network (Specific Model)	11	0.922	24718	305.94481446241673	3134850	0.51	3153	173	57953	None
SRR22878281.fastq_bin_760565.fasta	88.78	2.27	Neural Network (Specific Model)	11	0.901	25683	327.34980988593156	4582822	0.29	4208	278	99701	None
SRR22878281.fastq_bin_770814.fasta	84.45	1.68	Neural Network (Specific Model)	11	0.895	12824	306.59892408846383	3436356	0.4	3346	365	50263	None
SRR22878281.fastq_bin_770942.fasta	99.42	0.0	Neural Network (Specific Model)	11	0.922	31847	329.24684804246846	3223627	0.39	3014	179	148718	None
SRR22878281.fastq_bin_786708.fasta	100.0	0.02	Neural Network (Specific Model)	11	0.919	62265	320.2302608695652	3001157	0.57	2875	88	125449	None
SRR22878281.fastq_bin_843222.fasta	98.53	0.02	Gradient Boost (General Model)	11	0.925	70433	332.73088552915766	2493871	0.35	2315	51	247899	None
SRR22878281.fastq_bin_861208.fasta	100.0	0.15	Gradient Boost (General Model)	11	0.844	11682	325.6405652045923	3928887	0.46	3397	460	42482	None
SRR22878281.fastq_bin_870174.fasta	86.41	3.17	Gradient Boost (General Model)	11	0.892	8922	288.9962729357798	3383468	0.58	3488	470	54956	None
SRR22878281.fastq_bin_952057.fasta	93.4	0.91	Gradient Boost (General Model)	11	0.927	31167	328.66093520654226	5062684	0.62	4769	229	113368	None
SRR22878281.fastq_bin_976162.fasta	83.55	6.43	Gradient Boost (General Model)	11	0.911	13784	291.5352884305511	2975065	0.45	3103	280	50359	None
SRR22878282.fastq_bin_11756.fasta	99.53	1.17	Gradient Boost (General Model)	11	0.843	8900	292.99386363636364	4584276	0.39	4400	616	31455	None
SRR22878282.fastq_bin_2024.fasta	85.21	0.6	Gradient Boost (General Model)	11	0.914	16074	325.67900815217394	3144490	0.32	2944	238	44693	None
SRR22878282.fastq_bin_289431.fasta	79.32	0.91	Gradient Boost (General Model)	11	0.897	9695	301.1890964544415	2638237	0.32	2623	334	36588	None
SRR22878282.fastq_bin_291065.fasta	75.3	6.82	Neural Network (Specific Model)	11	0.937	8716	300.78373093468906	2457884	0.34	2557	348	75380	None
SRR22878282.fastq_bin_332620.fasta	96.46	0.58	Gradient Boost (General Model)	11	0.909	18119	315.42677096914383	2393338	0.48	2301	188	67816	None
SRR22878282.fastq_bin_335615.fasta	78.58	2.83	Gradient Boost (General Model)	11	0.924	2208	240.7979931344072	2953807	0.4	3787	1413	11890	None
SRR22878282.fastq_bin_370776.fasta	89.95	10.28	Neural Network (Specific Model)	11	0.853	9870	296.6980830670926	5221653	0.44	5008	661	42443	None
SRR22878282.fastq_bin_446643.fasta	79.58	2.4	Gradient Boost (General Model)	11	0.921	4478	276.4431693989071	1645677	0.49	1830	400	19260	None
SRR22878282.fastq_bin_484164.fasta	96.11	0.96	Gradient Boost (General Model)	11	0.897	22278	319.3680501174628	4086077	0.46	3831	277	80752	None
SRR22878282.fastq_bin_575448.fasta	92.37	0.01	Neural Network (Specific Model)	11	0.875	52022	341.54031800113574	4121463	0.4	3522	142	170892	None
SRR22878282.fastq_bin_590945.fasta	99.66	0.36	Neural Network (Specific Model)	11	0.923	37451	342.89600249843846	3567089	0.32	3202	150	125084	None
SRR22878282.fastq_bin_596555.fasta	95.07	0.3	Neural Network (Specific Model)	11	0.901	35133	330.31591039632394	5737126	0.33	5223	243	215905	None
SRR22878282.fastq_bin_599023.fasta	79.36	1.92	Neural Network (Specific Model)	11	0.926	9474	302.86391571554	2232419	0.3	2278	294	42654	None
SRR22878282.fastq_bin_610670.fasta	97.6	0.71	Gradient Boost (General Model)	11	0.915	49913	328.5427210479309	3614142	0.36	3359	170	110596	None
SRR22878282.fastq_bin_649781.fasta	90.44	0.08	Gradient Boost (General Model)	11	0.861	6736	296.89707649179013	5157110	0.4	4994	949	44424	None
SRR22878282.fastq_bin_660044.fasta	77.37	21.09	Gradient Boost (General Model)	11	0.926	3903	278.3707932692308	2997562	0.32	3328	858	21860	None
SRR22878282.fastq_bin_692197.fasta	100.0	1.73	Gradient Boost (General Model)	11	0.838	19465	329.6213879408419	5178681	0.45	4395	393	91366	None
SRR22878282.fastq_bin_754860.fasta	99.91	0.1	Neural Network (Specific Model)	11	0.846	131185	343.3758865248227	4804107	0.41	3948	104	476646	None
SRR22878282.fastq_bin_836214.fasta	92.06	0.38	Neural Network (Specific Model)	11	0.873	20481	315.28325193909797	3766948	0.44	3481	323	68811	None
SRR22878282.fastq_bin_870593.fasta	89.9	2.97	Neural Network (Specific Model)	11	0.916	16342	317.27557603686637	3378969	0.3	3255	358	76048	None
SRR22878282.fastq_bin_885747.fasta	98.3	0.68	Gradient Boost (General Model)	11	0.904	88710	358.9957264957265	5561567	0.65	4680	137	252772	None
SRR22878282.fastq_bin_892601.fasta	99.84	0.05	Neural Network (Specific Model)	11	0.806	32598	324.7879684418146	6126132	0.39	5070	300	102302	None
SRR22878282.fastq_bin_892974.fasta	88.54	1.04	Gradient Boost (General Model)	11	0.931	6714	274.9569957601454	2919671	0.33	3302	562	36767	None
SRR22878282.fastq_bin_894258.fasta	93.74	1.75	Neural Network (Specific Model)	11	0.916	13201	322.04626982063945	4051604	0.36	3847	466	45088	None
SRR22878282.fastq_bin_901601.fasta	92.12	1.36	Neural Network (Specific Model)	11	0.907	11650	295.25282663316585	3103308	0.38	3184	389	45419	None
SRR22878282.fastq_bin_939515.fasta	78.05	20.47	Gradient Boost (General Model)	11	0.922	1756	224.77638000216896	6726370	0.64	9221	3789	14968	None
SRR22878283.fastq_bin_19238.fasta	88.44	0.75	Gradient Boost (General Model)	11	0.904	12605	289.09954896907215	2972941	0.42	3104	291	36448	None
SRR22878283.fastq_bin_220.fasta	99.28	0.14	Gradient Boost (General Model)	11	0.876	287431	329.764263322884	3599547	0.41	3190	33	815078	None
SRR22878283.fastq_bin_262641.fasta	77.42	6.1	Neural Network (Specific Model)	11	0.91	9966	298.12896903175226	2503240	0.33	2551	348	53099	None
SRR22878283.fastq_bin_270555.fasta	94.39	0.16	Gradient Boost (General Model)	11	0.92	11567	300.142146705346	2358580	0.53	2413	252	54195	None
SRR22878283.fastq_bin_27333.fasta	84.58	6.06	Gradient Boost (General Model)	11	0.917	7162	279.56650750341066	2674534	0.5	2932	426	26059	None
SRR22878283.fastq_bin_286550.fasta	98.36	0.78	Gradient Boost (General Model)	11	0.94	196012	315.0865573770492	3056717	0.32	3050	21	522479	None
SRR22878283.fastq_bin_288467.fasta	80.5	11.46	Gradient Boost (General Model)	4	0.819	12382	259.8893402808443	10673024	0.49	11323	1053	42107	None
SRR22878283.fastq_bin_293487.fasta	90.85	2.38	Gradient Boost (General Model)	11	0.934	34516	338.4166125892278	5013626	0.56	4623	269	213465	None
SRR22878283.fastq_bin_299277.fasta	90.83	0.53	Gradient Boost (General Model)	11	0.932	4675	276.8726322664925	2722517	0.57	3062	660	19830	Low confidence prediction - substantial (25%) disagreement between completeness prediction models
SRR22878283.fastq_bin_309632.fasta	100.0	1.2	Gradient Boost (General Model)	11	0.914	42205	329.78449744463376	5073252	0.48	4696	215	216361	None
SRR22878283.fastq_bin_319289.fasta	99.79	0.04	Gradient Boost (General Model)	11	0.918	212699	315.1967706622879	3758108	0.47	3654	37	441201	None
SRR22878283.fastq_bin_357648.fasta	86.35	18.23	Gradient Boost (General Model)	11	0.927	10095	322.388	4169537	0.34	4000	479	35953	None
SRR22878283.fastq_bin_361576.fasta	92.3	0.61	Neural Network (Specific Model)	11	0.891	90934	360.8110151187905	3371644	0.33	2778	81	217352	None
SRR22878283.fastq_bin_374669.fasta	93.88	0.1	Neural Network (Specific Model)	11	0.914	58686	358.4264162561576	3817054	0.32	3248	106	212585	None
SRR22878283.fastq_bin_389652.fasta	99.92	4.31	Gradient Boost (General Model)	11	0.851	47345	347.9031484257871	4085326	0.45	3335	147	132247	None
SRR22878283.fastq_bin_442058.fasta	99.2	11.65	Gradient Boost (General Model)	11	0.912	67851	314.95030674846623	3370057	0.5	3260	120	196214	None
SRR22878283.fastq_bin_450015.fasta	79.72	3.22	Neural Network (Specific Model)	11	0.926	4316	257.5418980312973	3299023	0.62	3962	901	21944	None
SRR22878283.fastq_bin_452711.fasta	100.0	1.52	Gradient Boost (General Model)	11	0.872	101075	345.64508632138114	7148864	0.57	6024	120	429908	None
SRR22878283.fastq_bin_455268.fasta	96.04	2.78	Neural Network (Specific Model)	11	0.915	110206	309.50342603788795	2512388	0.43	2481	51	211912	None
SRR22878283.fastq_bin_464441.fasta	84.28	5.38	Gradient Boost (General Model)	11	0.884	4552	279.9106569343066	3249151	0.48	3425	811	19048	None
SRR22878283.fastq_bin_468788.fasta	99.94	0.0	Neural Network (Specific Model)	11	0.904	48214	301.8838014621008	2599649	0.44	2599	106	130016	None
SRR22878283.fastq_bin_469571.fasta	99.61	0.05	Gradient Boost (General Model)	11	0.929	154782	339.56674907292955	3540428	0.54	3236	33	345644	None
SRR22878283.fastq_bin_484169.fasta	98.6	5.12	Gradient Boost (General Model)	11	0.909	142620	334.1953597848016	3278880	0.42	2974	74	326856	None
SRR22878283.fastq_bin_492641.fasta	83.81	1.96	Gradient Boost (General Model)	11	0.889	6704	312.6800458715596	5517440	0.48	5232	1035	43026	None
SRR22878283.fastq_bin_495986.fasta	97.8	1.53	Gradient Boost (General Model)	11	0.91	86352	327.0564607805987	2840074	0.51	2639	50	224217	None
SRR22878283.fastq_bin_563799.fasta	90.54	0.31	Neural Network (Specific Model)	11	0.874	23798	338.7346254193067	3116776	0.33	2683	182	109528	None
SRR22878283.fastq_bin_597359.fasta	78.42	13.48	Gradient Boost (General Model)	11	0.921	8719	293.42291371994344	2696810	0.56	2828	334	53999	None
SRR22878283.fastq_bin_599096.fasta	88.98	0.95	Neural Network (Specific Model)	11	0.935	52839	332.2561191912026	3002354	0.32	2819	103	127760	None
SRR22878283.fastq_bin_617109.fasta	79.81	14.68	Gradient Boost (General Model)	11	0.919	2130	222.73082942097025	926899	0.43	1278	464	9461	None
SRR22878283.fastq_bin_617325.fasta	100.0	2.97	Gradient Boost (General Model)	11	0.88	17819	314.3693379790941	3992849	0.38	3731	352	50461	None
SRR22878283.fastq_bin_626659.fasta	96.68	0.92	Gradient Boost (General Model)	11	0.895	7922	309.51300665456745	3426055	0.38	3306	555	34231	None
SRR22878283.fastq_bin_631081.fasta	84.62	17.55	Neural Network (Specific Model)	11	0.908	4919	256.69552790854067	5032269	0.55	5948	1049	32908	None
SRR22878283.fastq_bin_640648.fasta	88.26	3.69	Gradient Boost (General Model)	11	0.943	8262	292.7095282146161	2007155	0.37	2162	327	28688	None
SRR22878283.fastq_bin_670273.fasta	100.0	2.68	Gradient Boost (General Model)	11	0.883	119511	336.35402455661665	6691166	0.52	5864	141	345821	None
SRR22878283.fastq_bin_681399.fasta	87.1	4.12	Neural Network (Specific Model)	11	0.936	18604	318.02030124426983	3109036	0.34	3054	229	65936	None
SRR22878283.fastq_bin_758824.fasta	97.03	1.93	Neural Network (Specific Model)	11	0.883	30748	333.2477766287487	5469760	0.33	4835	326	105840	None
SRR22878283.fastq_bin_766374.fasta	94.09	0.86	Neural Network (Specific Model)	11	0.917	23918	298.26363888119636	3517508	0.56	3611	244	93066	None
SRR22878283.fastq_bin_770595.fasta	96.52	0.51	Neural Network (Specific Model)	11	0.916	150883	326.6898481215028	2674098	0.49	2502	41	289161	None
SRR22878283.fastq_bin_7858.fasta	84.39	4.39	Neural Network (Specific Model)	11	0.924	27601	344.908913213448	2863580	0.3	2558	140	117673	None
SRR22878283.fastq_bin_8829.fasta	95.11	2.08	Neural Network (Specific Model)	11	0.921	121283	349.0103726469458	2955559	0.31	2603	43	267739	None
