genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
SRR24759597_binette_bin16.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759598_binette_bin10.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759598_binette_bin40.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759599_binette_bin24.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759599_binette_bin34.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759600_binette_bin18.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759601_binette_bin5.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759602_binette_bin12.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759603_binette_bin19.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759603_binette_bin38.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759604_binette_bin13.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759605_binette_bin17.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759607_binette_bin11.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759608_binette_bin17.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759608_binette_bin32.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759609_binette_bin17.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759609_binette_bin27.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759610_binette_bin10.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759611_binette_bin17.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759612_binette_bin13.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759613_binette_bin6.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759614_binette_bin16.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759615_binette_bin25.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759615_binette_bin29.fasta,30_2,0.050000000000000044,average,ANImf,30
SRR24759610_binette_bin35.fasta,31_0,0.050000000000000044,average,ANImf,31
SRR24759612_binette_bin39.fasta,32_0,0.050000000000000044,average,ANImf,32
SRR24759607_binette_bin34.fasta,33_0,0.050000000000000044,average,ANImf,33
SRR24759600_binette_bin113.fasta,34_0,0.050000000000000044,average,ANImf,34
SRR24759605_binette_bin51.fasta,35_1,0.050000000000000044,average,ANImf,35
SRR24759611_binette_bin92.fasta,35_2,0.050000000000000044,average,ANImf,35
SRR24759608_binette_bin94.fasta,35_3,0.050000000000000044,average,ANImf,35
SRR24759600_binette_bin86.fasta,35_4,0.050000000000000044,average,ANImf,35
SRR24759609_binette_bin69.fasta,35_5,0.050000000000000044,average,ANImf,35
SRR24759599_binette_bin80.fasta,35_6,0.050000000000000044,average,ANImf,35
SRR24759602_binette_bin73.fasta,36_1,0.050000000000000044,average,ANImf,36
SRR24759611_binette_bin32.fasta,36_2,0.050000000000000044,average,ANImf,36
SRR24759604_binette_bin45.fasta,36_3,0.050000000000000044,average,ANImf,36
SRR24759596_binette_bin28.fasta,36_4,0.050000000000000044,average,ANImf,36
SRR24759608_binette_bin42.fasta,36_5,0.050000000000000044,average,ANImf,36
SRR24759597_binette_bin63.fasta,36_6,0.050000000000000044,average,ANImf,36
SRR24759613_binette_bin37.fasta,36_6,0.050000000000000044,average,ANImf,36
SRR24759604_binette_bin48.fasta,36_7,0.050000000000000044,average,ANImf,36
SRR24759598_binette_bin46.fasta,36_8,0.050000000000000044,average,ANImf,36
SRR24759605_binette_bin87.fasta,36_8,0.050000000000000044,average,ANImf,36
SRR24759614_binette_bin44.fasta,36_8,0.050000000000000044,average,ANImf,36
SRR24759615_binette_bin53.fasta,36_8,0.050000000000000044,average,ANImf,36
SRR24759597_binette_bin50.fasta,36_9,0.050000000000000044,average,ANImf,36
SRR24759606_binette_bin45.fasta,36_9,0.050000000000000044,average,ANImf,36
SRR24759600_binette_bin53.fasta,36_10,0.050000000000000044,average,ANImf,36
SRR24759603_binette_bin48.fasta,36_10,0.050000000000000044,average,ANImf,36
SRR24759607_binette_bin22.fasta,36_10,0.050000000000000044,average,ANImf,36
SRR24759610_binette_bin94.fasta,36_10,0.050000000000000044,average,ANImf,36
SRR24759611_binette_bin76.fasta,36_10,0.050000000000000044,average,ANImf,36
SRR24759609_binette_bin38.fasta,36_11,0.050000000000000044,average,ANImf,36
SRR24759601_binette_bin21.fasta,36_12,0.050000000000000044,average,ANImf,36
SRR24759599_binette_bin52.fasta,36_13,0.050000000000000044,average,ANImf,36
SRR24759610_binette_bin52.fasta,36_14,0.050000000000000044,average,ANImf,36
SRR24759603_binette_bin35.fasta,37_0,0.050000000000000044,average,ANImf,37
SRR24759602_binette_bin75.fasta,38_0,0.050000000000000044,average,ANImf,38
SRR24759613_binette_bin40.fasta,39_0,0.050000000000000044,average,ANImf,39
SRR24759596_binette_bin15.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759598_binette_bin18.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759599_binette_bin6.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759600_binette_bin2.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759603_binette_bin14.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759604_binette_bin11.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759608_binette_bin8.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759609_binette_bin5.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759611_binette_bin12.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759614_binette_bin1.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759615_binette_bin9.fasta,40_1,0.050000000000000044,average,ANImf,40
SRR24759609_binette_bin56.fasta,40_2,0.050000000000000044,average,ANImf,40
SRR24759615_binette_bin69.fasta,41_0,0.050000000000000044,average,ANImf,41
SRR24759615_binette_bin12.fasta,42_0,0.050000000000000044,average,ANImf,42
SRR24759615_binette_bin58.fasta,43_0,0.050000000000000044,average,ANImf,43
SRR24759599_binette_bin96.fasta,44_1,0.050000000000000044,average,ANImf,44
SRR24759600_binette_bin110.fasta,44_1,0.050000000000000044,average,ANImf,44
SRR24759609_binette_bin87.fasta,44_1,0.050000000000000044,average,ANImf,44
SRR24759611_binette_bin84.fasta,44_2,0.050000000000000044,average,ANImf,44
SRR24759599_binette_bin69.fasta,45_1,0.050000000000000044,average,ANImf,45
SRR24759600_binette_bin73.fasta,45_1,0.050000000000000044,average,ANImf,45
SRR24759608_binette_bin67.fasta,45_1,0.050000000000000044,average,ANImf,45
SRR24759610_binette_bin67.fasta,45_1,0.050000000000000044,average,ANImf,45
SRR24759615_binette_bin49.fasta,45_1,0.050000000000000044,average,ANImf,45
SRR24759597_binette_bin55.fasta,45_2,0.050000000000000044,average,ANImf,45
SRR24759602_binette_bin78.fasta,45_3,0.050000000000000044,average,ANImf,45
SRR24759603_binette_bin56.fasta,45_4,0.050000000000000044,average,ANImf,45
SRR24759598_binette_bin107.fasta,45_5,0.050000000000000044,average,ANImf,45
SRR24759611_binette_bin73.fasta,45_6,0.050000000000000044,average,ANImf,45
SRR24759604_binette_bin100.fasta,46_0,0.050000000000000044,average,ANImf,46
SRR24759613_binette_bin56.fasta,47_0,0.050000000000000044,average,ANImf,47
SRR24759609_binette_bin61.fasta,48_0,0.050000000000000044,average,ANImf,48
SRR24759601_binette_bin44.fasta,49_0,0.050000000000000044,average,ANImf,49
SRR24759609_binette_bin86.fasta,50_0,0.050000000000000044,average,ANImf,50
SRR24759615_binette_bin67.fasta,51_0,0.050000000000000044,average,ANImf,51
SRR24759603_binette_bin54.fasta,52_0,0.050000000000000044,average,ANImf,52
SRR24759610_binette_bin91.fasta,53_0,0.050000000000000044,average,ANImf,53
SRR24759598_binette_bin71.fasta,54_0,0.050000000000000044,average,ANImf,54
SRR24759599_binette_bin65.fasta,55_0,0.050000000000000044,average,ANImf,55
SRR24759614_binette_bin67.fasta,56_0,0.050000000000000044,average,ANImf,56
SRR24759600_binette_bin70.fasta,57_1,0.050000000000000044,average,ANImf,57
SRR24759604_binette_bin50.fasta,57_1,0.050000000000000044,average,ANImf,57
SRR24759614_binette_bin60.fasta,57_1,0.050000000000000044,average,ANImf,57
SRR24759598_binette_bin97.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759600_binette_bin71.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759602_binette_bin53.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759603_binette_bin47.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759604_binette_bin38.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759607_binette_bin30.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759608_binette_bin54.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759609_binette_bin58.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759611_binette_bin85.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759613_binette_bin38.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759614_binette_bin51.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759615_binette_bin41.fasta,58_1,0.050000000000000044,average,ANImf,58
SRR24759604_binette_bin42.fasta,59_1,0.050000000000000044,average,ANImf,59
SRR24759615_binette_bin52.fasta,59_2,0.050000000000000044,average,ANImf,59
SRR24759597_binette_bin62.fasta,60_0,0.050000000000000044,average,ANImf,60
SRR24759599_binette_bin62.fasta,61_1,0.050000000000000044,average,ANImf,61
SRR24759603_binette_bin43.fasta,61_1,0.050000000000000044,average,ANImf,61
SRR24759605_binette_bin41.fasta,61_1,0.050000000000000044,average,ANImf,61
SRR24759610_binette_bin57.fasta,61_1,0.050000000000000044,average,ANImf,61
SRR24759616_binette_bin76.fasta,61_2,0.050000000000000044,average,ANImf,61
SRR24759612_binette_bin41.fasta,61_3,0.050000000000000044,average,ANImf,61
SRR24759602_binette_bin40.fasta,61_4,0.050000000000000044,average,ANImf,61
SRR24759611_binette_bin33.fasta,61_5,0.050000000000000044,average,ANImf,61
SRR24759606_binette_bin43.fasta,61_6,0.050000000000000044,average,ANImf,61
SRR24759601_binette_bin38.fasta,62_1,0.050000000000000044,average,ANImf,62
SRR24759608_binette_bin49.fasta,62_1,0.050000000000000044,average,ANImf,62
SRR24759609_binette_bin63.fasta,62_2,0.050000000000000044,average,ANImf,62
SRR24759612_binette_bin65.fasta,62_3,0.050000000000000044,average,ANImf,62
SRR24759598_binette_bin69.fasta,63_1,0.050000000000000044,average,ANImf,63
SRR24759610_binette_bin51.fasta,63_2,0.050000000000000044,average,ANImf,63
SRR24759597_binette_bin48.fasta,64_0,0.050000000000000044,average,ANImf,64
SRR24759601_binette_bin59.fasta,65_0,0.050000000000000044,average,ANImf,65
SRR24759603_binette_bin89.fasta,66_0,0.050000000000000044,average,ANImf,66
SRR24759602_binette_bin77.fasta,67_0,0.050000000000000044,average,ANImf,67
SRR24759610_binette_bin99.fasta,68_0,0.050000000000000044,average,ANImf,68
SRR24759605_binette_bin85.fasta,69_1,0.050000000000000044,average,ANImf,69
SRR24759614_binette_bin101.fasta,69_2,0.050000000000000044,average,ANImf,69
SRR24759600_binette_bin99.fasta,69_3,0.050000000000000044,average,ANImf,69
SRR24759598_binette_bin60.fasta,70_1,0.050000000000000044,average,ANImf,70
SRR24759611_binette_bin31.fasta,70_2,0.050000000000000044,average,ANImf,70
SRR24759600_binette_bin44.fasta,71_1,0.050000000000000044,average,ANImf,71
SRR24759604_binette_bin93.fasta,71_2,0.050000000000000044,average,ANImf,71
SRR24759603_binette_bin39.fasta,71_3,0.050000000000000044,average,ANImf,71
SRR24759609_binette_bin46.fasta,72_1,0.050000000000000044,average,ANImf,72
SRR24759610_binette_bin74.fasta,72_2,0.050000000000000044,average,ANImf,72
SRR24759599_binette_bin74.fasta,72_3,0.050000000000000044,average,ANImf,72
SRR24759608_binette_bin86.fasta,73_0,0.050000000000000044,average,ANImf,73
SRR24759613_binette_bin59.fasta,74_0,0.050000000000000044,average,ANImf,74
SRR24759608_binette_bin56.fasta,75_0,0.050000000000000044,average,ANImf,75
SRR24759610_binette_bin78.fasta,76_0,0.050000000000000044,average,ANImf,76
SRR24759614_binette_bin64.fasta,77_0,0.050000000000000044,average,ANImf,77
SRR24759601_binette_bin45.fasta,78_0,0.050000000000000044,average,ANImf,78
SRR24759598_binette_bin62.fasta,79_0,0.050000000000000044,average,ANImf,79
SRR24759608_binette_bin50.fasta,80_0,0.050000000000000044,average,ANImf,80
SRR24759610_binette_bin106.fasta,81_0,0.050000000000000044,average,ANImf,81
SRR24759600_binette_bin116.fasta,82_0,0.050000000000000044,average,ANImf,82
SRR24759610_binette_bin102.fasta,83_0,0.050000000000000044,average,ANImf,83
SRR24759602_binette_bin46.fasta,84_0,0.050000000000000044,average,ANImf,84
SRR24759597_binette_bin53.fasta,85_1,0.050000000000000044,average,ANImf,85
SRR24759600_binette_bin117.fasta,85_2,0.050000000000000044,average,ANImf,85
SRR24759607_binette_bin46.fasta,86_0,0.050000000000000044,average,ANImf,86
SRR24759602_binette_bin39.fasta,87_1,0.050000000000000044,average,ANImf,87
SRR24759615_binette_bin93.fasta,87_1,0.050000000000000044,average,ANImf,87
SRR24759598_binette_bin114.fasta,87_2,0.050000000000000044,average,ANImf,87
SRR24759604_binette_bin39.fasta,87_3,0.050000000000000044,average,ANImf,87
SRR24759608_binette_bin70.fasta,88_0,0.050000000000000044,average,ANImf,88
SRR24759603_binette_bin51.fasta,89_0,0.050000000000000044,average,ANImf,89
SRR24759610_binette_bin71.fasta,90_0,0.050000000000000044,average,ANImf,90
SRR24759599_binette_bin93.fasta,91_0,0.050000000000000044,average,ANImf,91
SRR24759608_binette_bin91.fasta,92_0,0.050000000000000044,average,ANImf,92
SRR24759600_binette_bin77.fasta,93_0,0.050000000000000044,average,ANImf,93
SRR24759604_binette_bin54.fasta,94_0,0.050000000000000044,average,ANImf,94
SRR24759609_binette_bin34.fasta,95_0,0.050000000000000044,average,ANImf,95
SRR24759597_binette_bin78.fasta,96_0,0.050000000000000044,average,ANImf,96
SRR24759601_binette_bin46.fasta,97_0,0.050000000000000044,average,ANImf,97
SRR24759598_binette_bin106.fasta,98_0,0.050000000000000044,average,ANImf,98
SRR24759610_binette_bin92.fasta,99_0,0.050000000000000044,average,ANImf,99
SRR24759599_binette_bin76.fasta,100_1,0.050000000000000044,average,ANImf,100
SRR24759600_binette_bin74.fasta,100_2,0.050000000000000044,average,ANImf,100
SRR24759604_binette_bin98.fasta,101_1,0.050000000000000044,average,ANImf,101
SRR24759615_binette_bin71.fasta,101_2,0.050000000000000044,average,ANImf,101
SRR24759597_binette_bin51.fasta,102_0,0.050000000000000044,average,ANImf,102
SRR24759607_binette_bin45.fasta,103_0,0.050000000000000044,average,ANImf,103
SRR24759609_binette_bin60.fasta,104_0,0.050000000000000044,average,ANImf,104
SRR24759608_binette_bin71.fasta,105_0,0.050000000000000044,average,ANImf,105
SRR24759601_binette_bin58.fasta,106_0,0.050000000000000044,average,ANImf,106
SRR24759605_binette_bin27.fasta,107_0,0.050000000000000044,average,ANImf,107
SRR24759597_binette_bin21.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759598_binette_bin25.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759599_binette_bin18.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759604_binette_bin23.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759606_binette_bin20.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759609_binette_bin16.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759610_binette_bin20.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759612_binette_bin20.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759616_binette_bin18.fasta,108_1,0.050000000000000044,average,ANImf,108
SRR24759613_binette_bin25.fasta,108_2,0.050000000000000044,average,ANImf,108
SRR24759596_binette_bin13.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759597_binette_bin25.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759598_binette_bin24.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759599_binette_bin21.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759600_binette_bin23.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759601_binette_bin9.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759602_binette_bin19.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759603_binette_bin23.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759604_binette_bin24.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759605_binette_bin37.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759606_binette_bin21.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759607_binette_bin9.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759608_binette_bin22.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759609_binette_bin18.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759610_binette_bin15.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759611_binette_bin16.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759612_binette_bin16.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759612_binette_bin29.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759613_binette_bin17.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759614_binette_bin17.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759615_binette_bin20.fasta,109_1,0.050000000000000044,average,ANImf,109
SRR24759616_binette_bin16.fasta,109_2,0.050000000000000044,average,ANImf,109
SRR24759599_binette_bin40.fasta,109_3,0.050000000000000044,average,ANImf,109
SRR24759596_binette_bin18.fasta,110_0,0.050000000000000044,average,ANImf,110
SRR24759605_binette_bin29.fasta,111_0,0.050000000000000044,average,ANImf,111
SRR24759605_binette_bin34.fasta,112_0,0.050000000000000044,average,ANImf,112
SRR24759615_binette_bin61.fasta,113_0,0.050000000000000044,average,ANImf,113
SRR24759600_binette_bin45.fasta,114_0,0.050000000000000044,average,ANImf,114
SRR24759601_binette_bin35.fasta,115_0,0.050000000000000044,average,ANImf,115
SRR24759608_binette_bin44.fasta,116_0,0.050000000000000044,average,ANImf,116
SRR24759602_binette_bin29.fasta,117_0,0.050000000000000044,average,ANImf,117
SRR24759614_binette_bin23.fasta,118_0,0.050000000000000044,average,ANImf,118
SRR24759596_binette_bin14.fasta,119_1,0.050000000000000044,average,ANImf,119
SRR24759605_binette_bin26.fasta,119_2,0.050000000000000044,average,ANImf,119
SRR24759597_binette_bin36.fasta,120_0,0.050000000000000044,average,ANImf,120
SRR24759599_binette_bin63.fasta,121_0,0.050000000000000044,average,ANImf,121
SRR24759600_binette_bin29.fasta,122_1,0.050000000000000044,average,ANImf,122
SRR24759603_binette_bin30.fasta,122_1,0.050000000000000044,average,ANImf,122
SRR24759604_binette_bin30.fasta,122_1,0.050000000000000044,average,ANImf,122
SRR24759606_binette_bin27.fasta,122_1,0.050000000000000044,average,ANImf,122
SRR24759607_binette_bin15.fasta,122_1,0.050000000000000044,average,ANImf,122
SRR24759611_binette_bin44.fasta,122_1,0.050000000000000044,average,ANImf,122
SRR24759608_binette_bin34.fasta,122_2,0.050000000000000044,average,ANImf,122
SRR24759609_binette_bin43.fasta,123_0,0.050000000000000044,average,ANImf,123
SRR24759613_binette_bin24.fasta,124_0,0.050000000000000044,average,ANImf,124
SRR24759616_binette_bin23.fasta,125_0,0.050000000000000044,average,ANImf,125
SRR24759597_binette_bin27.fasta,126_1,0.050000000000000044,average,ANImf,126
SRR24759599_binette_bin41.fasta,126_2,0.050000000000000044,average,ANImf,126
SRR24759602_binette_bin17.fasta,127_0,0.050000000000000044,average,ANImf,127
SRR24759603_binette_bin27.fasta,128_0,0.050000000000000044,average,ANImf,128
SRR24759598_binette_bin38.fasta,129_1,0.050000000000000044,average,ANImf,129
SRR24759608_binette_bin30.fasta,129_2,0.050000000000000044,average,ANImf,129
SRR24759597_binette_bin23.fasta,130_1,0.050000000000000044,average,ANImf,130
SRR24759612_binette_bin17.fasta,130_2,0.050000000000000044,average,ANImf,130
SRR24759615_binette_bin39.fasta,130_3,0.050000000000000044,average,ANImf,130
SRR24759613_binette_bin27.fasta,130_4,0.050000000000000044,average,ANImf,130
SRR24759601_binette_bin16.fasta,130_5,0.050000000000000044,average,ANImf,130
SRR24759612_binette_bin23.fasta,131_0,0.050000000000000044,average,ANImf,131
SRR24759605_binette_bin28.fasta,132_0,0.050000000000000044,average,ANImf,132
SRR24759599_binette_bin67.fasta,133_0,0.050000000000000044,average,ANImf,133
SRR24759604_binette_bin43.fasta,134_0,0.050000000000000044,average,ANImf,134
SRR24759613_binette_bin60.fasta,135_0,0.050000000000000044,average,ANImf,135
SRR24759598_binette_bin67.fasta,136_0,0.050000000000000044,average,ANImf,136
SRR24759610_binette_bin103.fasta,137_0,0.050000000000000044,average,ANImf,137
SRR24759601_binette_bin28.fasta,138_0,0.050000000000000044,average,ANImf,138
SRR24759615_binette_bin66.fasta,139_0,0.050000000000000044,average,ANImf,139
SRR24759605_binette_bin42.fasta,140_0,0.050000000000000044,average,ANImf,140
SRR24759596_binette_bin6.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759597_binette_bin12.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759598_binette_bin12.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759599_binette_bin20.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759600_binette_bin10.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759601_binette_bin13.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759602_binette_bin10.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759603_binette_bin18.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759604_binette_bin6.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759605_binette_bin13.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759606_binette_bin9.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759607_binette_bin7.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759608_binette_bin12.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759609_binette_bin12.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759610_binette_bin13.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759611_binette_bin15.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759612_binette_bin12.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759613_binette_bin16.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759614_binette_bin14.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759615_binette_bin18.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759616_binette_bin14.fasta,141_1,0.050000000000000044,average,ANImf,141
SRR24759611_binette_bin18.fasta,141_2,0.050000000000000044,average,ANImf,141
SRR24759597_binette_bin42.fasta,142_0,0.050000000000000044,average,ANImf,142
SRR24759614_binette_bin52.fasta,143_0,0.050000000000000044,average,ANImf,143
SRR24759607_binette_bin35.fasta,144_0,0.050000000000000044,average,ANImf,144
SRR24759598_binette_bin65.fasta,145_0,0.050000000000000044,average,ANImf,145
SRR24759602_binette_bin55.fasta,146_0,0.050000000000000044,average,ANImf,146
