,bin,ass2ref,taxid,species,genus,family,order,class,phylum,superkingdom,organism_name
44,SRR24759611_binette_bin41.fasta.fasta,0.053003533568904596,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
45,SRR24759602_binette_bin55.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
46,SRR24759598_binette_bin39.fasta.fasta,0.015017667844522967,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
47,SRR24759597_binette_bin74.fasta.fasta,0.013888888888888888,3429881,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
48,SRR24759615_binette_bin67.fasta.fasta,0.010958904109589041,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
49,SRR24759611_binette_bin80.fasta.fasta,0.03363914373088685,2818038,2818038,1193515,481,206351,28216,1224,2,Snodgrassella sp. B3088
50,SRR24759610_binette_bin51.fasta.fasta,0.02027027027027027,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
51,SRR24759612_binette_bin23.fasta.fasta,0.0136986301369863,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
52,SRR24759598_binette_bin114.fasta.fasta,0.005479452054794521,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
53,SRR24759599_binette_bin63.fasta.fasta,0.02702702702702703,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
54,SRR24759613_binette_bin39.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
55,SRR24759605_binette_bin28.fasta.fasta,0.03648648648648649,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
56,SRR24759599_binette_bin61.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
57,SRR24759598_binette_bin103.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
58,SRR24759615_binette_bin66.fasta.fasta,0.012328767123287671,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
59,SRR24759605_binette_bin35.fasta.fasta,0.07011543394613083,2079002,2079002,1485,31979,186802,186801,1239,2,Clostridium sp. Cult1
60,SRR24759609_binette_bin24.fasta.fasta,0.06890459363957598,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
61,SRR24759598_binette_bin104.fasta.fasta,0.013513513513513514,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
62,SRR24759599_binette_bin66.fasta.fasta,0.009259259259259259,3429881,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
63,SRR24759610_binette_bin95.fasta.fasta,0.008428657435279952,3435479,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
64,SRR24759612_binette_bin25.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
65,SRR24759610_binette_bin102.fasta.fasta,0.009589041095890411,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
66,SRR24759608_binette_bin15.fasta.fasta,0.08823529411764706,3435759,1591,1578,33958,186826,91061,1239,2,Lactobacillus sp.
67,SRR24759615_binette_bin87.fasta.fasta,0.004008016032064128,3429883,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
68,SRR24759602_binette_bin39.fasta.fasta,0.013513513513513514,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
69,SRR24759615_binette_bin46.fasta.fasta,0.4,3436775,1687,1678,31953,85004,1760,201174,2,Bifidobacterium coryneforme
70,SRR24759615_binette_bin54.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
71,SRR24759598_binette_bin49.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
72,SRR24759608_binette_bin37.fasta.fasta,0.02508361204013378,1970465,1970465,1193503,1240483,1240482,1236,1224,2,Gilliamella sp. A7
73,SRR24759602_binette_bin30.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
74,SRR24759615_binette_bin36.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
75,SRR24759597_binette_bin28.fasta.fasta,0.04515352197471403,3435479,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
76,SRR24759615_binette_bin52.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
77,SRR24759601_binette_bin31.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
78,SRR24759606_binette_bin49.fasta.fasta,0.015017667844522967,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
79,SRR24759601_binette_bin35.fasta.fasta,0.008982035928143712,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
80,SRR24759614_binette_bin42.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
81,SRR24759598_binette_bin55.fasta.fasta,0.014970059880239521,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
82,SRR24759614_binette_bin22.fasta.fasta,0.04946996466431095,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
83,SRR24759600_binette_bin1.fasta.fasta,0.5246252676659529,1778616,1778616,1778601,2762318,200644,117743,976,2,uncultured Apibacter sp.
84,SRR24759614_binette_bin38.fasta.fasta,0.03107658157602664,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
85,SRR24759609_binette_bin3.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
86,SRR24759605_binette_bin27.fasta.fasta,0.02027027027027027,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
87,SRR24759604_binette_bin23.fasta.fasta,0.29078868151715836,3435479,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
88,SRR24759612_binette_bin60.fasta.fasta,0.007590132827324478,2025114,2025114,1678,31953,85004,1760,201174,2,Bifidobacterium sp. wkB338
89,SRR24759608_binette_bin56.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
90,SRR24759600_binette_bin44.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
91,SRR24759602_binette_bin40.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
92,SRR24759604_binette_bin58.fasta.fasta,0.014529058116232466,3429883,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
93,SRR24759604_binette_bin101.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
94,SRR24759606_binette_bin42.fasta.fasta,0.004994450610432853,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
95,SRR24759599_binette_bin65.fasta.fasta,0.00821917808219178,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
96,SRR24759610_binette_bin25.fasta.fasta,0.046857142857142854,3434806,1684,1678,31953,85004,1760,201174,2,Bifidobacterium asteroides
97,SRR24759603_binette_bin56.fasta.fasta,0.021848739495798318,3440340,2750995,773,772,356,28211,1224,2,Bartonella choladocola
98,SRR24759614_binette_bin62.fasta.fasta,0.072,3428903,1196083,1193515,481,206351,28216,1224,2,Snodgrassella alvi
99,SRR24759616_binette_bin34.fasta.fasta,0.01521216973578863,2779518,2779518,572511,186803,3085636,186801,1239,2,Blautia liquoris
100,SRR24759615_binette_bin59.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
101,SRR24759613_binette_bin22.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
102,SRR24759614_binette_bin53.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
103,SRR24759600_binette_bin104.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
104,SRR24759616_binette_bin77.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
105,SRR24759615_binette_bin39.fasta.fasta,0.043835616438356165,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
106,SRR24759604_binette_bin46.fasta.fasta,0.028557114228456915,3429883,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
107,SRR24759611_binette_bin5.fasta.fasta,0.4328523862375139,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
108,SRR24759596_binette_bin33.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
109,SRR24759609_binette_bin34.fasta.fasta,0.014970059880239521,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
110,SRR24759614_binette_bin98.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
111,SRR24759598_binette_bin43.fasta.fasta,0.026027397260273973,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
112,SRR24759604_binette_bin102.fasta.fasta,0.00821917808219178,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
113,SRR24759609_binette_bin46.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
114,SRR24759611_binette_bin78.fasta.fasta,0.018551236749116608,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
115,SRR24759614_binette_bin55.fasta.fasta,0.01721170395869191,1545701,1545701,1578,33958,186826,91061,1239,2,Lactobacillus sp. wkB10
116,SRR24759610_binette_bin59.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
117,SRR24759615_binette_bin86.fasta.fasta,0.041031652989449004,2750982,2750982,1193503,1240483,1240482,1236,1224,2,Gilliamella sp. W8136
118,SRR24759615_binette_bin68.fasta.fasta,0.026027397260273973,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
119,SRR24759607_binette_bin18.fasta.fasta,0.02849002849002849,2751025,2751025,1578,33958,186826,91061,1239,2,Lactobacillus sp. W8172
120,SRR24759615_binette_bin41.fasta.fasta,0.15966386554621848,3440340,2750995,773,772,356,28211,1224,2,Bartonella choladocola
121,SRR24759609_binette_bin90.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
122,SRR24759611_binette_bin43.fasta.fasta,0.09649122807017543,3431825,1970738,1193503,1240483,1240482,1236,1224,2,Gilliamella apis
123,SRR24759604_binette_bin9.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
124,SRR24759596_binette_bin16.fasta.fasta,0.023148148148148147,3429881,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
125,SRR24759616_binette_bin30.fasta.fasta,0.00424929178470255,3425983,582,581,1903414,91347,1236,1224,2,Morganella morganii
126,SRR24759613_binette_bin56.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
127,SRR24759612_binette_bin27.fasta.fasta,0.029717682020802376,3439512,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
128,SRR24759611_binette_bin70.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
129,SRR24759610_binette_bin37.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
130,SRR24759613_binette_bin42.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
131,SRR24759610_binette_bin106.fasta.fasta,0.009589041095890411,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
132,SRR24759614_binette_bin35.fasta.fasta,0.08435072142064373,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
133,SRR24759601_binette_bin45.fasta.fasta,0.01347305389221557,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
134,SRR24759598_binette_bin54.fasta.fasta,0.017094017094017096,2957808,2957808,613,1903411,91347,1236,1224,2,Serratia sp. S0636
135,SRR24759599_binette_bin71.fasta.fasta,0.009009009009009009,3437319,1218494,1578,33958,186826,91061,1239,2,Lactobacillus helsingborgensis
136,SRR24759612_binette_bin65.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
137,SRR24759599_binette_bin37.fasta.fasta,0.017316017316017316,1223504,582,581,1903414,91347,1236,1224,2,Morganella morganii subsp. morganii NBRC 3848
138,SRR24759610_binette_bin42.fasta.fasta,0.05034324942791762,2705034,2705034,1193515,481,206351,28216,1224,2,Snodgrassella sp. ESL0323
139,SRR24759611_binette_bin32.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
140,SRR24759601_binette_bin40.fasta.fasta,0.005549389567147614,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
141,SRR24759615_binette_bin85.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
142,SRR24759615_binette_bin24.fasta.fasta,0.036036036036036036,3437319,1218494,1578,33958,186826,91061,1239,2,Lactobacillus helsingborgensis
143,SRR24759612_binette_bin39.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
144,SRR24759600_binette_bin111.fasta.fasta,0.01780821917808219,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
145,SRR24759601_binette_bin36.fasta.fasta,0.00821917808219178,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
146,SRR24759611_binette_bin39.fasta.fasta,0.01568627450980392,2750946,2750946,1193503,1240483,1240482,1236,1224,2,Gilliamella sp. W8126
147,SRR24759603_binette_bin29.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
148,SRR24759609_binette_bin7.fasta.fasta,0.045454545454545456,2043139,2043139,570,543,91347,1236,1224,2,Klebsiella sp. MBT K-1
149,SRR24759602_binette_bin25.fasta.fasta,0.023333333333333334,2751030,2751030,1578,33958,186826,91061,1239,2,Lactobacillus sp. M0396
150,SRR24759601_binette_bin26.fasta.fasta,0.02849002849002849,2751025,2751025,1578,33958,186826,91061,1239,2,Lactobacillus sp. W8172
151,SRR24759606_binette_bin89.fasta.fasta,0.023307436182019976,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
152,SRR24759606_binette_bin43.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
153,SRR24759608_binette_bin53.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
154,SRR24759607_binette_bin44.fasta.fasta,0.0,0,0,586,1903414,91347,1236,1224,2,Providencia
155,SRR24759610_binette_bin43.fasta.fasta,0.056020066889632104,1970465,1970465,1193503,1240483,1240482,1236,1224,2,Gilliamella sp. A7
156,SRR24759605_binette_bin22.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
157,SRR24759608_binette_bin23.fasta.fasta,0.04468085106382979,3439513,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
158,SRR24759612_binette_bin62.fasta.fasta,0.01678445229681979,3230739,3230739,1678,31953,85004,1760,201174,2,Bifidobacterium apicola
159,SRR24759601_binette_bin25.fasta.fasta,0.01903807615230461,3429883,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
160,SRR24759597_binette_bin77.fasta.fasta,0.004994450610432853,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
161,SRR24759607_binette_bin45.fasta.fasta,0.017964071856287425,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
162,SRR24759609_binette_bin15.fasta.fasta,0.08971553610503283,3439641,1218493,1578,33958,186826,91061,1239,2,Lactobacillus kullabergensis
163,SRR24759611_binette_bin74.fasta.fasta,0.010638297872340425,3439513,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
164,SRR24759607_binette_bin17.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
165,SRR24759614_binette_bin58.fasta.fasta,0.008982035928143712,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
166,SRR24759611_binette_bin40.fasta.fasta,0.014858841010401188,3439512,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
167,SRR24759605_binette_bin26.fasta.fasta,0.024324324324324326,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
168,SRR24759605_binette_bin42.fasta.fasta,0.01891891891891892,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
169,SRR24759600_binette_bin25.fasta.fasta,0.06170212765957447,3439513,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
170,SRR24759601_binette_bin16.fasta.fasta,0.07432432432432433,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
171,SRR24759600_binette_bin58.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
172,SRR24759600_binette_bin81.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
173,SRR24759597_binette_bin76.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
174,SRR24759614_binette_bin101.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
175,SRR24759598_binette_bin70.fasta.fasta,0.061872909698996656,1970465,1970465,1193503,1240483,1240482,1236,1224,2,Gilliamella sp. A7
176,SRR24759615_binette_bin58.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
177,SRR24759604_binette_bin27.fasta.fasta,0.014428412874583796,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
178,SRR24759597_binette_bin64.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
179,SRR24759606_binette_bin32.fasta.fasta,0.01702127659574468,3439513,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
180,SRR24759610_binette_bin104.fasta.fasta,0.019422863485016647,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
181,SRR24759610_binette_bin38.fasta.fasta,0.0748829953198128,3434800,1684,1678,31953,85004,1760,201174,2,Bifidobacterium asteroides
182,SRR24759607_binette_bin34.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
183,SRR24759609_binette_bin50.fasta.fasta,0.02188183807439825,3439641,1218493,1578,33958,186826,91061,1239,2,Lactobacillus kullabergensis
184,SRR24759610_binette_bin9.fasta.fasta,0.3164933135215453,3439512,1218506,1578,33958,186826,91061,1239,2,Lactobacillus kimbladii
185,SRR24759598_binette_bin62.fasta.fasta,0.006622516556291391,3435479,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
186,SRR24759604_binette_bin39.fasta.fasta,0.011976047904191617,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
187,SRR24759610_binette_bin75.fasta.fasta,0.006020469596628537,3435479,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
188,SRR24759610_binette_bin63.fasta.fasta,0.005479452054794521,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
189,SRR24759614_binette_bin56.fasta.fasta,0.012763596004439512,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
190,SRR24759603_binette_bin6.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
191,SRR24759597_binette_bin57.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
192,SRR24759606_binette_bin86.fasta.fasta,0.013227513227513227,2751031,2751031,1578,33958,186826,91061,1239,2,Lactobacillus sp. M0403
193,SRR24759599_binette_bin38.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
194,SRR24759600_binette_bin45.fasta.fasta,0.03561643835616438,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
195,SRR24759611_binette_bin26.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
196,SRR24759615_binette_bin48.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
197,SRR24759615_binette_bin45.fasta.fasta,0.009988901220865706,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
198,SRR24759611_binette_bin79.fasta.fasta,0.0023148148148148147,2698886,2698886,583,1903414,91347,1236,1224,2,Proteus sp. G2674
199,SRR24759614_binette_bin63.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
200,SRR24759601_binette_bin29.fasta.fasta,0.03968253968253968,2751031,2751031,1578,33958,186826,91061,1239,2,Lactobacillus sp. M0403
201,SRR24759613_binette_bin45.fasta.fasta,0.019121813031161474,3425983,582,581,1903414,91347,1236,1224,2,Morganella morganii
202,SRR24759601_binette_bin44.fasta.fasta,0.016216216216216217,3432411,1686310,773,772,356,28211,1224,2,Bartonella apis
203,SRR24759598_binette_bin67.fasta.fasta,0.0136986301369863,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
204,SRR24759599_binette_bin52.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
205,SRR24759603_binette_bin36.fasta.fasta,0.015068493150684932,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
206,SRR24759609_binette_bin62.fasta.fasta,0.015653220951234198,3435479,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
207,SRR24759601_binette_bin23.fasta.fasta,0.013026052104208416,3429883,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
208,SRR24759601_binette_bin39.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
209,SRR24759601_binette_bin43.fasta.fasta,0.023148148148148147,3429881,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
210,SRR24759598_binette_bin105.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
211,SRR24759599_binette_bin59.fasta.fasta,0.03218645948945616,3429880,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
212,SRR24759602_binette_bin44.fasta.fasta,0.011976047904191617,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
213,SRR24759610_binette_bin105.fasta.fasta,0.00684931506849315,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
214,SRR24759606_binette_bin87.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
215,SRR24759603_binette_bin35.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
216,SRR24759599_binette_bin3.fasta.fasta,0.3945852534562212,3437475,1218508,2767878,33958,186826,91061,1239,2,Bombilactobacillus mellis
217,SRR24759600_binette_bin67.fasta.fasta,0.021491782553729456,3429885,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
218,SRR24759604_binette_bin53.fasta.fasta,0.008016032064128256,3429883,1196095,1193503,1240483,1240482,1236,1224,2,Gilliamella apicola
219,SRR24759611_binette_bin36.fasta.fasta,0.024213075060532687,2751038,2751038,1578,33958,186826,91061,1239,2,Lactobacillus sp. W8093
220,SRR24759608_binette_bin43.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
221,SRR24759613_binette_bin23.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
222,SRR24759597_binette_bin55.fasta.fasta,0.008982035928143712,3435478,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
223,SRR24759600_binette_bin76.fasta.fasta,0.01780821917808219,3435480,104108,773,772,356,28211,1224,2,uncultured Bartonella sp.
224,SRR24759603_binette_bin13.fasta.fasta,0.1872,3428903,1196083,1193515,481,206351,28216,1224,2,Snodgrassella alvi
225,SRR24759597_binette_bin50.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
226,SRR24759609_binette_bin42.fasta.fasta,0.0,0,0,0,0,0,0,0,0,-
