genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
ERR9966616_bin_38.fasta,43_0,0.050000000000000044,average,ANImf,43
ERR9966616_bin_7.fasta,44_0,0.050000000000000044,average,ANImf,44
ERR9966616_bin_55.fasta,45_0,0.050000000000000044,average,ANImf,45
ERR9966624_bin_2443.fasta,46_0,0.050000000000000044,average,ANImf,46
ERR9966626_bin_977.fasta,47_0,0.050000000000000044,average,ANImf,47
ERR9966619_bin_83.fasta,48_0,0.050000000000000044,average,ANImf,48
ERR9966624_bin_349.fasta,49_0,0.050000000000000044,average,ANImf,49
ERR9966616_bin_50.fasta,50_0,0.050000000000000044,average,ANImf,50
ERR9966619_bin_170.fasta,51_0,0.050000000000000044,average,ANImf,51
ERR9966616_bin_138.fasta,52_1,0.050000000000000044,average,ANImf,52
ERR9966619_bin_534.fasta,52_1,0.050000000000000044,average,ANImf,52
ERR9966616_bin_17.fasta,53_0,0.050000000000000044,average,ANImf,53
ERR9966616_bin_47.fasta,54_0,0.050000000000000044,average,ANImf,54
ERR9966619_bin_352.fasta,55_0,0.050000000000000044,average,ANImf,55
ERR9966616_bin_168.fasta,56_0,0.050000000000000044,average,ANImf,56
ERR9966617_bin_59.fasta,57_0,0.050000000000000044,average,ANImf,57
ERR9966624_bin_3643.fasta,58_0,0.050000000000000044,average,ANImf,58
ERR9966616_bin_15.fasta,59_1,0.050000000000000044,average,ANImf,59
ERR9966619_bin_328.fasta,59_1,0.050000000000000044,average,ANImf,59
ERR9966616_bin_302.fasta,60_0,0.050000000000000044,average,ANImf,60
ERR9966619_bin_246.fasta,61_0,0.050000000000000044,average,ANImf,61
ERR9966616_bin_92.fasta,62_0,0.050000000000000044,average,ANImf,62
ERR9966624_bin_2765.fasta,63_0,0.050000000000000044,average,ANImf,63
ERR9966616_bin_77.fasta,64_0,0.050000000000000044,average,ANImf,64
ERR9966616_bin_10.fasta,65_0,0.050000000000000044,average,ANImf,65
ERR9966619_bin_50.fasta,66_0,0.050000000000000044,average,ANImf,66
ERR9966616_bin_5.fasta,67_0,0.050000000000000044,average,ANImf,67
ERR9966625_bin_113.fasta,68_0,0.050000000000000044,average,ANImf,68
ERR9966628_bin_23.fasta,69_0,0.050000000000000044,average,ANImf,69
ERR9966629_bin_70.fasta,70_0,0.050000000000000044,average,ANImf,70
ERR9966626_bin_69.fasta,71_0,0.050000000000000044,average,ANImf,71
ERR9966627_bin_78.fasta,72_0,0.050000000000000044,average,ANImf,72
ERR9966625_bin_115.fasta,73_0,0.050000000000000044,average,ANImf,73
ERR9966626_bin_48.fasta,74_0,0.050000000000000044,average,ANImf,74
ERR9966629_bin_64.fasta,75_0,0.050000000000000044,average,ANImf,75
ERR9966626_bin_34.fasta,76_0,0.050000000000000044,average,ANImf,76
ERR9966628_bin_68.fasta,77_0,0.050000000000000044,average,ANImf,77
ERR9966627_bin_63.fasta,78_0,0.050000000000000044,average,ANImf,78
ERR9966626_bin_60.fasta,79_0,0.050000000000000044,average,ANImf,79
ERR9966629_bin_15.fasta,80_0,0.050000000000000044,average,ANImf,80
ERR9966629_bin_85.fasta,81_0,0.050000000000000044,average,ANImf,81
ERR9966628_bin_44.fasta,82_0,0.050000000000000044,average,ANImf,82
ERR9966629_bin_47.fasta,83_0,0.050000000000000044,average,ANImf,83
ERR9966626_bin_61.fasta,84_0,0.050000000000000044,average,ANImf,84
ERR9966626_bin_93.fasta,85_0,0.050000000000000044,average,ANImf,85
ERR9966627_bin_11.fasta,86_0,0.050000000000000044,average,ANImf,86
ERR9966625_bin_299.fasta,87_0,0.050000000000000044,average,ANImf,87
ERR9966627_bin_325.fasta,88_0,0.050000000000000044,average,ANImf,88
ERR9966625_bin_412.fasta,89_0,0.050000000000000044,average,ANImf,89
ERR9966619_bin_298.fasta,90_0,0.050000000000000044,average,ANImf,90
ERR9966624_bin_2591.fasta,91_0,0.050000000000000044,average,ANImf,91
ERR9966625_bin_129.fasta,92_0,0.050000000000000044,average,ANImf,92
ERR9966626_bin_74.fasta,93_0,0.050000000000000044,average,ANImf,93
ERR9966626_bin_90.fasta,94_0,0.050000000000000044,average,ANImf,94
ERR9966626_bin_1501.fasta,95_0,0.050000000000000044,average,ANImf,95
ERR9966627_bin_724.fasta,96_0,0.050000000000000044,average,ANImf,96
ERR9966629_bin_1597.fasta,97_0,0.050000000000000044,average,ANImf,97
ERR9966628_bin_3418.fasta,98_0,0.050000000000000044,average,ANImf,98
ERR9966628_bin_2436.fasta,99_0,0.050000000000000044,average,ANImf,99
ERR9966621_bin_1212.fasta,100_0,0.050000000000000044,average,ANImf,100
ERR9966629_bin_1506.fasta,101_0,0.050000000000000044,average,ANImf,101
ERR9966625_bin_1350.fasta,102_0,0.050000000000000044,average,ANImf,102
ERR9966625_bin_41.fasta,103_0,0.050000000000000044,average,ANImf,103
ERR9966625_bin_32.fasta,104_0,0.050000000000000044,average,ANImf,104
ERR9966629_bin_1541.fasta,105_0,0.050000000000000044,average,ANImf,105
ERR9966628_bin_5118.fasta,106_0,0.050000000000000044,average,ANImf,106
ERR9966624_bin_3347.fasta,107_0,0.050000000000000044,average,ANImf,107
ERR9966624_bin_516.fasta,108_0,0.050000000000000044,average,ANImf,108
ERR9966624_bin_1915.fasta,109_0,0.050000000000000044,average,ANImf,109
ERR9966629_bin_9074.fasta,110_0,0.050000000000000044,average,ANImf,110
ERR9966625_bin_153.fasta,111_0,0.050000000000000044,average,ANImf,111
ERR9966626_bin_479.fasta,112_0,0.050000000000000044,average,ANImf,112
ERR9966629_bin_1583.fasta,113_0,0.050000000000000044,average,ANImf,113
ERR9966625_bin_267.fasta,114_0,0.050000000000000044,average,ANImf,114
ERR9966629_bin_1569.fasta,115_0,0.050000000000000044,average,ANImf,115
ERR9966621_bin_1050.fasta,116_0,0.050000000000000044,average,ANImf,116
ERR9966629_bin_1422.fasta,117_0,0.050000000000000044,average,ANImf,117
ERR9966625_bin_93.fasta,118_0,0.050000000000000044,average,ANImf,118
ERR9966626_bin_1332.fasta,119_0,0.050000000000000044,average,ANImf,119
ERR9966629_bin_1485.fasta,120_0,0.050000000000000044,average,ANImf,120
ERR9966621_bin_537.fasta,121_0,0.050000000000000044,average,ANImf,121
ERR9966629_bin_1471.fasta,122_0,0.050000000000000044,average,ANImf,122
ERR9966625_bin_38.fasta,123_0,0.050000000000000044,average,ANImf,123
ERR9966626_bin_2267.fasta,124_0,0.050000000000000044,average,ANImf,124
ERR9966629_bin_1443.fasta,125_0,0.050000000000000044,average,ANImf,125
ERR9966621_bin_285.fasta,126_0,0.050000000000000044,average,ANImf,126
ERR9966625_bin_291.fasta,127_0,0.050000000000000044,average,ANImf,127
ERR9966627_bin_736.fasta,128_0,0.050000000000000044,average,ANImf,128
ERR9966629_bin_9956.fasta,129_0,0.050000000000000044,average,ANImf,129
ERR9966626_bin_38.fasta,130_0,0.050000000000000044,average,ANImf,130
ERR9966629_bin_10805.fasta,131_0,0.050000000000000044,average,ANImf,131
ERR9966626_bin_4681.fasta,132_0,0.050000000000000044,average,ANImf,132
ERR9966629_bin_15813.fasta,133_0,0.050000000000000044,average,ANImf,133
ERR9966627_bin_336.fasta,134_0,0.050000000000000044,average,ANImf,134
ERR9966626_bin_51.fasta,135_0,0.050000000000000044,average,ANImf,135
ERR9966626_bin_5617.fasta,136_0,0.050000000000000044,average,ANImf,136
ERR9966628_bin_9656.fasta,137_0,0.050000000000000044,average,ANImf,137
ERR9966627_bin_841.fasta,138_0,0.050000000000000044,average,ANImf,138
ERR9966626_bin_2929.fasta,139_1,0.050000000000000044,average,ANImf,139
ERR9966627_bin_1904.fasta,139_1,0.050000000000000044,average,ANImf,139
ERR9966628_bin_9586.fasta,139_1,0.050000000000000044,average,ANImf,139
ERR9966629_bin_2487.fasta,139_1,0.050000000000000044,average,ANImf,139
ERR9966621_bin_6584.fasta,140_0,0.050000000000000044,average,ANImf,140
ERR9966620_bin_1002.fasta,141_0,0.050000000000000044,average,ANImf,141
ERR9966629_bin_25257.fasta,142_0,0.050000000000000044,average,ANImf,142
ERR9966627_bin_1226.fasta,143_0,0.050000000000000044,average,ANImf,143
ERR9966626_bin_2272.fasta,144_0,0.050000000000000044,average,ANImf,144
ERR9966629_bin_1492.fasta,145_0,0.050000000000000044,average,ANImf,145
ERR9966627_bin_740.fasta,146_0,0.050000000000000044,average,ANImf,146
ERR9966621_bin_1098.fasta,147_0,0.050000000000000044,average,ANImf,147
ERR9966623_bin_1792.fasta,148_0,0.050000000000000044,average,ANImf,148
ERR9966619_bin_134.fasta,149_0,0.050000000000000044,average,ANImf,149
ERR9966621_bin_1706.fasta,150_0,0.050000000000000044,average,ANImf,150
ERR9966623_bin_17123.fasta,151_0,0.050000000000000044,average,ANImf,151
ERR9966625_bin_97.fasta,152_0,0.050000000000000044,average,ANImf,152
ERR9966626_bin_165.fasta,153_0,0.050000000000000044,average,ANImf,153
ERR9966620_bin_1469.fasta,154_1,0.050000000000000044,average,ANImf,154
ERR9966621_bin_11907.fasta,154_1,0.050000000000000044,average,ANImf,154
ERR9966625_bin_1192.fasta,154_1,0.050000000000000044,average,ANImf,154
ERR9966627_bin_1747.fasta,154_1,0.050000000000000044,average,ANImf,154
ERR9966628_bin_19896.fasta,154_1,0.050000000000000044,average,ANImf,154
ERR9966629_bin_12261.fasta,154_1,0.050000000000000044,average,ANImf,154
ERR9966629_bin_1352.fasta,155_0,0.050000000000000044,average,ANImf,155
ERR9966627_bin_712.fasta,156_0,0.050000000000000044,average,ANImf,156
ERR9966629_bin_4769.fasta,157_0,0.050000000000000044,average,ANImf,157
ERR9966626_bin_1866.fasta,158_0,0.050000000000000044,average,ANImf,158
ERR9966626_bin_1726.fasta,159_0,0.050000000000000044,average,ANImf,159
ERR9966628_bin_3175.fasta,160_0,0.050000000000000044,average,ANImf,160
ERR9966625_bin_335.fasta,161_1,0.050000000000000044,average,ANImf,161
ERR9966627_bin_451.fasta,161_1,0.050000000000000044,average,ANImf,161
ERR9966626_bin_2992.fasta,162_0,0.050000000000000044,average,ANImf,162
ERR9966627_bin_720.fasta,163_0,0.050000000000000044,average,ANImf,163
ERR9966626_bin_792.fasta,164_0,0.050000000000000044,average,ANImf,164
ERR9966627_bin_265.fasta,165_0,0.050000000000000044,average,ANImf,165
ERR9966628_bin_3376.fasta,166_0,0.050000000000000044,average,ANImf,166
ERR9966623_bin_8232.fasta,167_0,0.050000000000000044,average,ANImf,167
ERR9966624_bin_2717.fasta,168_0,0.050000000000000044,average,ANImf,168
ERR9966621_bin_599.fasta,169_0,0.050000000000000044,average,ANImf,169
ERR9966625_bin_60.fasta,170_0,0.050000000000000044,average,ANImf,170
ERR9966619_bin_114.fasta,171_1,0.050000000000000044,average,ANImf,171
ERR9966621_bin_966.fasta,171_1,0.050000000000000044,average,ANImf,171
ERR9966623_bin_8245.fasta,171_1,0.050000000000000044,average,ANImf,171
ERR9966624_bin_4627.fasta,171_1,0.050000000000000044,average,ANImf,171
ERR9966626_bin_259.fasta,172_0,0.050000000000000044,average,ANImf,172
ERR9966627_bin_171.fasta,173_0,0.050000000000000044,average,ANImf,173
ERR9966629_bin_199.fasta,174_0,0.050000000000000044,average,ANImf,174
ERR9966627_bin_2078.fasta,175_0,0.050000000000000044,average,ANImf,175
ERR9966625_bin_45.fasta,176_0,0.050000000000000044,average,ANImf,176
ERR9966629_bin_1408.fasta,177_0,0.050000000000000044,average,ANImf,177
ERR9966621_bin_1406.fasta,178_0,0.050000000000000044,average,ANImf,178
ERR9966629_bin_1548.fasta,179_0,0.050000000000000044,average,ANImf,179
ERR9966625_bin_35.fasta,180_0,0.050000000000000044,average,ANImf,180
ERR9966620_bin_676.fasta,181_0,0.050000000000000044,average,ANImf,181
ERR9966628_bin_903.fasta,182_0,0.050000000000000044,average,ANImf,182
ERR9966627_bin_716.fasta,183_0,0.050000000000000044,average,ANImf,183
ERR9966628_bin_2534.fasta,184_0,0.050000000000000044,average,ANImf,184
ERR9966626_bin_1669.fasta,185_0,0.050000000000000044,average,ANImf,185
ERR9966627_bin_208.fasta,186_0,0.050000000000000044,average,ANImf,186
ERR9966627_bin_616.fasta,187_0,0.050000000000000044,average,ANImf,187
ERR9966620_bin_1091.fasta,188_0,0.050000000000000044,average,ANImf,188
ERR9966627_bin_517.fasta,189_0,0.050000000000000044,average,ANImf,189
ERR9966626_bin_2059.fasta,190_0,0.050000000000000044,average,ANImf,190
ERR9966629_bin_5695.fasta,191_0,0.050000000000000044,average,ANImf,191
ERR9966627_bin_793.fasta,192_0,0.050000000000000044,average,ANImf,192
ERR9966626_bin_2432.fasta,193_0,0.050000000000000044,average,ANImf,193
ERR9966627_bin_728.fasta,194_0,0.050000000000000044,average,ANImf,194
ERR9966625_bin_269.fasta,195_0,0.050000000000000044,average,ANImf,195
ERR9966623_bin_4963.fasta,196_0,0.050000000000000044,average,ANImf,196
ERR9966628_bin_5209.fasta,197_0,0.050000000000000044,average,ANImf,197
ERR9966625_bin_263.fasta,198_0,0.050000000000000044,average,ANImf,198
ERR9966627_bin_391.fasta,199_0,0.050000000000000044,average,ANImf,199
ERR9966625_bin_393.fasta,200_0,0.050000000000000044,average,ANImf,200
ERR9966628_bin_230.fasta,201_0,0.050000000000000044,average,ANImf,201
ERR9966625_bin_89.fasta,202_0,0.050000000000000044,average,ANImf,202
ERR9966627_bin_748.fasta,203_0,0.050000000000000044,average,ANImf,203
ERR9966625_bin_301.fasta,204_0,0.050000000000000044,average,ANImf,204
ERR9966627_bin_744.fasta,205_0,0.050000000000000044,average,ANImf,205
ERR9966625_bin_54.fasta,206_0,0.050000000000000044,average,ANImf,206
ERR9966627_bin_908.fasta,207_0,0.050000000000000044,average,ANImf,207
ERR9966619_bin_103.fasta,208_0,0.050000000000000044,average,ANImf,208
ERR9966629_bin_5949.fasta,209_0,0.050000000000000044,average,ANImf,209
ERR9966629_bin_9959.fasta,210_0,0.050000000000000044,average,ANImf,210
ERR9966624_bin_404.fasta,211_0,0.050000000000000044,average,ANImf,211
ERR9966628_bin_548.fasta,212_0,0.050000000000000044,average,ANImf,212
ERR9966619_bin_59.fasta,213_0,0.050000000000000044,average,ANImf,213
ERR9966625_bin_214.fasta,214_0,0.050000000000000044,average,ANImf,214
ERR9966629_bin_102.fasta,215_0,0.050000000000000044,average,ANImf,215
