genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
SRR22878281_binette_bin39.fasta,95_0,0.050000000000000044,average,ANImf,95
SRR22878283_binette_bin95.fasta,96_0,0.050000000000000044,average,ANImf,96
SRR22878283_binette_bin133.fasta,97_0,0.050000000000000044,average,ANImf,97
SRR22878281_binette_bin45.fasta,98_0,0.050000000000000044,average,ANImf,98
SRR22878282_binette_bin55.fasta,99_0,0.050000000000000044,average,ANImf,99
SRR22878281_binette_bin197.fasta,100_0,0.050000000000000044,average,ANImf,100
SRR22878281_binette_bin77.fasta,101_0,0.050000000000000044,average,ANImf,101
SRR22878282_binette_bin63.fasta,102_0,0.050000000000000044,average,ANImf,102
SRR22878281_binette_bin31.fasta,103_0,0.050000000000000044,average,ANImf,103
SRR22878281_binette_bin52.fasta,104_0,0.050000000000000044,average,ANImf,104
SRR22878283_binette_bin139.fasta,105_0,0.050000000000000044,average,ANImf,105
SRR22878281_binette_bin101.fasta,106_0,0.050000000000000044,average,ANImf,106
SRR22878281_binette_bin126.fasta,107_0,0.050000000000000044,average,ANImf,107
SRR22878281_binette_bin85.fasta,108_0,0.050000000000000044,average,ANImf,108
SRR22878283_binette_bin110.fasta,109_0,0.050000000000000044,average,ANImf,109
SRR22878283_binette_bin3.fasta,110_0,0.050000000000000044,average,ANImf,110
SRR22878283_binette_bin15.fasta,111_0,0.050000000000000044,average,ANImf,111
SRR22878281_binette_bin278.fasta,112_0,0.050000000000000044,average,ANImf,112
SRR22878281_binette_bin44.fasta,113_0,0.050000000000000044,average,ANImf,113
SRR22878281_binette_bin21.fasta,114_0,0.050000000000000044,average,ANImf,114
SRR22878281_binette_bin224.fasta,115_0,0.050000000000000044,average,ANImf,115
SRR22878281_binette_bin234.fasta,116_0,0.050000000000000044,average,ANImf,116
SRR22878281_binette_bin84.fasta,117_0,0.050000000000000044,average,ANImf,117
SRR22878281_binette_bin186.fasta,118_0,0.050000000000000044,average,ANImf,118
SRR22878281_binette_bin257.fasta,119_0,0.050000000000000044,average,ANImf,119
SRR22878282_binette_bin122.fasta,120_0,0.050000000000000044,average,ANImf,120
SRR22878281_binette_bin20.fasta,121_0,0.050000000000000044,average,ANImf,121
SRR22878281_binette_bin50.fasta,122_0,0.050000000000000044,average,ANImf,122
SRR22878281_binette_bin114.fasta,123_0,0.050000000000000044,average,ANImf,123
SRR22878281_binette_bin280.fasta,124_0,0.050000000000000044,average,ANImf,124
SRR22878281_binette_bin92.fasta,125_0,0.050000000000000044,average,ANImf,125
SRR22878281_binette_bin247.fasta,126_0,0.050000000000000044,average,ANImf,126
SRR22878282_binette_bin50.fasta,127_0,0.050000000000000044,average,ANImf,127
SRR22878283_binette_bin11.fasta,128_0,0.050000000000000044,average,ANImf,128
SRR22878283_binette_bin13.fasta,129_0,0.050000000000000044,average,ANImf,129
SRR22878282_binette_bin108.fasta,130_0,0.050000000000000044,average,ANImf,130
SRR22878283_binette_bin113.fasta,131_0,0.050000000000000044,average,ANImf,131
SRR22878281_binette_bin113.fasta,132_0,0.050000000000000044,average,ANImf,132
SRR22878281_binette_bin54.fasta,133_0,0.050000000000000044,average,ANImf,133
SRR22878281_binette_bin23.fasta,134_0,0.050000000000000044,average,ANImf,134
SRR22878281_binette_bin72.fasta,135_0,0.050000000000000044,average,ANImf,135
SRR22878282_binette_bin43.fasta,136_0,0.050000000000000044,average,ANImf,136
SRR22878281_binette_bin172.fasta,137_0,0.050000000000000044,average,ANImf,137
SRR22878281_binette_bin255.fasta,138_0,0.050000000000000044,average,ANImf,138
SRR22878281_binette_bin12.fasta,139_0,0.050000000000000044,average,ANImf,139
SRR22878281_binette_bin227.fasta,140_0,0.050000000000000044,average,ANImf,140
SRR22878281_binette_bin202.fasta,141_0,0.050000000000000044,average,ANImf,141
SRR22878281_binette_bin226.fasta,142_0,0.050000000000000044,average,ANImf,142
SRR22878281_binette_bin265.fasta,143_0,0.050000000000000044,average,ANImf,143
SRR22878282_binette_bin94.fasta,144_0,0.050000000000000044,average,ANImf,144
SRR22878281_binette_bin6.fasta,145_0,0.050000000000000044,average,ANImf,145
SRR22878281_binette_bin9.fasta,146_0,0.050000000000000044,average,ANImf,146
SRR22878281_binette_bin204.fasta,147_0,0.050000000000000044,average,ANImf,147
SRR22878281_binette_bin235.fasta,148_0,0.050000000000000044,average,ANImf,148
SRR22878281_binette_bin10.fasta,149_0,0.050000000000000044,average,ANImf,149
SRR22878281_binette_bin148.fasta,150_0,0.050000000000000044,average,ANImf,150
SRR22878281_binette_bin149.fasta,151_0,0.050000000000000044,average,ANImf,151
SRR22878281_binette_bin166.fasta,152_0,0.050000000000000044,average,ANImf,152
SRR22878281_binette_bin78.fasta,153_0,0.050000000000000044,average,ANImf,153
SRR22878281_binette_bin221.fasta,154_1,0.050000000000000044,average,ANImf,154
SRR22878283_binette_bin223.fasta,154_1,0.050000000000000044,average,ANImf,154
SRR22878281_binette_bin211.fasta,155_0,0.050000000000000044,average,ANImf,155
SRR22878281_binette_bin168.fasta,156_0,0.050000000000000044,average,ANImf,156
SRR22878281_binette_bin191.fasta,157_0,0.050000000000000044,average,ANImf,157
SRR22878282_binette_bin53.fasta,158_0,0.050000000000000044,average,ANImf,158
SRR22878283_binette_bin6.fasta,159_0,0.050000000000000044,average,ANImf,159
SRR22878283_binette_bin111.fasta,160_0,0.050000000000000044,average,ANImf,160
SRR22878283_binette_bin216.fasta,161_0,0.050000000000000044,average,ANImf,161
SRR22878283_binette_bin205.fasta,162_0,0.050000000000000044,average,ANImf,162
SRR22878281_binette_bin218.fasta,163_0,0.050000000000000044,average,ANImf,163
SRR22878282_binette_bin109.fasta,164_0,0.050000000000000044,average,ANImf,164
SRR22878282_binette_bin80.fasta,165_0,0.050000000000000044,average,ANImf,165
SRR22878281_binette_bin184.fasta,166_0,0.050000000000000044,average,ANImf,166
SRR22878281_binette_bin251.fasta,167_0,0.050000000000000044,average,ANImf,167
SRR22878281_binette_bin106.fasta,168_0,0.050000000000000044,average,ANImf,168
SRR22878281_binette_bin28.fasta,169_0,0.050000000000000044,average,ANImf,169
SRR22878281_binette_bin80.fasta,170_0,0.050000000000000044,average,ANImf,170
SRR22878281_binette_bin17.fasta,171_0,0.050000000000000044,average,ANImf,171
SRR22878281_binette_bin29.fasta,172_0,0.050000000000000044,average,ANImf,172
SRR22878281_binette_bin120.fasta,173_0,0.050000000000000044,average,ANImf,173
SRR22878281_binette_bin62.fasta,174_0,0.050000000000000044,average,ANImf,174
SRR22878281_binette_bin175.fasta,175_0,0.050000000000000044,average,ANImf,175
SRR22878281_binette_bin222.fasta,176_0,0.050000000000000044,average,ANImf,176
SRR22878281_binette_bin47.fasta,177_0,0.050000000000000044,average,ANImf,177
SRR22878281_binette_bin56.fasta,178_0,0.050000000000000044,average,ANImf,178
SRR22878281_binette_bin181.fasta,179_0,0.050000000000000044,average,ANImf,179
SRR22878281_binette_bin110.fasta,180_0,0.050000000000000044,average,ANImf,180
SRR22878281_binette_bin230.fasta,181_0,0.050000000000000044,average,ANImf,181
SRR22878281_binette_bin74.fasta,182_0,0.050000000000000044,average,ANImf,182
SRR22878281_binette_bin167.fasta,183_0,0.050000000000000044,average,ANImf,183
SRR22878281_binette_bin183.fasta,184_0,0.050000000000000044,average,ANImf,184
SRR22878282_binette_bin96.fasta,185_0,0.050000000000000044,average,ANImf,185
SRR22878281_binette_bin65.fasta,186_1,0.050000000000000044,average,ANImf,186
SRR22878282_binette_bin33.fasta,186_2,0.050000000000000044,average,ANImf,186
SRR22878281_binette_bin198.fasta,187_0,0.050000000000000044,average,ANImf,187
SRR22878281_binette_bin130.fasta,188_0,0.050000000000000044,average,ANImf,188
SRR22878281_binette_bin213.fasta,189_0,0.050000000000000044,average,ANImf,189
SRR22878281_binette_bin48.fasta,190_0,0.050000000000000044,average,ANImf,190
SRR22878281_binette_bin58.fasta,191_0,0.050000000000000044,average,ANImf,191
SRR22878282_binette_bin65.fasta,192_0,0.050000000000000044,average,ANImf,192
SRR22878283_binette_bin138.fasta,193_0,0.050000000000000044,average,ANImf,193
SRR22878282_binette_bin170.fasta,194_0,0.050000000000000044,average,ANImf,194
SRR22878282_binette_bin62.fasta,195_1,0.050000000000000044,average,ANImf,195
SRR22878283_binette_bin63.fasta,195_1,0.050000000000000044,average,ANImf,195
SRR22878282_binette_bin75.fasta,196_0,0.050000000000000044,average,ANImf,196
SRR22878282_binette_bin42.fasta,197_1,0.050000000000000044,average,ANImf,197
SRR22878283_binette_bin64.fasta,197_1,0.050000000000000044,average,ANImf,197
SRR22878281_binette_bin36.fasta,198_0,0.050000000000000044,average,ANImf,198
SRR22878282_binette_bin178.fasta,199_0,0.050000000000000044,average,ANImf,199
SRR22878282_binette_bin188.fasta,200_0,0.050000000000000044,average,ANImf,200
SRR22878281_binette_bin118.fasta,201_0,0.050000000000000044,average,ANImf,201
SRR22878281_binette_bin128.fasta,202_0,0.050000000000000044,average,ANImf,202
SRR22878281_binette_bin132.fasta,203_0,0.050000000000000044,average,ANImf,203
SRR22878281_binette_bin217.fasta,204_0,0.050000000000000044,average,ANImf,204
SRR22878281_binette_bin220.fasta,205_0,0.050000000000000044,average,ANImf,205
SRR22878281_binette_bin188.fasta,206_0,0.050000000000000044,average,ANImf,206
SRR22878281_binette_bin225.fasta,207_0,0.050000000000000044,average,ANImf,207
SRR22878281_binette_bin256.fasta,208_0,0.050000000000000044,average,ANImf,208
SRR22878282_binette_bin7.fasta,209_0,0.050000000000000044,average,ANImf,209
SRR22878282_binette_bin52.fasta,210_0,0.050000000000000044,average,ANImf,210
SRR22878283_binette_bin28.fasta,211_0,0.050000000000000044,average,ANImf,211
SRR22878283_binette_bin109.fasta,212_0,0.050000000000000044,average,ANImf,212
SRR22878283_binette_bin78.fasta,213_0,0.050000000000000044,average,ANImf,213
SRR22878281_binette_bin102.fasta,214_1,0.050000000000000044,average,ANImf,214
SRR22878282_binette_bin59.fasta,214_1,0.050000000000000044,average,ANImf,214
SRR22878281_binette_bin38.fasta,215_0,0.050000000000000044,average,ANImf,215
SRR22878281_binette_bin254.fasta,216_0,0.050000000000000044,average,ANImf,216
SRR22878281_binette_bin170.fasta,217_0,0.050000000000000044,average,ANImf,217
SRR22878281_binette_bin97.fasta,218_0,0.050000000000000044,average,ANImf,218
SRR22878281_binette_bin232.fasta,219_0,0.050000000000000044,average,ANImf,219
SRR22878281_binette_bin283.fasta,220_0,0.050000000000000044,average,ANImf,220
SRR22878281_binette_bin119.fasta,221_0,0.050000000000000044,average,ANImf,221
SRR22878283_binette_bin74.fasta,222_0,0.050000000000000044,average,ANImf,222
SRR22878281_binette_bin94.fasta,223_0,0.050000000000000044,average,ANImf,223
SRR22878281_binette_bin98.fasta,224_0,0.050000000000000044,average,ANImf,224
SRR22878281_binette_bin223.fasta,225_0,0.050000000000000044,average,ANImf,225
SRR22878281_binette_bin68.fasta,226_0,0.050000000000000044,average,ANImf,226
SRR22878281_binette_bin275.fasta,227_0,0.050000000000000044,average,ANImf,227
SRR22878281_binette_bin185.fasta,228_0,0.050000000000000044,average,ANImf,228
SRR22878281_binette_bin195.fasta,229_0,0.050000000000000044,average,ANImf,229
SRR22878281_binette_bin124.fasta,230_0,0.050000000000000044,average,ANImf,230
SRR22878281_binette_bin121.fasta,231_0,0.050000000000000044,average,ANImf,231
SRR22878281_binette_bin163.fasta,232_0,0.050000000000000044,average,ANImf,232
SRR22878281_binette_bin144.fasta,233_0,0.050000000000000044,average,ANImf,233
SRR22878281_binette_bin169.fasta,234_0,0.050000000000000044,average,ANImf,234
SRR22878281_binette_bin244.fasta,235_0,0.050000000000000044,average,ANImf,235
SRR22878281_binette_bin142.fasta,236_0,0.050000000000000044,average,ANImf,236
SRR22878281_binette_bin157.fasta,237_0,0.050000000000000044,average,ANImf,237
SRR22878281_binette_bin231.fasta,238_0,0.050000000000000044,average,ANImf,238
SRR22878281_binette_bin260.fasta,239_0,0.050000000000000044,average,ANImf,239
SRR22878281_binette_bin267.fasta,240_0,0.050000000000000044,average,ANImf,240
SRR22878281_binette_bin263.fasta,241_0,0.050000000000000044,average,ANImf,241
SRR22878281_binette_bin207.fasta,242_0,0.050000000000000044,average,ANImf,242
SRR22878281_binette_bin274.fasta,243_0,0.050000000000000044,average,ANImf,243
SRR22878281_binette_bin143.fasta,244_0,0.050000000000000044,average,ANImf,244
SRR22878281_binette_bin252.fasta,245_0,0.050000000000000044,average,ANImf,245
SRR22878281_binette_bin103.fasta,246_0,0.050000000000000044,average,ANImf,246
SRR22878283_binette_bin86.fasta,247_0,0.050000000000000044,average,ANImf,247
SRR22878281_binette_bin111.fasta,248_0,0.050000000000000044,average,ANImf,248
SRR22878281_binette_bin89.fasta,249_0,0.050000000000000044,average,ANImf,249
SRR22878283_binette_bin69.fasta,250_0,0.050000000000000044,average,ANImf,250
SRR22878281_binette_bin276.fasta,251_0,0.050000000000000044,average,ANImf,251
SRR22878281_binette_bin115.fasta,252_1,0.050000000000000044,average,ANImf,252
SRR22878282_binette_bin66.fasta,252_1,0.050000000000000044,average,ANImf,252
SRR22878281_binette_bin122.fasta,253_0,0.050000000000000044,average,ANImf,253
SRR22878282_binette_bin130.fasta,254_0,0.050000000000000044,average,ANImf,254
SRR22878282_binette_bin9.fasta,255_0,0.050000000000000044,average,ANImf,255
SRR22878282_binette_bin133.fasta,256_0,0.050000000000000044,average,ANImf,256
SRR22878282_binette_bin167.fasta,257_0,0.050000000000000044,average,ANImf,257
SRR22878282_binette_bin28.fasta,258_0,0.050000000000000044,average,ANImf,258
SRR22878282_binette_bin95.fasta,259_0,0.050000000000000044,average,ANImf,259
SRR22878282_binette_bin25.fasta,260_0,0.050000000000000044,average,ANImf,260
SRR22878282_binette_bin64.fasta,261_0,0.050000000000000044,average,ANImf,261
SRR22878282_binette_bin105.fasta,262_0,0.050000000000000044,average,ANImf,262
SRR22878282_binette_bin172.fasta,263_0,0.050000000000000044,average,ANImf,263
SRR22878282_binette_bin93.fasta,264_0,0.050000000000000044,average,ANImf,264
SRR22878282_binette_bin113.fasta,265_0,0.050000000000000044,average,ANImf,265
SRR22878282_binette_bin127.fasta,266_0,0.050000000000000044,average,ANImf,266
SRR22878282_binette_bin60.fasta,267_0,0.050000000000000044,average,ANImf,267
SRR22878283_binette_bin156.fasta,268_0,0.050000000000000044,average,ANImf,268
SRR22878281_binette_bin159.fasta,269_1,0.050000000000000044,average,ANImf,269
SRR22878282_binette_bin190.fasta,269_1,0.050000000000000044,average,ANImf,269
SRR22878282_binette_bin69.fasta,270_0,0.050000000000000044,average,ANImf,270
SRR22878282_binette_bin179.fasta,271_0,0.050000000000000044,average,ANImf,271
SRR22878281_binette_bin34.fasta,272_0,0.050000000000000044,average,ANImf,272
SRR22878281_binette_bin35.fasta,273_0,0.050000000000000044,average,ANImf,273
SRR22878281_binette_bin16.fasta,274_0,0.050000000000000044,average,ANImf,274
SRR22878282_binette_bin8.fasta,275_0,0.050000000000000044,average,ANImf,275
SRR22878281_binette_bin258.fasta,276_0,0.050000000000000044,average,ANImf,276
SRR22878282_binette_bin165.fasta,277_0,0.050000000000000044,average,ANImf,277
SRR22878281_binette_bin190.fasta,278_0,0.050000000000000044,average,ANImf,278
SRR22878282_binette_bin3.fasta,279_0,0.050000000000000044,average,ANImf,279
SRR22878283_binette_bin196.fasta,280_0,0.050000000000000044,average,ANImf,280
SRR22878283_binette_bin198.fasta,281_0,0.050000000000000044,average,ANImf,281
SRR22878282_binette_bin164.fasta,282_0,0.050000000000000044,average,ANImf,282
SRR22878283_binette_bin101.fasta,283_0,0.050000000000000044,average,ANImf,283
SRR22878283_binette_bin208.fasta,284_0,0.050000000000000044,average,ANImf,284
SRR22878283_binette_bin91.fasta,285_0,0.050000000000000044,average,ANImf,285
SRR22878283_binette_bin192.fasta,286_0,0.050000000000000044,average,ANImf,286
SRR22878283_binette_bin59.fasta,287_0,0.050000000000000044,average,ANImf,287
SRR22878283_binette_bin50.fasta,288_0,0.050000000000000044,average,ANImf,288
SRR22878283_binette_bin120.fasta,289_0,0.050000000000000044,average,ANImf,289
SRR22878283_binette_bin153.fasta,290_0,0.050000000000000044,average,ANImf,290
SRR22878283_binette_bin200.fasta,291_0,0.050000000000000044,average,ANImf,291
SRR22878283_binette_bin135.fasta,292_0,0.050000000000000044,average,ANImf,292
SRR22878283_binette_bin158.fasta,293_0,0.050000000000000044,average,ANImf,293
SRR22878283_binette_bin102.fasta,294_0,0.050000000000000044,average,ANImf,294
SRR22878283_binette_bin105.fasta,295_0,0.050000000000000044,average,ANImf,295
SRR22878283_binette_bin106.fasta,296_0,0.050000000000000044,average,ANImf,296
SRR22878283_binette_bin100.fasta,297_0,0.050000000000000044,average,ANImf,297
SRR22878281_binette_bin219.fasta,298_0,0.050000000000000044,average,ANImf,298
SRR22878281_binette_bin262.fasta,299_0,0.050000000000000044,average,ANImf,299
SRR22878281_binette_bin105.fasta,300_1,0.050000000000000044,average,ANImf,300
SRR22878281_binette_bin82.fasta,300_2,0.050000000000000044,average,ANImf,300
SRR22878281_binette_bin127.fasta,301_0,0.050000000000000044,average,ANImf,301
SRR22878281_binette_bin136.fasta,302_0,0.050000000000000044,average,ANImf,302
SRR22878281_binette_bin173.fasta,303_0,0.050000000000000044,average,ANImf,303
SRR22878281_binette_bin192.fasta,304_0,0.050000000000000044,average,ANImf,304
SRR22878282_binette_bin51.fasta,305_0,0.050000000000000044,average,ANImf,305
SRR22878283_binette_bin60.fasta,306_0,0.050000000000000044,average,ANImf,306
SRR22878282_binette_bin57.fasta,307_0,0.050000000000000044,average,ANImf,307
SRR22878283_binette_bin61.fasta,308_0,0.050000000000000044,average,ANImf,308
SRR22878282_binette_bin104.fasta,309_0,0.050000000000000044,average,ANImf,309
SRR22878283_binette_bin210.fasta,310_0,0.050000000000000044,average,ANImf,310
SRR22878281_binette_bin187.fasta,311_0,0.050000000000000044,average,ANImf,311
SRR22878282_binette_bin185.fasta,312_0,0.050000000000000044,average,ANImf,312
SRR22878283_binette_bin71.fasta,313_0,0.050000000000000044,average,ANImf,313
SRR22878282_binette_bin166.fasta,314_0,0.050000000000000044,average,ANImf,314
SRR22878282_binette_bin44.fasta,315_0,0.050000000000000044,average,ANImf,315
SRR22878283_binette_bin115.fasta,316_0,0.050000000000000044,average,ANImf,316
SRR22878282_binette_bin32.fasta,317_1,0.050000000000000044,average,ANImf,317
SRR22878283_binette_bin37.fasta,317_1,0.050000000000000044,average,ANImf,317
SRR22878283_binette_bin204.fasta,318_0,0.050000000000000044,average,ANImf,318
SRR22878283_binette_bin127.fasta,319_0,0.050000000000000044,average,ANImf,319
SRR22878283_binette_bin222.fasta,320_0,0.050000000000000044,average,ANImf,320
SRR22878282_binette_bin90.fasta,321_0,0.050000000000000044,average,ANImf,321
SRR22878283_binette_bin92.fasta,322_0,0.050000000000000044,average,ANImf,322
SRR22878283_binette_bin75.fasta,323_0,0.050000000000000044,average,ANImf,323
SRR22878282_binette_bin98.fasta,324_0,0.050000000000000044,average,ANImf,324
SRR22878282_binette_bin175.fasta,325_0,0.050000000000000044,average,ANImf,325
SRR22878283_binette_bin221.fasta,326_0,0.050000000000000044,average,ANImf,326
SRR22878282_binette_bin92.fasta,327_0,0.050000000000000044,average,ANImf,327
SRR22878283_binette_bin108.fasta,328_0,0.050000000000000044,average,ANImf,328
SRR22878281_binette_bin18.fasta,329_0,0.050000000000000044,average,ANImf,329
SRR22878281_binette_bin66.fasta,330_0,0.050000000000000044,average,ANImf,330
SRR22878281_binette_bin117.fasta,331_0,0.050000000000000044,average,ANImf,331
SRR22878282_binette_bin68.fasta,332_0,0.050000000000000044,average,ANImf,332
SRR22878282_binette_bin81.fasta,333_0,0.050000000000000044,average,ANImf,333
SRR22878281_binette_bin87.fasta,334_0,0.050000000000000044,average,ANImf,334
SRR22878282_binette_bin1.fasta,335_0,0.050000000000000044,average,ANImf,335
SRR22878282_binette_bin2.fasta,336_0,0.050000000000000044,average,ANImf,336
SRR22878283_binette_bin12.fasta,337_0,0.050000000000000044,average,ANImf,337
SRR22878281_binette_bin3.fasta,338_0,0.050000000000000044,average,ANImf,338
SRR22878283_binette_bin125.fasta,339_0,0.050000000000000044,average,ANImf,339
