genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
2_binette_bin94.fasta,32_0,0.050000000000000044,average,ANImf,32
2_binette_bin54.fasta,33_0,0.050000000000000044,average,ANImf,33
2_binette_bin181.fasta,34_0,0.050000000000000044,average,ANImf,34
2_binette_bin183.fasta,35_0,0.050000000000000044,average,ANImf,35
2_binette_bin62.fasta,36_0,0.050000000000000044,average,ANImf,36
2_binette_bin207.fasta,37_0,0.050000000000000044,average,ANImf,37
2_binette_bin72.fasta,38_0,0.050000000000000044,average,ANImf,38
2_binette_bin71.fasta,39_0,0.050000000000000044,average,ANImf,39
2_binette_bin79.fasta,40_0,0.050000000000000044,average,ANImf,40
2_binette_bin86.fasta,41_0,0.050000000000000044,average,ANImf,41
2_binette_bin106.fasta,42_0,0.050000000000000044,average,ANImf,42
2_binette_bin48.fasta,43_0,0.050000000000000044,average,ANImf,43
2_binette_bin205.fasta,44_0,0.050000000000000044,average,ANImf,44
2_binette_bin5.fasta,45_0,0.050000000000000044,average,ANImf,45
2_binette_bin8.fasta,46_0,0.050000000000000044,average,ANImf,46
2_binette_bin78.fasta,47_0,0.050000000000000044,average,ANImf,47
2_binette_bin42.fasta,48_0,0.050000000000000044,average,ANImf,48
2_binette_bin2.fasta,49_0,0.050000000000000044,average,ANImf,49
2_binette_bin21.fasta,50_0,0.050000000000000044,average,ANImf,50
2_binette_bin6.fasta,51_0,0.050000000000000044,average,ANImf,51
2_binette_bin105.fasta,52_0,0.050000000000000044,average,ANImf,52
2_binette_bin185.fasta,53_0,0.050000000000000044,average,ANImf,53
2_binette_bin100.fasta,54_0,0.050000000000000044,average,ANImf,54
2_binette_bin26.fasta,55_0,0.050000000000000044,average,ANImf,55
2_binette_bin20.fasta,56_0,0.050000000000000044,average,ANImf,56
2_binette_bin9.fasta,57_0,0.050000000000000044,average,ANImf,57
2_binette_bin29.fasta,58_0,0.050000000000000044,average,ANImf,58
2_binette_bin96.fasta,59_0,0.050000000000000044,average,ANImf,59
2_binette_bin199.fasta,60_0,0.050000000000000044,average,ANImf,60
2_binette_bin89.fasta,61_0,0.050000000000000044,average,ANImf,61
2_binette_bin7.fasta,62_0,0.050000000000000044,average,ANImf,62
2_binette_bin14.fasta,63_0,0.050000000000000044,average,ANImf,63
2_binette_bin27.fasta,64_0,0.050000000000000044,average,ANImf,64
2_binette_bin25.fasta,65_0,0.050000000000000044,average,ANImf,65
2_binette_bin182.fasta,66_0,0.050000000000000044,average,ANImf,66
2_binette_bin104.fasta,67_0,0.050000000000000044,average,ANImf,67
2_binette_bin196.fasta,68_0,0.050000000000000044,average,ANImf,68
2_binette_bin65.fasta,69_0,0.050000000000000044,average,ANImf,69
2_binette_bin70.fasta,70_0,0.050000000000000044,average,ANImf,70
2_binette_bin67.fasta,71_0,0.050000000000000044,average,ANImf,71
2_binette_bin28.fasta,72_0,0.050000000000000044,average,ANImf,72
2_binette_bin33.fasta,73_0,0.050000000000000044,average,ANImf,73
2_binette_bin73.fasta,74_0,0.050000000000000044,average,ANImf,74
2_binette_bin61.fasta,75_0,0.050000000000000044,average,ANImf,75
2_binette_bin75.fasta,76_0,0.050000000000000044,average,ANImf,76
2_binette_bin83.fasta,77_0,0.050000000000000044,average,ANImf,77
2_binette_bin192.fasta,78_0,0.050000000000000044,average,ANImf,78
2_binette_bin200.fasta,79_0,0.050000000000000044,average,ANImf,79
2_binette_bin92.fasta,80_0,0.050000000000000044,average,ANImf,80
2_binette_bin44.fasta,81_0,0.050000000000000044,average,ANImf,81
2_binette_bin1.fasta,82_0,0.050000000000000044,average,ANImf,82
2_binette_bin102.fasta,83_0,0.050000000000000044,average,ANImf,83
2_binette_bin225.fasta,84_0,0.050000000000000044,average,ANImf,84
2_binette_bin99.fasta,85_0,0.050000000000000044,average,ANImf,85
2_binette_bin210.fasta,86_0,0.050000000000000044,average,ANImf,86
2_binette_bin90.fasta,87_0,0.050000000000000044,average,ANImf,87
2_binette_bin49.fasta,88_0,0.050000000000000044,average,ANImf,88
2_binette_bin93.fasta,89_0,0.050000000000000044,average,ANImf,89
2_binette_bin212.fasta,90_0,0.050000000000000044,average,ANImf,90
2_binette_bin45.fasta,91_0,0.050000000000000044,average,ANImf,91
2_binette_bin109.fasta,92_0,0.050000000000000044,average,ANImf,92
2_binette_bin66.fasta,93_0,0.050000000000000044,average,ANImf,93
2_binette_bin214.fasta,94_0,0.050000000000000044,average,ANImf,94
2_binette_bin202.fasta,95_0,0.050000000000000044,average,ANImf,95
2_binette_bin190.fasta,96_0,0.050000000000000044,average,ANImf,96
2_binette_bin60.fasta,97_0,0.050000000000000044,average,ANImf,97
2_binette_bin77.fasta,98_0,0.050000000000000044,average,ANImf,98
2_binette_bin87.fasta,99_0,0.050000000000000044,average,ANImf,99
2_binette_bin186.fasta,100_0,0.050000000000000044,average,ANImf,100
2_binette_bin81.fasta,101_0,0.050000000000000044,average,ANImf,101
2_binette_bin3.fasta,102_0,0.050000000000000044,average,ANImf,102
2_binette_bin47.fasta,103_0,0.050000000000000044,average,ANImf,103
2_binette_bin189.fasta,104_0,0.050000000000000044,average,ANImf,104
2_binette_bin216.fasta,105_0,0.050000000000000044,average,ANImf,105
2_binette_bin204.fasta,106_0,0.050000000000000044,average,ANImf,106
2_binette_bin37.fasta,107_0,0.050000000000000044,average,ANImf,107
2_binette_bin80.fasta,108_0,0.050000000000000044,average,ANImf,108
2_binette_bin187.fasta,109_0,0.050000000000000044,average,ANImf,109
2_binette_bin107.fasta,110_0,0.050000000000000044,average,ANImf,110
2_binette_bin57.fasta,111_0,0.050000000000000044,average,ANImf,111
2_binette_bin56.fasta,112_0,0.050000000000000044,average,ANImf,112
2_binette_bin101.fasta,113_0,0.050000000000000044,average,ANImf,113
2_binette_bin203.fasta,114_0,0.050000000000000044,average,ANImf,114
2_binette_bin30.fasta,115_0,0.050000000000000044,average,ANImf,115
3_binette_bin19.fasta,116_0,0.050000000000000044,average,ANImf,116
2_binette_bin220.fasta,117_0,0.050000000000000044,average,ANImf,117
3_binette_bin138.fasta,118_0,0.050000000000000044,average,ANImf,118
3_binette_bin160.fasta,119_0,0.050000000000000044,average,ANImf,119
3_binette_bin33.fasta,120_0,0.050000000000000044,average,ANImf,120
3_binette_bin66.fasta,121_0,0.050000000000000044,average,ANImf,121
3_binette_bin134.fasta,122_0,0.050000000000000044,average,ANImf,122
3_binette_bin140.fasta,123_0,0.050000000000000044,average,ANImf,123
2_binette_bin103.fasta,124_0,0.050000000000000044,average,ANImf,124
2_binette_bin82.fasta,125_0,0.050000000000000044,average,ANImf,125
2_binette_bin23.fasta,126_0,0.050000000000000044,average,ANImf,126
1_binette_bin53.fasta,127_0,0.050000000000000044,average,ANImf,127
3_binette_bin29.fasta,128_0,0.050000000000000044,average,ANImf,128
3_binette_bin43.fasta,129_0,0.050000000000000044,average,ANImf,129
3_binette_bin74.fasta,130_0,0.050000000000000044,average,ANImf,130
3_binette_bin17.fasta,131_0,0.050000000000000044,average,ANImf,131
3_binette_bin63.fasta,132_0,0.050000000000000044,average,ANImf,132
3_binette_bin238.fasta,133_0,0.050000000000000044,average,ANImf,133
3_binette_bin38.fasta,134_0,0.050000000000000044,average,ANImf,134
3_binette_bin76.fasta,135_0,0.050000000000000044,average,ANImf,135
3_binette_bin82.fasta,136_0,0.050000000000000044,average,ANImf,136
3_binette_bin144.fasta,137_0,0.050000000000000044,average,ANImf,137
3_binette_bin127.fasta,138_0,0.050000000000000044,average,ANImf,138
1_binette_bin7.fasta,139_1,0.050000000000000044,average,ANImf,139
2_binette_bin222.fasta,139_1,0.050000000000000044,average,ANImf,139
3_binette_bin219.fasta,139_1,0.050000000000000044,average,ANImf,139
4_binette_bin29.fasta,140_1,0.050000000000000044,average,ANImf,140
8_binette_bin10.fasta,140_2,0.050000000000000044,average,ANImf,140
6_binette_bin20.fasta,140_3,0.050000000000000044,average,ANImf,140
7_binette_bin15.fasta,140_4,0.050000000000000044,average,ANImf,140
8_binette_bin40.fasta,140_5,0.050000000000000044,average,ANImf,140
5_binette_bin28.fasta,140_6,0.050000000000000044,average,ANImf,140
4_binette_bin139.fasta,140_7,0.050000000000000044,average,ANImf,140
7_binette_bin82.fasta,140_8,0.050000000000000044,average,ANImf,140
2_binette_bin156.fasta,140_9,0.050000000000000044,average,ANImf,140
2_binette_bin175.fasta,140_10,0.050000000000000044,average,ANImf,140
7_binette_bin25.fasta,141_0,0.050000000000000044,average,ANImf,141
2_binette_bin40.fasta,142_0,0.050000000000000044,average,ANImf,142
4_binette_bin32.fasta,143_1,0.050000000000000044,average,ANImf,143
8_binette_bin8.fasta,143_2,0.050000000000000044,average,ANImf,143
7_binette_bin12.fasta,143_3,0.050000000000000044,average,ANImf,143
3_binette_bin226.fasta,144_0,0.050000000000000044,average,ANImf,144
1_binette_bin1.fasta,145_1,0.050000000000000044,average,ANImf,145
2_binette_bin10.fasta,145_1,0.050000000000000044,average,ANImf,145
3_binette_bin1.fasta,145_1,0.050000000000000044,average,ANImf,145
4_binette_bin1.fasta,145_1,0.050000000000000044,average,ANImf,145
5_binette_bin2.fasta,145_1,0.050000000000000044,average,ANImf,145
6_binette_bin2.fasta,145_1,0.050000000000000044,average,ANImf,145
7_binette_bin1.fasta,145_1,0.050000000000000044,average,ANImf,145
8_binette_bin2.fasta,145_1,0.050000000000000044,average,ANImf,145
3_binette_bin176.fasta,146_0,0.050000000000000044,average,ANImf,146
7_binette_bin71.fasta,147_0,0.050000000000000044,average,ANImf,147
5_binette_bin49.fasta,148_1,0.050000000000000044,average,ANImf,148
6_binette_bin37.fasta,148_2,0.050000000000000044,average,ANImf,148
8_binette_bin77.fasta,148_3,0.050000000000000044,average,ANImf,148
7_binette_bin68.fasta,148_4,0.050000000000000044,average,ANImf,148
4_binette_bin130.fasta,148_5,0.050000000000000044,average,ANImf,148
1_binette_bin56.fasta,148_6,0.050000000000000044,average,ANImf,148
6_binette_bin36.fasta,148_7,0.050000000000000044,average,ANImf,148
7_binette_bin73.fasta,149_0,0.050000000000000044,average,ANImf,149
7_binette_bin83.fasta,150_0,0.050000000000000044,average,ANImf,150
7_binette_bin81.fasta,151_0,0.050000000000000044,average,ANImf,151
3_binette_bin128.fasta,152_0,0.050000000000000044,average,ANImf,152
3_binette_bin81.fasta,153_0,0.050000000000000044,average,ANImf,153
4_binette_bin44.fasta,154_1,0.050000000000000044,average,ANImf,154
7_binette_bin18.fasta,154_2,0.050000000000000044,average,ANImf,154
2_binette_bin218.fasta,155_1,0.050000000000000044,average,ANImf,155
3_binette_bin236.fasta,155_1,0.050000000000000044,average,ANImf,155
8_binette_bin80.fasta,156_0,0.050000000000000044,average,ANImf,156
7_binette_bin6.fasta,157_0,0.050000000000000044,average,ANImf,157
3_binette_bin83.fasta,158_0,0.050000000000000044,average,ANImf,158
8_binette_bin61.fasta,159_0,0.050000000000000044,average,ANImf,159
8_binette_bin90.fasta,160_0,0.050000000000000044,average,ANImf,160
7_binette_bin65.fasta,161_1,0.050000000000000044,average,ANImf,161
8_binette_bin88.fasta,161_2,0.050000000000000044,average,ANImf,161
8_binette_bin89.fasta,162_0,0.050000000000000044,average,ANImf,162
7_binette_bin78.fasta,163_0,0.050000000000000044,average,ANImf,163
2_binette_bin217.fasta,164_1,0.050000000000000044,average,ANImf,164
8_binette_bin71.fasta,164_2,0.050000000000000044,average,ANImf,164
4_binette_bin21.fasta,165_0,0.050000000000000044,average,ANImf,165
8_binette_bin74.fasta,166_0,0.050000000000000044,average,ANImf,166
1_binette_bin48.fasta,167_1,0.050000000000000044,average,ANImf,167
2_binette_bin198.fasta,167_2,0.050000000000000044,average,ANImf,167
3_binette_bin60.fasta,168_0,0.050000000000000044,average,ANImf,168
3_binette_bin169.fasta,169_0,0.050000000000000044,average,ANImf,169
3_binette_bin50.fasta,170_0,0.050000000000000044,average,ANImf,170
3_binette_bin181.fasta,171_0,0.050000000000000044,average,ANImf,171
3_binette_bin230.fasta,172_0,0.050000000000000044,average,ANImf,172
8_binette_bin72.fasta,173_0,0.050000000000000044,average,ANImf,173
7_binette_bin74.fasta,174_0,0.050000000000000044,average,ANImf,174
7_binette_bin80.fasta,175_0,0.050000000000000044,average,ANImf,175
8_binette_bin31.fasta,176_0,0.050000000000000044,average,ANImf,176
3_binette_bin207.fasta,177_0,0.050000000000000044,average,ANImf,177
4_binette_bin140.fasta,178_0,0.050000000000000044,average,ANImf,178
8_binette_bin26.fasta,179_0,0.050000000000000044,average,ANImf,179
6_binette_bin35.fasta,180_0,0.050000000000000044,average,ANImf,180
3_binette_bin155.fasta,181_0,0.050000000000000044,average,ANImf,181
3_binette_bin214.fasta,182_0,0.050000000000000044,average,ANImf,182
3_binette_bin216.fasta,183_0,0.050000000000000044,average,ANImf,183
8_binette_bin78.fasta,184_0,0.050000000000000044,average,ANImf,184
7_binette_bin72.fasta,185_0,0.050000000000000044,average,ANImf,185
7_binette_bin63.fasta,186_0,0.050000000000000044,average,ANImf,186
8_binette_bin84.fasta,187_0,0.050000000000000044,average,ANImf,187
4_binette_bin113.fasta,188_0,0.050000000000000044,average,ANImf,188
7_binette_bin66.fasta,189_0,0.050000000000000044,average,ANImf,189
7_binette_bin76.fasta,190_1,0.050000000000000044,average,ANImf,190
8_binette_bin76.fasta,190_1,0.050000000000000044,average,ANImf,190
7_binette_bin70.fasta,191_0,0.050000000000000044,average,ANImf,191
7_binette_bin77.fasta,192_0,0.050000000000000044,average,ANImf,192
8_binette_bin83.fasta,193_0,0.050000000000000044,average,ANImf,193
8_binette_bin86.fasta,194_0,0.050000000000000044,average,ANImf,194
8_binette_bin75.fasta,195_0,0.050000000000000044,average,ANImf,195
8_binette_bin85.fasta,196_0,0.050000000000000044,average,ANImf,196
8_binette_bin81.fasta,197_0,0.050000000000000044,average,ANImf,197
7_binette_bin79.fasta,198_0,0.050000000000000044,average,ANImf,198
8_binette_bin87.fasta,199_0,0.050000000000000044,average,ANImf,199
7_binette_bin69.fasta,200_0,0.050000000000000044,average,ANImf,200
8_binette_bin79.fasta,201_0,0.050000000000000044,average,ANImf,201
8_binette_bin82.fasta,202_0,0.050000000000000044,average,ANImf,202
3_binette_bin86.fasta,203_0,0.050000000000000044,average,ANImf,203
3_binette_bin87.fasta,204_0,0.050000000000000044,average,ANImf,204
1_binette_bin47.fasta,205_0,0.050000000000000044,average,ANImf,205
3_binette_bin180.fasta,206_0,0.050000000000000044,average,ANImf,206
2_binette_bin195.fasta,207_0,0.050000000000000044,average,ANImf,207
3_binette_bin139.fasta,208_0,0.050000000000000044,average,ANImf,208
3_binette_bin187.fasta,209_0,0.050000000000000044,average,ANImf,209
7_binette_bin7.fasta,210_0,0.050000000000000044,average,ANImf,210
8_binette_bin4.fasta,211_0,0.050000000000000044,average,ANImf,211
1_binette_bin2.fasta,212_0,0.050000000000000044,average,ANImf,212
3_binette_bin94.fasta,213_0,0.050000000000000044,average,ANImf,213
2_binette_bin13.fasta,214_0,0.050000000000000044,average,ANImf,214
5_binette_bin1.fasta,215_1,0.050000000000000044,average,ANImf,215
6_binette_bin1.fasta,215_1,0.050000000000000044,average,ANImf,215
8_binette_bin1.fasta,215_1,0.050000000000000044,average,ANImf,215
4_binette_bin4.fasta,216_1,0.050000000000000044,average,ANImf,216
6_binette_bin3.fasta,216_1,0.050000000000000044,average,ANImf,216
7_binette_bin2.fasta,216_1,0.050000000000000044,average,ANImf,216
8_binette_bin6.fasta,216_1,0.050000000000000044,average,ANImf,216
5_binette_bin3.fasta,217_0,0.050000000000000044,average,ANImf,217
8_binette_bin73.fasta,218_0,0.050000000000000044,average,ANImf,218
4_binette_bin131.fasta,219_0,0.050000000000000044,average,ANImf,219
8_binette_bin63.fasta,220_0,0.050000000000000044,average,ANImf,220
7_binette_bin8.fasta,221_0,0.050000000000000044,average,ANImf,221
8_binette_bin66.fasta,222_0,0.050000000000000044,average,ANImf,222
3_binette_bin172.fasta,223_0,0.050000000000000044,average,ANImf,223
3_binette_bin54.fasta,224_0,0.050000000000000044,average,ANImf,224
1_binette_bin3.fasta,225_1,0.050000000000000044,average,ANImf,225
2_binette_bin35.fasta,225_1,0.050000000000000044,average,ANImf,225
3_binette_bin16.fasta,226_0,0.050000000000000044,average,ANImf,226
1_binette_bin5.fasta,227_0,0.050000000000000044,average,ANImf,227
3_binette_bin59.fasta,228_0,0.050000000000000044,average,ANImf,228
3_binette_bin23.fasta,229_0,0.050000000000000044,average,ANImf,229
3_binette_bin92.fasta,230_0,0.050000000000000044,average,ANImf,230
3_binette_bin9.fasta,231_0,0.050000000000000044,average,ANImf,231
3_binette_bin49.fasta,232_0,0.050000000000000044,average,ANImf,232
7_binette_bin9.fasta,233_0,0.050000000000000044,average,ANImf,233
4_binette_bin14.fasta,234_0,0.050000000000000044,average,ANImf,234
8_binette_bin3.fasta,235_0,0.050000000000000044,average,ANImf,235
7_binette_bin5.fasta,236_0,0.050000000000000044,average,ANImf,236
7_binette_bin4.fasta,237_0,0.050000000000000044,average,ANImf,237
3_binette_bin4.fasta,238_0,0.050000000000000044,average,ANImf,238
7_binette_bin3.fasta,239_0,0.050000000000000044,average,ANImf,239
3_binette_bin32.fasta,240_0,0.050000000000000044,average,ANImf,240
3_binette_bin6.fasta,241_0,0.050000000000000044,average,ANImf,241
2_binette_bin206.fasta,242_0,0.050000000000000044,average,ANImf,242
3_binette_bin217.fasta,243_0,0.050000000000000044,average,ANImf,243
4_binette_bin128.fasta,244_0,0.050000000000000044,average,ANImf,244
3_binette_bin156.fasta,245_0,0.050000000000000044,average,ANImf,245
3_binette_bin205.fasta,246_0,0.050000000000000044,average,ANImf,246
4_binette_bin137.fasta,247_0,0.050000000000000044,average,ANImf,247
3_binette_bin190.fasta,248_0,0.050000000000000044,average,ANImf,248
3_binette_bin47.fasta,249_1,0.050000000000000044,average,ANImf,249
4_binette_bin116.fasta,249_2,0.050000000000000044,average,ANImf,249
2_binette_bin215.fasta,249_3,0.050000000000000044,average,ANImf,249
3_binette_bin165.fasta,250_1,0.050000000000000044,average,ANImf,250
4_binette_bin134.fasta,250_2,0.050000000000000044,average,ANImf,250
2_binette_bin157.fasta,250_3,0.050000000000000044,average,ANImf,250
3_binette_bin152.fasta,251_1,0.050000000000000044,average,ANImf,251
4_binette_bin102.fasta,251_2,0.050000000000000044,average,ANImf,251
2_binette_bin211.fasta,251_3,0.050000000000000044,average,ANImf,251
3_binette_bin171.fasta,251_4,0.050000000000000044,average,ANImf,251
3_binette_bin96.fasta,251_5,0.050000000000000044,average,ANImf,251
3_binette_bin15.fasta,252_0,0.050000000000000044,average,ANImf,252
3_binette_bin178.fasta,253_0,0.050000000000000044,average,ANImf,253
3_binette_bin65.fasta,254_0,0.050000000000000044,average,ANImf,254
3_binette_bin8.fasta,255_0,0.050000000000000044,average,ANImf,255
3_binette_bin97.fasta,256_0,0.050000000000000044,average,ANImf,256
4_binette_bin126.fasta,257_0,0.050000000000000044,average,ANImf,257
3_binette_bin197.fasta,258_0,0.050000000000000044,average,ANImf,258
3_binette_bin85.fasta,259_0,0.050000000000000044,average,ANImf,259
3_binette_bin24.fasta,260_0,0.050000000000000044,average,ANImf,260
3_binette_bin27.fasta,261_0,0.050000000000000044,average,ANImf,261
3_binette_bin53.fasta,262_0,0.050000000000000044,average,ANImf,262
3_binette_bin192.fasta,263_0,0.050000000000000044,average,ANImf,263
4_binette_bin16.fasta,264_0,0.050000000000000044,average,ANImf,264
3_binette_bin194.fasta,265_0,0.050000000000000044,average,ANImf,265
4_binette_bin136.fasta,266_0,0.050000000000000044,average,ANImf,266
3_binette_bin212.fasta,267_0,0.050000000000000044,average,ANImf,267
3_binette_bin5.fasta,268_0,0.050000000000000044,average,ANImf,268
4_binette_bin108.fasta,269_0,0.050000000000000044,average,ANImf,269
3_binette_bin203.fasta,270_0,0.050000000000000044,average,ANImf,270
3_binette_bin18.fasta,271_0,0.050000000000000044,average,ANImf,271
4_binette_bin110.fasta,272_0,0.050000000000000044,average,ANImf,272
3_binette_bin150.fasta,273_0,0.050000000000000044,average,ANImf,273
4_binette_bin20.fasta,274_0,0.050000000000000044,average,ANImf,274
3_binette_bin195.fasta,275_0,0.050000000000000044,average,ANImf,275
3_binette_bin151.fasta,276_0,0.050000000000000044,average,ANImf,276
3_binette_bin26.fasta,277_0,0.050000000000000044,average,ANImf,277
4_binette_bin122.fasta,278_0,0.050000000000000044,average,ANImf,278
3_binette_bin21.fasta,279_0,0.050000000000000044,average,ANImf,279
4_binette_bin6.fasta,280_0,0.050000000000000044,average,ANImf,280
3_binette_bin36.fasta,281_0,0.050000000000000044,average,ANImf,281
3_binette_bin98.fasta,282_0,0.050000000000000044,average,ANImf,282
4_binette_bin112.fasta,283_0,0.050000000000000044,average,ANImf,283
3_binette_bin39.fasta,284_0,0.050000000000000044,average,ANImf,284
3_binette_bin14.fasta,285_0,0.050000000000000044,average,ANImf,285
3_binette_bin10.fasta,286_0,0.050000000000000044,average,ANImf,286
3_binette_bin44.fasta,287_0,0.050000000000000044,average,ANImf,287
3_binette_bin22.fasta,288_0,0.050000000000000044,average,ANImf,288
3_binette_bin25.fasta,289_0,0.050000000000000044,average,ANImf,289
4_binette_bin25.fasta,290_0,0.050000000000000044,average,ANImf,290
3_binette_bin71.fasta,291_0,0.050000000000000044,average,ANImf,291
4_binette_bin10.fasta,292_0,0.050000000000000044,average,ANImf,292
3_binette_bin31.fasta,293_0,0.050000000000000044,average,ANImf,293
4_binette_bin7.fasta,294_0,0.050000000000000044,average,ANImf,294
3_binette_bin20.fasta,295_0,0.050000000000000044,average,ANImf,295
3_binette_bin30.fasta,296_0,0.050000000000000044,average,ANImf,296
3_binette_bin57.fasta,297_0,0.050000000000000044,average,ANImf,297
4_binette_bin9.fasta,298_0,0.050000000000000044,average,ANImf,298
3_binette_bin84.fasta,299_0,0.050000000000000044,average,ANImf,299
3_binette_bin153.fasta,300_0,0.050000000000000044,average,ANImf,300
3_binette_bin88.fasta,301_0,0.050000000000000044,average,ANImf,301
3_binette_bin67.fasta,302_0,0.050000000000000044,average,ANImf,302
3_binette_bin193.fasta,303_0,0.050000000000000044,average,ANImf,303
3_binette_bin89.fasta,304_0,0.050000000000000044,average,ANImf,304
3_binette_bin95.fasta,305_0,0.050000000000000044,average,ANImf,305
2_binette_bin32.fasta,306_1,0.050000000000000044,average,ANImf,306
3_binette_bin11.fasta,306_1,0.050000000000000044,average,ANImf,306
4_binette_bin23.fasta,306_1,0.050000000000000044,average,ANImf,306
2_binette_bin38.fasta,307_0,0.050000000000000044,average,ANImf,307
4_binette_bin8.fasta,308_0,0.050000000000000044,average,ANImf,308
1_binette_bin23.fasta,309_0,0.050000000000000044,average,ANImf,309
3_binette_bin129.fasta,310_0,0.050000000000000044,average,ANImf,310
4_binette_bin121.fasta,311_0,0.050000000000000044,average,ANImf,311
3_binette_bin213.fasta,312_0,0.050000000000000044,average,ANImf,312
3_binette_bin79.fasta,313_0,0.050000000000000044,average,ANImf,313
3_binette_bin75.fasta,314_0,0.050000000000000044,average,ANImf,314
4_binette_bin18.fasta,315_0,0.050000000000000044,average,ANImf,315
3_binette_bin13.fasta,316_0,0.050000000000000044,average,ANImf,316
4_binette_bin13.fasta,317_0,0.050000000000000044,average,ANImf,317
3_binette_bin37.fasta,318_0,0.050000000000000044,average,ANImf,318
3_binette_bin70.fasta,319_0,0.050000000000000044,average,ANImf,319
2_binette_bin98.fasta,320_0,0.050000000000000044,average,ANImf,320
3_binette_bin77.fasta,321_0,0.050000000000000044,average,ANImf,321
3_binette_bin118.fasta,322_0,0.050000000000000044,average,ANImf,322
3_binette_bin93.fasta,323_0,0.050000000000000044,average,ANImf,323
3_binette_bin201.fasta,324_0,0.050000000000000044,average,ANImf,324
3_binette_bin229.fasta,325_0,0.050000000000000044,average,ANImf,325
3_binette_bin146.fasta,326_0,0.050000000000000044,average,ANImf,326
3_binette_bin161.fasta,327_0,0.050000000000000044,average,ANImf,327
3_binette_bin125.fasta,328_0,0.050000000000000044,average,ANImf,328
4_binette_bin111.fasta,329_0,0.050000000000000044,average,ANImf,329
4_binette_bin120.fasta,330_0,0.050000000000000044,average,ANImf,330
3_binette_bin204.fasta,331_0,0.050000000000000044,average,ANImf,331
3_binette_bin143.fasta,332_0,0.050000000000000044,average,ANImf,332
3_binette_bin133.fasta,333_0,0.050000000000000044,average,ANImf,333
3_binette_bin166.fasta,334_0,0.050000000000000044,average,ANImf,334
3_binette_bin200.fasta,335_0,0.050000000000000044,average,ANImf,335
3_binette_bin220.fasta,336_0,0.050000000000000044,average,ANImf,336
3_binette_bin208.fasta,337_0,0.050000000000000044,average,ANImf,337
3_binette_bin210.fasta,338_0,0.050000000000000044,average,ANImf,338
3_binette_bin69.fasta,339_0,0.050000000000000044,average,ANImf,339
3_binette_bin130.fasta,340_0,0.050000000000000044,average,ANImf,340
3_binette_bin58.fasta,341_0,0.050000000000000044,average,ANImf,341
3_binette_bin40.fasta,342_0,0.050000000000000044,average,ANImf,342
3_binette_bin99.fasta,343_0,0.050000000000000044,average,ANImf,343
3_binette_bin116.fasta,344_0,0.050000000000000044,average,ANImf,344
3_binette_bin224.fasta,345_0,0.050000000000000044,average,ANImf,345
3_binette_bin52.fasta,346_0,0.050000000000000044,average,ANImf,346
3_binette_bin184.fasta,347_0,0.050000000000000044,average,ANImf,347
3_binette_bin28.fasta,348_0,0.050000000000000044,average,ANImf,348
