genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
DE63NGSUKBD140746Dm_binette_bin2.fasta,34_0,0.050000000000000044,average,ANImf,34
DE74NGSUKBD140742Dm_binette_bin3.fasta,35_0,0.050000000000000044,average,ANImf,35
DE20NGSUKBD140744Dm_binette_bin5.fasta,36_0,0.050000000000000044,average,ANImf,36
DE63NGSUKBD140746Dm_binette_bin5.fasta,37_0,0.050000000000000044,average,ANImf,37
DE04NGSUKBD140741Dm_binette_bin32.fasta,38_0,0.050000000000000044,average,ANImf,38
DE20NGSUKBD140744Dm_binette_bin6.fasta,39_0,0.050000000000000044,average,ANImf,39
DE90NGSUKBD140745Dm_binette_bin1.fasta,40_0,0.050000000000000044,average,ANImf,40
DE04NGSUKBD140741Dm_binette_bin33.fasta,41_0,0.050000000000000044,average,ANImf,41
DE26NGSUKBD140733Dm_binette_bin1.fasta,42_1,0.050000000000000044,average,ANImf,42
DE96NGSUKBD140734Dm_binette_bin2.fasta,42_1,0.050000000000000044,average,ANImf,42
DE04NGSUKBD140741Dm_binette_bin18.fasta,43_0,0.050000000000000044,average,ANImf,43
DE04NGSUKBD140741Dm_binette_bin27.fasta,44_0,0.050000000000000044,average,ANImf,44
DE04NGSUKBD140741Dm_binette_bin15.fasta,45_0,0.050000000000000044,average,ANImf,45
DE04NGSUKBD140741Dm_binette_bin28.fasta,46_0,0.050000000000000044,average,ANImf,46
DE04NGSUKBD140741Dm_binette_bin22.fasta,47_0,0.050000000000000044,average,ANImf,47
DE04NGSUKBD140741Dm_binette_bin11.fasta,48_0,0.050000000000000044,average,ANImf,48
DE04NGSUKBD140741Dm_binette_bin24.fasta,49_0,0.050000000000000044,average,ANImf,49
DE04NGSUKBD140741Dm_binette_bin26.fasta,50_0,0.050000000000000044,average,ANImf,50
DE04NGSUKBD140741Dm_binette_bin6.fasta,51_0,0.050000000000000044,average,ANImf,51
DE04NGSUKBD140741Dm_binette_bin8.fasta,52_0,0.050000000000000044,average,ANImf,52
DE04NGSUKBD140741Dm_binette_bin12.fasta,53_0,0.050000000000000044,average,ANImf,53
DE04NGSUKBD140741Dm_binette_bin3.fasta,54_0,0.050000000000000044,average,ANImf,54
DE04NGSUKBD140741Dm_binette_bin10.fasta,55_0,0.050000000000000044,average,ANImf,55
DE04NGSUKBD140741Dm_binette_bin9.fasta,56_0,0.050000000000000044,average,ANImf,56
DE04NGSUKBD140741Dm_binette_bin16.fasta,57_0,0.050000000000000044,average,ANImf,57
DE04NGSUKBD140741Dm_binette_bin20.fasta,58_0,0.050000000000000044,average,ANImf,58
DE04NGSUKBD140741Dm_binette_bin25.fasta,59_0,0.050000000000000044,average,ANImf,59
DE04NGSUKBD140741Dm_binette_bin1.fasta,60_0,0.050000000000000044,average,ANImf,60
DE04NGSUKBD140741Dm_binette_bin19.fasta,61_0,0.050000000000000044,average,ANImf,61
