	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
14	SemiBin_5	87.08	3.68	Neural Network (Specific Model)	11	0.873	14745	312.36241610738256	2078111	0.34	1937	202	39872		SRR24759596	checkm2 on collection 41: Quality report	semibin-single-sample-binning
15	SemiBin_50	13.06	0.19	Neural Network (Specific Model)	11	0.748	4761	227.6628787878788	722267	0.29	792	159	24753		SRR24759596	checkm2 on collection 41: Quality report	semibin-single-sample-binning
16	SemiBin_6	79.52	16.99	Neural Network (Specific Model)	11	0.899	4801	269.30478359908886	1969387	0.36	2195	423	25622		SRR24759596	checkm2 on collection 41: Quality report	semibin-single-sample-binning
17	SemiBin_62	96.14	0.24	Neural Network (Specific Model)	11	0.893	90094	293.5409482758621	1371020	0.45	1392	20	247462		SRR24759596	checkm2 on collection 41: Quality report	semibin-single-sample-binning
18	SemiBin_7	91.41	3.29	Neural Network (Specific Model)	11	0.899	16501	351.25550660792953	1593883	0.61	1362	143	56668		SRR24759596	checkm2 on collection 41: Quality report	semibin-single-sample-binning
19	SemiBin_9	51.77	4.09	Neural Network (Specific Model)	11	0.908	5251	273.99661016949153	800234	0.37	885	169	16917		SRR24759596	checkm2 on collection 41: Quality report	semibin-single-sample-binning
20	SemiBin_0	85.99	1.13	Gradient Boost (General Model)	11	0.913	5535	286.2551020408163	2483927	0.42	2646	491	19744		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
21	SemiBin_1	10.78	0.82	Neural Network (Specific Model)	11	0.774	3590	237.22925457102676	652671	0.3	711	176	11809		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
22	SemiBin_10	99.9	2.67	Neural Network (Specific Model)	11	0.868	33607	321.05786350148367	2241390	0.34	2022	94	151911		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
23	SemiBin_11	46.42	0.05	Gradient Boost (General Model)	11	0.858	3715	248.8082901554404	1005530	0.36	1158	267	8829		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
24	SemiBin_12	46.13	10.39	Neural Network (Specific Model)	11	0.896	4806	274.86728395061726	893389	0.37	972	198	27256		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
25	SemiBin_13	11.67	0.06	Neural Network (Specific Model)	11	0.899	23625	289.4758064516129	358637	0.36	372	43	49900		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
26	SemiBin_14	59.21	3.62	Neural Network (Specific Model)	11	0.832	8819	281.4026270702456	1773350	0.46	1751	252	44257		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
27	SemiBin_16	53.93	6.29	Neural Network (Specific Model)	11	0.865	4586	267.4039625756742	1682293	0.34	1817	380	31991		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
28	SemiBin_17	36.46	0.0	Neural Network (Specific Model)	11	0.895	3529	243.77586206896552	898835	0.32	1102	248	9866		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
29	SemiBin_18	58.36	5.23	Neural Network (Specific Model)	11	0.903	4869	271.6630982367758	1430354	0.36	1588	306	15736		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
30	SemiBin_19	22.3	1.31	Neural Network (Specific Model)	11	0.861	3842	275.9462068965517	695089	0.42	725	168	62824		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
31	SemiBin_2	43.36	4.12	Neural Network (Specific Model)	11	0.894	3455	295.2660714285714	1107163	0.59	1120	305	10332		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
32	SemiBin_21	21.35	0.53	Neural Network (Specific Model)	11	0.91	3654	279.4270696452037	699833	0.36	761	187	29140		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
33	SemiBin_23	33.36	0.03	Neural Network (Specific Model)	11	0.892	3498	265.6266592920354	1611154	0.56	1808	453	9188		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
34	SemiBin_25	38.68	3.25	Neural Network (Specific Model)	11	0.913	4279	256.2271126760563	477433	0.37	568	114	10027		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
35	SemiBin_3	79.37	40.84	Neural Network (Specific Model)	11	0.831	4470	269.1102699974767	3844082	0.45	3963	872	28890		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
36	SemiBin_4	43.07	0.11	Neural Network (Specific Model)	11	0.878	3962	267.9367231638418	1616313	0.51	1770	414	18262		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
37	SemiBin_44	9.76	0.18	Neural Network (Specific Model)	11	0.878	9560	295.81907894736844	306959	0.3	304	42	19510		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
38	SemiBin_49	100.0	0.37	Neural Network (Specific Model)	11	0.858	194137	315.7493457400407	3791422	0.39	3439	29	594787		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
39	SemiBin_5	70.85	0.03	Neural Network (Specific Model)	11	0.866	6984	287.7663934426229	1458239	0.43	1464	249	22332		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
40	SemiBin_54	9.03	0.12	Neural Network (Specific Model)	11	0.707	4140	238.1737089201878	429745	0.39	426	101	16812		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
41	SemiBin_6	10.79	0.0	Neural Network (Specific Model)	11	0.867	3195	255.008	220425	0.3	250	68	6360		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
42	SemiBin_69	6.8	0.03	Neural Network (Specific Model)	11	0.858	4426	272.3754266211604	278037	0.42	293	64	31074		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
43	SemiBin_7	6.61	0.02	Neural Network (Specific Model)	11	0.779	5277	232.12225705329155	284519	0.35	319	57	15723		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
44	SemiBin_8	17.92	0.0	Neural Network (Specific Model)	11	0.922	3292	278.684766214178	599780	0.44	663	172	9117		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
45	SemiBin_9	86.16	1.92	Neural Network (Specific Model)	11	0.901	16003	284.95188452285487	1181754	0.46	1247	108	57250		SRR24759597	checkm2 on collection 41: Quality report	semibin-single-sample-binning
46	0.fa	4.3	0.4	Neural Network (Specific Model)	11	0.982	3750	752.2871287128713	232036	0.4	101	82	13811		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
47	1046.fa	30.95	10.26	Neural Network (Specific Model)	11	0.9	5903	283.7383820998279	548448	0.38	581	118	19240		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
48	1164.fa	10.16	0.08	Neural Network (Specific Model)	11	0.9	5536	305.78991596638656	242135	0.33	238	48	27861		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
49	1212.fa	18.25	0.02	Neural Network (Specific Model)	11	0.904	5846	275.4926931106472	437217	0.35	479	87	24082		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
50	1299.fa	5.41	0.01	Neural Network (Specific Model)	11	0.883	164069	273.31140350877195	211345	0.39	228	3	164069		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
51	1302.fa	6.45	0.3	Neural Network (Specific Model)	11	0.932	3119	185.9208211143695	203075	0.47	341	77	14344		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
52	1379.fa	51.14	0.1	Neural Network (Specific Model)	11	0.827	17780	297.60689655172416	1406832	0.46	1305	97	84597		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
53	1476.fa	10.01	0.0	Neural Network (Specific Model)	11	0.844	13576	276.3815261044177	244305	0.35	249	25	39632		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
54	1501.fa	11.05	0.0	Neural Network (Specific Model)	11	0.899	9071	275.4703947368421	279106	0.37	304	35	19569		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
55	1536.fa	46.44	0.11	Neural Network (Specific Model)	11	0.867	7976	288.03143418467585	1013354	0.43	1018	155	21261		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
56	169.fa	85.7	0.93	Neural Network (Specific Model)	11	0.871	15712	308.92075015124016	1756680	0.34	1653	160	39872		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
57	1691.fa	11.94	1.78	Neural Network (Specific Model)	11	0.883	4518	268.93624161073825	272127	0.36	298	72	13929		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
58	1763.fa	8.55	0.04	Neural Network (Specific Model)	11	0.87	7020	267.7763713080169	218619	0.35	237	39	14054		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
59	1802.fa	93.67	0.24	Neural Network (Specific Model)	11	0.895	90094	294.5332326283988	1305732	0.45	1324	17	247462		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
60	1819.fa	4.62	0.02	Neural Network (Specific Model)	11	0.871	5245	251.3935742971888	215476	0.35	249	54	20277		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
61	329.fa	97.63	1.93	Neural Network (Specific Model)	11	0.898	16501	343.5469534050179	1599827	0.61	1395	164	56668		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
62	493.fa	6.89	0.0	Neural Network (Specific Model)	11	0.797	6950	251.64655172413796	219364	0.28	232	43	24753		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
63	536.fa	38.38	3.04	Neural Network (Specific Model)	11	0.923	6316	271.03716814159293	497225	0.38	565	108	16917		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
64	644.fa	60.7	3.82	Neural Network (Specific Model)	11	0.903	6148	261.49122807017545	642328	0.37	741	128	39661		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
65	772.fa	12.12	0.22	Neural Network (Specific Model)	11	0.848	9329	304.34864864864863	397852	0.45	370	49	24279		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
66	82.fa	15.24	7.37	Neural Network (Specific Model)	11	0.932	4623	268.9254498714653	336223	0.35	389	87	20898		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
67	821.fa	17.85	1.18	Neural Network (Specific Model)	11	0.878	9881	314.934595524957	624512	0.33	581	81	31470		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
68	902.fa	6.25	0.04	Neural Network (Specific Model)	11	0.769	3235	218.9102564102564	395983	0.51	468	144	8995		SRR24759596	checkm2 on collection 73: Quality report	comebin-single-sample-binning
69	0.fa	29.82	0.12	Neural Network (Specific Model)	11	0.889	1559	206.44824399260628	752268	0.38	1082	486	4355		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
70	10300.fa	22.67	2.98	Neural Network (Specific Model)	11	0.801	3766	239.7297650130548	686214	0.44	766	215	13838		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
71	10515.fa	11.23	0.86	Neural Network (Specific Model)	11	0.759	2627	203.905	321576	0.44	400	140	6290		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
72	10655.fa	70.52	2.68	Neural Network (Specific Model)	11	0.896	2420	219.42646488164533	1888499	0.31	2577	884	9866		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
73	11539.fa	65.16	7.78	Neural Network (Specific Model)	11	0.883	3518	257.56846473029043	1685809	0.34	1928	565	21027		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
74	1161.fa	88.22	2.85	Neural Network (Specific Model)	11	0.846	5375	265.4227680680208	1990410	0.42	2117	508	22332		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
75	12104.fa	3.19	0.0	Neural Network (Specific Model)	11	0.267	1695	102.67175572519083	299952	0.23	262	172	26197		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
76	12276.fa	35.89	0.15	Neural Network (Specific Model)	11	0.863	1683	214.53851744186048	1024423	0.3	1376	615	6360		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
77	12891.fa	13.24	0.19	Neural Network (Specific Model)	11	0.893	1566	236.75510204081635	311385	0.47	392	196	6521		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
78	13087.fa	7.41	0.05	Neural Network (Specific Model)	11	0.861	2964	219.1494252873563	330966	0.4	435	130	29140		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
79	13217.fa	21.25	1.16	Neural Network (Specific Model)	11	0.909	3127	301.35625596943646	1040068	0.36	1047	396	49900		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
80	13613.fa	89.12	1.92	Neural Network (Specific Model)	11	0.9	15902	283.74175824175825	1203864	0.46	1274	131	57250		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
81	13744.fa	19.55	3.36	Neural Network (Specific Model)	11	0.902	1368	217.95748160261653	883954	0.6	1223	616	7870		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
82	14360.fa	99.91	2.64	Neural Network (Specific Model)	11	0.859	32389	304.52482876712327	2481609	0.34	2336	187	151911		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
83	14547.fa	11.17	0.52	Neural Network (Specific Model)	11	0.856	2098	173.67178276269186	512938	0.46	847	251	10423		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
84	14798.fa	12.39	1.58	Neural Network (Specific Model)	11	0.887	2417	202.9660766961652	462984	0.43	678	206	9655		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
85	15004.fa	77.72	22.3	Neural Network (Specific Model)	11	0.901	2738	245.7835630423685	1600709	0.37	1959	664	27256		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
86	15668.fa	64.3	7.49	Neural Network (Specific Model)	11	0.906	3477	248.81350954478708	1120835	0.37	1362	404	15736		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
87	16072.fa	24.39	1.03	Neural Network (Specific Model)	11	0.899	1311	199.5823699421965	460074	0.37	692	335	4086		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
88	16407.fa	5.49	1.59	Neural Network (Specific Model)	11	0.862	1864	212.1454005934718	248144	0.45	337	134	6604		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
89	16541.fa	9.42	0.16	Neural Network (Specific Model)	11	0.862	6815	269.7636815920398	377096	0.31	402	88	19510		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
90	16629.fa	7.61	0.0	Neural Network (Specific Model)	11	0.848	1661	176.03135888501745	355775	0.44	574	213	6216		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
91	1669.fa	75.2	1.19	Gradient Boost (General Model)	11	0.862	2585	233.3572735590119	1772221	0.36	2186	771	8829		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
92	16842.fa	7.37	0.03	Neural Network (Specific Model)	11	0.68	2565	200.3793103448276	332602	0.39	377	147	15835		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
93	16989.fa	11.58	1.15	Neural Network (Specific Model)	11	0.876	1697	213.09402795425663	573051	0.42	787	331	12829		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
94	17320.fa	24.22	17.35	Neural Network (Specific Model)	11	0.89	2075	251.6830601092896	464868	0.47	549	232	12709		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
95	17552.fa	70.9	10.48	Neural Network (Specific Model)	11	0.901	2009	245.77536997885835	1545938	0.61	1892	799	10332		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
96	18351.fa	7.43	0.27	Neural Network (Specific Model)	11	0.667	2432	184.66666666666663	476513	0.4	576	222	10356		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
97	18573.fa	7.5	0.13	Neural Network (Specific Model)	11	0.876	1663	239.4234930448223	529317	0.63	647	300	8156		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
98	18873.fa	10.31	2.54	Neural Network (Specific Model)	11	0.848	1815	209.99738903394257	284115	0.33	383	164	7502		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
99	19037.fa	10.47	4.05	Neural Network (Specific Model)	11	0.839	2941	234.8987341772152	330487	0.46	395	132	9949		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
100	19169.fa	58.51	3.29	Gradient Boost (General Model)	11	0.893	2440	240.3913043478261	1538146	0.55	1909	693	9188		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
101	19862.fa	62.91	6.37	Neural Network (Specific Model)	11	0.834	8960	284.19237435008665	1765810	0.46	1731	275	44257		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
102	20137.fa	8.7	0.04	Neural Network (Specific Model)	11	0.852	2060	219.42751479289944	521247	0.52	676	264	6458		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
103	20401.fa	8.17	0.27	Neural Network (Specific Model)	11	0.834	1726	241.2372881355932	204450	0.47	236	119	6232		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
104	20520.fa	11.69	2.16	Neural Network (Specific Model)	11	0.901	1427	185.43188405797105	212273	0.39	345	142	6904		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
105	20662.fa	32.4	7.37	Neural Network (Specific Model)	11	0.876	3233	237.55143338954468	962779	0.34	1186	359	15055		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
106	21021.fa	17.21	1.37	Neural Network (Specific Model)	11	0.89	3529	250.22792792792796	933197	0.39	1110	323	12518		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
107	21344.fa	4.71	0.03	Neural Network (Specific Model)	11	0.716	1648	204.59692307692308	278303	0.33	325	162	8978		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
108	21506.fa	7.09	0.0	Neural Network (Specific Model)	11	0.889	2910	205.26799007444168	278031	0.47	403	109	35177		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
109	21615.fa	6.42	0.11	Neural Network (Specific Model)	4	0.748	1460	176.75572519083968	276061	0.45	393	184	4445		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
110	21799.fa	13.05	0.38	Neural Network (Specific Model)	11	0.865	1847	207.1415797317437	481446	0.34	671	266	6471		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
111	22065.fa	7.74	0.03	Neural Network (Specific Model)	11	0.797	1508	185.38867924528304	368954	0.3	530	238	4605		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
112	22303.fa	23.19	0.11	Neural Network (Specific Model)	11	0.92	2162	241.7163080407701	1387962	0.59	1766	688	8408		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
113	22991.fa	18.59	4.6	Neural Network (Specific Model)	11	0.923	1433	246.41711229946523	299089	0.38	374	200	5882		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
114	23191.fa	5.58	0.09	Neural Network (Specific Model)	11	0.928	2380	482.0119521912351	390970	0.45	251	180	13460		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
115	23371.fa	4.7	0.6	Neural Network (Specific Model)	11	0.767	1631	185.69727891156464	213023	0.45	294	131	4698		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
116	23502.fa	14.24	0.73	Neural Network (Specific Model)	11	0.832	4557	256.6492248062016	476722	0.45	516	123	13516		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
117	23625.fa	11.04	0.22	Neural Network (Specific Model)	11	0.722	3164	193.6919191919192	636352	0.31	792	246	13218		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
118	23871.fa	4.28	0.0	Neural Network (Specific Model)	11	0.844	1833	199.51193633952252	266528	0.52	377	149	8504		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
119	24020.fa	8.81	0.51	Neural Network (Specific Model)	11	0.819	2910	236.7323943661972	307311	0.46	355	116	12418		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
120	24136.fa	7.16	0.07	Neural Network (Specific Model)	11	0.695	3538	205.6513513513513	327492	0.38	370	126	15919		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
121	24262.fa	10.42	0.09	Neural Network (Specific Model)	11	0.763	6639	219.10091743119267	467722	0.41	545	95	50078		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
122	24357.fa	5.11	0.01	Neural Network (Specific Model)	11	0.838	2071	177.48670756646217	309392	0.49	489	149	18262		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
123	2440.fa	26.12	8.08	Neural Network (Specific Model)	11	0.852	3777	264.6897470039947	698480	0.45	751	221	13672		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
124	24506.fa	7.38	0.04	Neural Network (Specific Model)	11	0.744	3642	210.5532879818594	373388	0.4	441	132	12709		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
125	24638.fa	80.33	0.07	Neural Network (Specific Model)	11	0.861	172811	317.3783783783784	3186647	0.39	2886	34	350293		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
126	24672.fa	16.65	0.0	Neural Network (Specific Model)	11	0.838	594787	308.9	596596	0.38	540	2	594787		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
127	2661.fa	26.65	3.11	Neural Network (Specific Model)	11	0.899	1729	228.1304347826087	839075	0.36	1104	494	6134		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
128	3155.fa	56.87	5.53	Neural Network (Specific Model)	11	0.9	3069	233.73513986013987	889604	0.37	1144	348	14660		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
129	3503.fa	12.75	2.22	Neural Network (Specific Model)	11	0.866	2307	228.5045180722892	524726	0.34	664	253	7688		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
130	3756.fa	74.5	0.63	Gradient Boost (General Model)	11	0.922	5121	286.5988647114475	1966396	0.43	2114	485	19744		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
131	4241.fa	50.45	16.94	Neural Network (Specific Model)	11	0.922	1423	232.9404761904762	1524456	0.62	2016	1040	7799		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
132	486.fa	7.31	1.15	Neural Network (Specific Model)	11	0.745	1563	184.43515850144087	257151	0.44	347	163	4414		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
133	5281.fa	15.59	1.92	Neural Network (Specific Model)	11	0.816	1689	203.9679376083189	862685	0.52	1154	511	6479		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
134	5792.fa	26.51	9.84	Neural Network (Specific Model)	11	0.857	2258	242.96726959517656	985106	0.47	1161	464	7469		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
135	6256.fa	45.55	3.59	Gradient Boost (General Model)	11	0.923	2097	239.9035133717881	1482430	0.44	1907	745	9117		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
136	649.fa	27.17	2.51	Neural Network (Specific Model)	11	0.862	1924	221.0079936051159	960040	0.34	1251	512	7569		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
137	7001.fa	71.0	2.5	Neural Network (Specific Model)	11	0.881	2611	242.46286205907657	2871288	0.51	3487	1231	10181		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
138	8232.fa	52.64	9.85	Neural Network (Specific Model)	11	0.857	1900	224.77906976744185	1418234	0.42	1806	778	8002		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
139	9010.fa	22.65	1.34	Neural Network (Specific Model)	11	0.728	1646	192.218045112782	839837	0.43	1064	496	12373		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
140	9506.fa	9.92	0.43	Neural Network (Specific Model)	11	0.724	2473	191.727602905569	654741	0.29	826	296	11809		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
141	9802.fa	29.6	0.88	Neural Network (Specific Model)	11	0.775	1624	194.66103286384973	800535	0.44	1065	498	5006		SRR24759597	checkm2 on collection 73: Quality report	comebin-single-sample-binning
142	1	13.53	1.54	Neural Network (Specific Model)	11	0.803	5182	256.9478458049887	421695	0.45	441	99	21552		SRR24759596	checkm2 on collection 62: Quality report	metabat2-single-sample-binning
