Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
SRR22878281_binette_bin118.fasta	k__Bacteria (UID1453)	901	171	117	107	53	11	0	0	0	37.56	5.03	100.00
SRR22878281_binette_bin119.fasta	k__Bacteria (UID2565)	2921	140	85	98	41	1	0	0	0	29.80	1.18	0.00
SRR22878281_binette_bin12.fasta	c__Gammaproteobacteria (UID4267)	119	544	284	61	472	11	0	0	0	86.17	1.87	27.27
SRR22878281_binette_bin120.fasta	k__Bacteria (UID203)	5449	103	57	89	12	1	1	0	0	17.86	5.26	100.00
SRR22878281_binette_bin121.fasta	k__Bacteria (UID203)	5449	103	57	86	16	1	0	0	0	22.62	1.75	0.00
SRR22878281_binette_bin122.fasta	k__Bacteria (UID203)	5449	104	58	87	17	0	0	0	0	17.73	0.00	0.00
SRR22878281_binette_bin123.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	344	171	13	1	0	0	35.26	2.44	0.00
SRR22878281_binette_bin124.fasta	k__Bacteria (UID203)	5449	103	57	87	16	0	0	0	0	21.93	0.00	0.00
SRR22878281_binette_bin126.fasta	k__Bacteria (UID203)	5449	102	56	85	17	0	0	0	0	24.64	0.00	0.00
SRR22878281_binette_bin127.fasta	k__Bacteria (UID203)	5449	103	58	93	9	1	0	0	0	15.52	1.72	100.00
SRR22878281_binette_bin128.fasta	k__Bacteria (UID1453)	901	171	117	111	49	11	0	0	0	25.93	2.91	72.73
SRR22878281_binette_bin129.fasta	k__Bacteria (UID203)	5449	104	58	91	10	3	0	0	0	18.42	5.17	0.00
SRR22878281_binette_bin13.fasta	p__Bacteroidetes (UID2591)	364	303	203	3	298	2	0	0	0	98.52	0.49	50.00
SRR22878281_binette_bin130.fasta	k__Bacteria (UID203)	5449	102	56	87	15	0	0	0	0	15.29	0.00	0.00
SRR22878281_binette_bin131.fasta	k__Bacteria (UID203)	5449	102	56	91	11	0	0	0	0	15.34	0.00	0.00
SRR22878281_binette_bin132.fasta	k__Bacteria (UID203)	5449	104	58	94	10	0	0	0	0	13.79	0.00	0.00
SRR22878281_binette_bin133.fasta	k__Bacteria (UID203)	5449	104	58	82	21	1	0	0	0	19.70	0.16	0.00
SRR22878281_binette_bin134.fasta	k__Bacteria (UID203)	5449	104	58	86	13	4	0	0	1	20.17	13.79	0.00
SRR22878281_binette_bin136.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin137.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin138.fasta	k__Archaea (UID2)	207	149	107	137	11	1	0	0	0	4.64	0.07	100.00
SRR22878281_binette_bin139.fasta	k__Bacteria (UID203)	5449	104	58	94	8	2	0	0	0	14.66	3.45	50.00
SRR22878281_binette_bin14.fasta	s__algicola (UID2847)	33	496	263	48	443	5	0	0	0	92.87	1.39	40.00
SRR22878281_binette_bin140.fasta	k__Bacteria (UID203)	5449	104	58	89	14	1	0	0	0	15.27	1.72	100.00
SRR22878281_binette_bin141.fasta	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	6.90	0.00	0.00
SRR22878281_binette_bin142.fasta	k__Bacteria (UID203)	5449	103	57	93	9	1	0	0	0	13.32	0.88	0.00
SRR22878281_binette_bin143.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin144.fasta	k__Bacteria (UID203)	5449	102	56	56	32	8	3	0	3	27.68	6.85	17.02
SRR22878281_binette_bin145.fasta	g__Vibrio (UID4874)	71	1066	378	1006	56	4	0	0	0	1.44	0.09	75.00
SRR22878281_binette_bin146.fasta	k__Bacteria (UID2565)	2921	144	89	121	22	1	0	0	0	11.46	1.12	0.00
SRR22878281_binette_bin147.fasta	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	4.31	0.00	0.00
SRR22878281_binette_bin148.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin149.fasta	k__Bacteria (UID203)	5449	104	58	89	10	5	0	0	0	20.69	8.62	80.00
SRR22878281_binette_bin15.fasta	k__Bacteria (UID203)	5449	104	58	46	57	1	0	0	0	78.76	1.72	100.00
SRR22878281_binette_bin150.fasta	k__Bacteria (UID1453)	901	171	117	155	16	0	0	0	0	3.33	0.00	0.00
SRR22878281_binette_bin151.fasta	k__Bacteria (UID203)	5449	103	57	102	1	0	0	0	0	0.88	0.00	0.00
SRR22878281_binette_bin152.fasta	k__Bacteria (UID203)	5449	102	56	85	16	1	0	0	0	18.21	1.79	0.00
SRR22878281_binette_bin153.fasta	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	12.02	0.00	0.00
SRR22878281_binette_bin154.fasta	k__Bacteria (UID203)	5449	104	58	85	16	3	0	0	0	23.04	3.45	66.67
SRR22878281_binette_bin155.fasta	k__Bacteria (UID203)	5449	104	58	92	10	2	0	0	0	14.83	2.07	0.00
SRR22878281_binette_bin156.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin157.fasta	k__Bacteria (UID203)	5449	103	57	95	8	0	0	0	0	6.78	0.00	0.00
SRR22878281_binette_bin158.fasta	k__Bacteria (UID203)	5449	104	58	94	10	0	0	0	0	11.21	0.00	0.00
SRR22878281_binette_bin159.fasta	k__Archaea (UID2)	207	149	107	145	1	3	0	0	0	0.29	0.22	0.00
SRR22878281_binette_bin16.fasta	p__Cyanobacteria (UID2192)	79	584	458	7	567	9	1	0	0	98.47	2.18	16.67
SRR22878281_binette_bin160.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	0.69	0.00	0.00
SRR22878281_binette_bin161.fasta	k__Bacteria (UID2565)	2921	143	87	115	26	2	0	0	0	16.05	0.21	50.00
SRR22878281_binette_bin162.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin163.fasta	k__Bacteria (UID2565)	2921	140	85	91	38	8	3	0	0	20.93	2.49	29.41
SRR22878281_binette_bin164.fasta	c__Gammaproteobacteria (UID4443)	356	451	270	397	39	10	5	0	0	4.68	0.55	0.00
SRR22878281_binette_bin165.fasta	k__Bacteria (UID203)	5449	103	57	98	5	0	0	0	0	3.99	0.00	0.00
SRR22878281_binette_bin166.fasta	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.00	0.00
SRR22878281_binette_bin167.fasta	k__Bacteria (UID203)	5449	103	57	96	7	0	0	0	0	8.93	0.00	0.00
SRR22878281_binette_bin168.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin169.fasta	k__Bacteria (UID203)	5449	102	56	99	3	0	0	0	0	3.57	0.00	0.00
SRR22878281_binette_bin17.fasta	c__Deltaproteobacteria (UID3216)	83	247	155	13	231	3	0	0	0	92.88	1.45	33.33
SRR22878281_binette_bin170.fasta	k__Bacteria (UID203)	5449	103	57	97	5	1	0	0	0	10.53	1.75	0.00
SRR22878281_binette_bin171.fasta	root (UID1)	5656	56	24	54	0	2	0	0	0	0.93	0.93	0.00
SRR22878281_binette_bin172.fasta	k__Bacteria (UID203)	5449	104	58	93	11	0	0	0	0	9.56	0.00	0.00
SRR22878281_binette_bin173.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin174.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin175.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin176.fasta	k__Bacteria (UID1453)	901	171	117	160	11	0	0	0	0	2.04	0.00	0.00
SRR22878281_binette_bin177.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	1.72	0.00	0.00
SRR22878281_binette_bin178.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin179.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin18.fasta	k__Bacteria (UID3187)	2258	188	117	36	148	4	0	0	0	91.45	2.61	0.00
SRR22878281_binette_bin180.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin181.fasta	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	2.66	0.00	0.00
SRR22878281_binette_bin182.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin183.fasta	k__Bacteria (UID203)	5449	104	58	94	10	0	0	0	0	11.68	0.00	0.00
SRR22878281_binette_bin184.fasta	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	4.02	0.00	0.00
SRR22878281_binette_bin185.fasta	k__Bacteria (UID203)	5449	102	56	95	7	0	0	0	0	7.31	0.00	0.00
SRR22878281_binette_bin186.fasta	k__Bacteria (UID203)	5449	103	57	95	8	0	0	0	0	7.50	0.00	0.00
SRR22878281_binette_bin187.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin188.fasta	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	6.90	0.00	0.00
SRR22878281_binette_bin189.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin190.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin191.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	2.30	0.00	0.00
SRR22878281_binette_bin192.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin193.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin194.fasta	k__Bacteria (UID203)	5449	104	58	51	18	7	15	7	6	23.82	28.77	40.24
SRR22878281_binette_bin195.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin196.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin197.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0.00	0.00
SRR22878281_binette_bin198.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin199.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin2.fasta	o__Rhizobiales (UID3447)	356	413	248	6	406	1	0	0	0	98.71	0.10	0.00
SRR22878281_binette_bin20.fasta	o__Rhizobiales (UID3447)	356	413	248	46	353	14	0	0	0	94.86	2.92	50.00
SRR22878281_binette_bin200.fasta	f__Rhodobacteraceae (UID3356)	67	617	330	597	19	1	0	0	0	2.11	0.02	0.00
SRR22878281_binette_bin201.fasta	k__Bacteria (UID203)	5449	104	58	99	3	2	0	0	0	2.19	1.72	50.00
SRR22878281_binette_bin202.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0.00	0.00
SRR22878281_binette_bin203.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin204.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin205.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin206.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0.00	0.00
SRR22878281_binette_bin207.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin208.fasta	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	6.90	0.00	0.00
SRR22878281_binette_bin209.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin21.fasta	o__Sphingomonadales (UID3310)	26	569	293	23	543	3	0	0	0	95.34	0.85	0.00
SRR22878281_binette_bin210.fasta	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	3.06	0.00	0.00
SRR22878281_binette_bin211.fasta	k__Bacteria (UID203)	5449	102	56	93	9	0	0	0	0	7.95	0.00	0.00
SRR22878281_binette_bin212.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin213.fasta	k__Bacteria (UID203)	5449	103	57	102	1	0	0	0	0	1.75	0.00	0.00
SRR22878281_binette_bin214.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin215.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	458	71	0	0	0	0	11.71	0.00	0.00
SRR22878281_binette_bin216.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin217.fasta	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	2.35	0.00	0.00
SRR22878281_binette_bin218.fasta	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	1.72	0.00	0.00
SRR22878281_binette_bin219.fasta	k__Bacteria (UID203)	5449	103	58	99	4	0	0	0	0	5.17	0.00	0.00
SRR22878281_binette_bin22.fasta	o__Sphingomonadales (UID3310)	26	569	293	64	494	11	0	0	0	92.45	1.75	36.36
SRR22878281_binette_bin220.fasta	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.07	0.00	0.00
SRR22878281_binette_bin221.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin222.fasta	k__Bacteria (UID2565)	2921	142	87	106	23	9	4	0	0	16.79	2.94	14.29
SRR22878281_binette_bin223.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin224.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin225.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin226.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin227.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin228.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin229.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin23.fasta	c__Gammaproteobacteria (UID4267)	119	544	284	36	500	7	1	0	0	92.04	1.87	10.00
SRR22878281_binette_bin230.fasta	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	3.45	0.00	0.00
SRR22878281_binette_bin231.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin232.fasta	k__Bacteria (UID203)	5449	103	57	100	3	0	0	0	0	2.98	0.00	0.00
SRR22878281_binette_bin233.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin234.fasta	root (UID1)	5656	56	24	55	0	1	0	0	0	4.17	4.17	100.00
SRR22878281_binette_bin235.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin24.fasta	o__Sphingomonadales (UID3310)	26	569	293	31	528	10	0	0	0	96.12	1.86	70.00
SRR22878281_binette_bin243.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin244.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin245.fasta	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	1.33	0.00	0.00
SRR22878281_binette_bin246.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin247.fasta	k__Bacteria (UID203)	5449	103	57	98	5	0	0	0	0	7.89	0.00	0.00
SRR22878281_binette_bin248.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin249.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin25.fasta	k__Bacteria (UID2329)	174	149	89	17	131	1	0	0	0	83.15	1.12	0.00
SRR22878281_binette_bin250.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin251.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin252.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin253.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin254.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin255.fasta	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	0.63	0.00	0.00
SRR22878281_binette_bin256.fasta	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.00	0.00
SRR22878281_binette_bin257.fasta	p__Proteobacteria (UID3880)	1495	261	164	235	26	0	0	0	0	3.89	0.00	0.00
SRR22878281_binette_bin258.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin26.fasta	o__Rhizobiales (UID3449)	345	431	258	58	356	17	0	0	0	92.31	4.05	52.94
SRR22878281_binette_bin260.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin261.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin262.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin263.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin264.fasta	k__Bacteria (UID203)	5449	103	57	101	2	0	0	0	0	2.63	0.00	0.00
SRR22878281_binette_bin265.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin266.fasta	k__Bacteria (UID203)	5449	104	58	97	6	1	0	0	0	1.10	0.16	0.00
SRR22878281_binette_bin267.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	1.04	0.00	0.00
SRR22878281_binette_bin268.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin269.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin27.fasta	k__Bacteria (UID3187)	2258	190	119	13	175	2	0	0	0	91.12	1.26	50.00
SRR22878281_binette_bin270.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin271.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin273.fasta	k__Bacteria (UID203)	5449	104	58	100	3	1	0	0	0	6.90	1.72	100.00
SRR22878281_binette_bin274.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin275.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin276.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin278.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin279.fasta	k__Bacteria (UID203)	5449	103	57	102	1	0	0	0	0	1.75	0.00	0.00
SRR22878281_binette_bin28.fasta	c__Deltaproteobacteria (UID3216)	83	247	155	19	221	7	0	0	0	90.06	3.01	0.00
SRR22878281_binette_bin280.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin281.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin282.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin283.fasta	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
SRR22878281_binette_bin284.fasta	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
SRR22878281_binette_bin29.fasta	c__Deltaproteobacteria (UID3216)	83	247	155	9	235	3	0	0	0	94.84	1.94	0.00
SRR22878281_binette_bin3.fasta	o__Pseudomonadales (UID4679)	87	674	364	13	653	8	0	0	0	97.79	1.84	25.00
SRR22878281_binette_bin30.fasta	o__Rhodospirillales (UID3754)	63	336	201	18	310	8	0	0	0	92.62	3.07	25.00
SRR22878281_binette_bin31.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	24	484	20	1	0	0	97.60	3.80	34.78
SRR22878281_binette_bin32.fasta	s__algicola (UID2846)	47	571	303	28	534	6	3	0	0	94.75	1.61	80.00
SRR22878281_binette_bin33.fasta	s__algicola (UID2846)	47	571	303	22	543	6	0	0	0	97.44	0.94	50.00
SRR22878281_binette_bin34.fasta	p__Cyanobacteria (UID2192)	79	584	458	22	548	14	0	0	0	96.40	2.51	50.00
SRR22878281_binette_bin35.fasta	p__Cyanobacteria (UID2192)	79	584	458	29	549	6	0	0	0	94.32	0.95	0.00
SRR22878281_binette_bin36.fasta	k__Bacteria (UID1453)	901	171	117	3	165	3	0	0	0	97.44	1.14	66.67
SRR22878281_binette_bin37.fasta	s__algicola (UID2846)	47	571	303	17	540	14	0	0	0	96.04	3.29	35.71
SRR22878281_binette_bin38.fasta	c__Gammaproteobacteria (UID4443)	356	451	270	22	405	24	0	0	0	93.52	4.96	12.50
SRR22878281_binette_bin39.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	84	417	26	2	0	0	88.03	5.32	68.75
SRR22878281_binette_bin4.fasta	c__Gammaproteobacteria (UID4444)	263	507	232	58	439	10	0	0	0	95.45	2.54	40.00
SRR22878281_binette_bin40.fasta	s__algicola (UID2846)	47	571	303	15	544	12	0	0	0	96.81	2.66	66.67
SRR22878281_binette_bin41.fasta	k__Bacteria (UID2982)	88	229	147	9	213	6	1	0	0	95.10	4.76	0.00
SRR22878281_binette_bin43.fasta	c__Gammaproteobacteria (UID4787)	26	752	296	46	678	27	1	0	0	93.35	4.67	73.33
SRR22878281_binette_bin44.fasta	o__Sphingomonadales (UID3310)	26	569	293	21	533	15	0	0	0	94.93	2.12	26.67
SRR22878281_binette_bin45.fasta	c__Alphaproteobacteria (UID3422)	26	529	308	37	490	2	0	0	0	91.75	0.49	100.00
SRR22878281_binette_bin46.fasta	c__Gammaproteobacteria (UID4787)	26	752	296	88	647	17	0	0	0	91.25	2.15	64.71
SRR22878281_binette_bin47.fasta	k__Bacteria (UID1453)	901	171	117	10	157	4	0	0	0	94.49	2.99	0.00
SRR22878281_binette_bin48.fasta	k__Bacteria (UID1453)	901	171	117	7	161	3	0	0	0	94.87	1.71	0.00
SRR22878281_binette_bin49.fasta	f__Rhodobacteraceae (UID3375)	32	625	283	30	584	11	0	0	0	95.30	2.32	63.64
SRR22878281_binette_bin5.fasta	c__Gammaproteobacteria (UID4274)	112	581	290	64	507	10	0	0	0	90.40	1.13	10.00
SRR22878281_binette_bin50.fasta	o__Rhizobiales (UID3447)	356	416	249	82	319	14	1	0	0	84.28	4.31	41.18
SRR22878281_binette_bin51.fasta	f__Rhodobacteraceae (UID3356)	67	617	330	38	552	26	1	0	0	93.31	5.41	72.41
SRR22878281_binette_bin52.fasta	c__Alphaproteobacteria (UID3337)	468	388	250	65	311	12	0	0	0	87.69	3.25	0.00
SRR22878281_binette_bin53.fasta	k__Bacteria (UID203)	5449	104	58	49	52	3	0	0	0	72.34	3.61	33.33
SRR22878281_binette_bin54.fasta	c__Gammaproteobacteria (UID4267)	119	544	284	137	390	15	2	0	0	77.56	4.43	4.76
SRR22878281_binette_bin55.fasta	k__Bacteria (UID2982)	88	229	147	38	184	7	0	0	0	92.63	3.07	0.00
SRR22878281_binette_bin56.fasta	k__Bacteria (UID1453)	901	171	117	12	158	1	0	0	0	90.60	0.85	0.00
SRR22878281_binette_bin58.fasta	k__Bacteria (UID1453)	901	171	117	15	152	4	0	0	0	92.59	2.14	0.00
SRR22878281_binette_bin59.fasta	s__algicola (UID2846)	47	571	303	82	483	6	0	0	0	89.68	1.82	16.67
SRR22878281_binette_bin6.fasta	p__Proteobacteria (UID3880)	1495	261	164	5	253	3	0	0	0	96.95	1.83	33.33
SRR22878281_binette_bin60.fasta	o__Rhizobiales (UID3447)	356	416	249	49	348	18	1	0	0	89.88	4.67	76.19
SRR22878281_binette_bin61.fasta	s__algicola (UID2846)	47	571	303	88	464	17	2	0	0	89.82	4.01	13.04
