contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
SRR22878281.fastq_bin_1030637.fasta	M00015	100.0	Proline biosynthesis, glutamate => proline	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00147,K00286,K00931	
SRR22878281.fastq_bin_1030637.fasta	M00017	100.0	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00003,K00133,K00548,K00641,K00928,K01739,K14155	
SRR22878281.fastq_bin_1030637.fasta	M00018	100.0	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00003,K00133,K00872,K00928,K01733	
SRR22878281.fastq_bin_1030637.fasta	M00019	100.0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00053,K00826,K01652,K01653,K01687	
SRR22878281.fastq_bin_1030637.fasta	M00020	100.0	Serine biosynthesis, glycerate-3P => serine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00058,K00831,K01079	
SRR22878281.fastq_bin_1030637.fasta	M00022	100.0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00014,K00800,K01626,K01735,K01736,K03786,K13829	
SRR22878281.fastq_bin_1030637.fasta	M00023	100.0	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00766,K01609,K01657,K01658,K01695,K01696,K01817	
SRR22878281.fastq_bin_1030637.fasta	M00028	100.0	Ornithine biosynthesis, glutamate => ornithine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00145,K00620,K00821,K00930,K01438	
SRR22878281.fastq_bin_1030637.fasta	M00048	100.0	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00602,K00764,K01588,K01589,K01756,K01923,K01945,K01952,K11175,K11788	
SRR22878281.fastq_bin_1030637.fasta	M00049	100.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00939,K00940,K01756,K01939	
SRR22878281.fastq_bin_1030637.fasta	M00050	100.0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00088,K00940,K00942,K01951	
SRR22878281.fastq_bin_1030637.fasta	M00052	100.0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K00940,K01937,K09903	
SRR22878281.fastq_bin_1030637.fasta	M00083	100.0	Fatty acid biosynthesis, elongation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00059,K00208,K02372,K09458	
SRR22878281.fastq_bin_1030637.fasta	M00086	100.0	beta-Oxidation, acyl-CoA synthesis	Pathway modules; Lipid metabolism; Fatty acid metabolism	K01897	
SRR22878281.fastq_bin_1030637.fasta	M00087	100.0	beta-Oxidation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00022,K00249,K00632,K01692	
SRR22878281.fastq_bin_1030637.fasta	M00120	100.0	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00859,K00867,K00954,K13038	
SRR22878281.fastq_bin_1030637.fasta	M00122	100.0	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00768,K02226,K02227,K02231,K02232,K02233,K19221	
SRR22878281.fastq_bin_1030637.fasta	M00125	100.0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00793,K00794,K11752,K11753,K14652,K20862	
SRR22878281.fastq_bin_1030637.fasta	M00140	100.0	C1-unit interconversion, prokaryotes	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00600,K01491,K01938	
SRR22878281.fastq_bin_1030637.fasta	M00144	100.0	NADH	Pathway modules; Energy metabolism; ATP synthesis	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343	
SRR22878281.fastq_bin_1030637.fasta	M00155	100.0	Cytochrome c oxidase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02274,K02275,K02276,K02277	
SRR22878281.fastq_bin_1030637.fasta	M00176	100.0	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism	K00390,K00392,K00860,K00958	
SRR22878281.fastq_bin_1030637.fasta	M00307	100.0	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00163,K00382,K00627	
SRR22878281.fastq_bin_1030637.fasta	M00432	100.0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00052,K01649,K01703,K01704	
SRR22878281.fastq_bin_1030637.fasta	M00533	100.0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00151,K00455,K01826,K05921	
SRR22878281.fastq_bin_1030637.fasta	M00545	100.0	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K01666,K02554,K04073,K05712,K05713,K05714	
SRR22878281.fastq_bin_1030637.fasta	M00555	100.0	Betaine biosynthesis, choline => betaine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00108,K00130	
SRR22878281.fastq_bin_1030637.fasta	M00570	100.0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00053,K00826,K01652,K01653,K01687,K01754	
SRR22878281.fastq_bin_1030637.fasta	M00621	100.0	Glycine cleavage system	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00281,K00382,K00605	
SRR22878281.fastq_bin_1030637.fasta	M00741	100.0	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01847,K01965,K01966,K05606	
SRR22878281.fastq_bin_1030637.fasta	M00844	100.0	Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00611,K01755,K01940	
SRR22878281.fastq_bin_1030637.fasta	M00854	100.0	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00700,K00703,K00975	
SRR22878281.fastq_bin_1030637.fasta	M00909	100.0	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00820,K00845,K01810,K03431,K04042	
SRR22878281.fastq_bin_1030637.fasta	M00916	100.0	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K06215,K08681	
SRR22878281.fastq_bin_1030637.fasta	M00970	100.0	Proline degradation, proline => glutamate	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K13821	
SRR22878281.fastq_bin_1030637.fasta	M00051	94.44	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K00609,K00762,K01465,K01591,K01955,K01956,K17828	K00610
SRR22878281.fastq_bin_1030637.fasta	M00569	93.33	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K00446,K01617,K01666,K01821,K02554,K04073	K10217
SRR22878281.fastq_bin_1030637.fasta	M00026	91.67	Histidine biosynthesis, PRPP => histidine	Pathway modules; Amino acid metabolism; Histidine metabolism	K00013,K00765,K00817,K01496,K01693,K01814,K02500,K02501,K04486	K01523
SRR22878281.fastq_bin_1030637.fasta	M00036	91.67	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00249,K00382,K00826,K01640,K01968,K09699,K11381,K13766	K01969
SRR22878281.fastq_bin_1030637.fasta	M00016	88.89	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00133,K00215,K00821,K00928,K01439,K01586,K01714,K01778	K00674
SRR22878281.fastq_bin_1030637.fasta	M00116	88.89	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01661,K01911,K02548,K02549,K02551,K02552,K03183,K08680	K19222
SRR22878281.fastq_bin_1030637.fasta	M00926	88.89	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00231,K00435,K01599,K01698,K01772,K01845,K02492,K13542	K01749
SRR22878281.fastq_bin_1030637.fasta	M00096	87.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00099,K00919,K01662,K01770,K03526,K03527,K12506	K01823
SRR22878281.fastq_bin_1030637.fasta	M00157	87.5	F-type ATPase, prokaryotes and chloroplasts	Pathway modules; Energy metabolism; ATP synthesis	K02108,K02109,K02111,K02112,K02113,K02114,K02115	K02110
SRR22878281.fastq_bin_1030637.fasta	M00912	87.5	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00452,K00453,K00486,K00767,K00969,K01556,K01950	K01432
SRR22878281.fastq_bin_1030637.fasta	M00527	85.71	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00133,K00215,K00928,K01586,K01714,K01778	K10206
SRR22878281.fastq_bin_1030637.fasta	M00526	83.33	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00133,K00215,K00928,K01586,K01714	K03340
SRR22878281.fastq_bin_1030637.fasta	M00793	83.33	dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis	K00973,K01710,K01790	K00067
SRR22878281.fastq_bin_1030637.fasta	M00846	83.33	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01698,K01845,K02302,K02492,K13542	K01749
SRR22878281.fastq_bin_1030637.fasta	M00880	83.33	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03635,K03637,K03639,K03750	K03831
SRR22878281.fastq_bin_1030637.fasta	M00959	83.33	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules; Nucleotide metabolism; Purine metabolism	K00087,K01487,K03784,K03787	K13479,K13480
SRR22878281.fastq_bin_1030637.fasta	M00978	83.33	Ornithine-ammonia cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00611,K01755,K01915,K01940,K01955,K01956	K27542
SRR22878281.fastq_bin_1030637.fasta	M00115	80.0	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00278,K00767,K00969,K01950	K03517
SRR22878281.fastq_bin_1030637.fasta	M00121	80.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00231,K01599,K01698,K01772,K01845,K01885,K02492,K13542	K00228,K01749
SRR22878281.fastq_bin_1030637.fasta	M00173	80.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00024,K00031,K00174,K00175,K00239,K00240,K00241,K01676,K01681,K01902,K01903,K01958	K00169,K00170,K00171,K00172,K15230,K15231
SRR22878281.fastq_bin_1030637.fasta	M00373	77.78	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00626,K01847,K01965,K01966,K05606,K08691,K14447,K14448,K14449	K00023,K14446,K14451,K17865
SRR22878281.fastq_bin_1030637.fasta	M00958	77.78	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules; Nucleotide metabolism; Purine metabolism	K00087,K01488,K03784,K03787	K13479,K13480
SRR22878281.fastq_bin_1030637.fasta	M00035	75.0	Methionine degradation	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789,K01251,K01697	K00552
SRR22878281.fastq_bin_1030637.fasta	M00053	75.0	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00525,K00940	K00526
SRR22878281.fastq_bin_1030637.fasta	M00082	75.0	Fatty acid biosynthesis, initiation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645,K00648,K11263	K01962,K01963
SRR22878281.fastq_bin_1030637.fasta	M00149	75.0	Succinate dehydrogenase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K00239,K00240,K00241	K00242
SRR22878281.fastq_bin_1030637.fasta	M00632	75.0	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00849,K01784,K01785	K00965
SRR22878281.fastq_bin_1030637.fasta	M00165	72.73	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00134,K00615,K00927,K01623,K01783,K01803,K01808,K02446	K00855,K01100,K01601
SRR22878281.fastq_bin_1030637.fasta	M00975	71.88	Betaine degradation, bacteria, betaine => pyruvate	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00302,K00303,K00304,K00479,K00600,K01752	K00305,K00309,K21832
SRR22878281.fastq_bin_1030637.fasta	M00038	71.43	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00452,K00453,K00486,K01556,K03392	K01432,K10217
SRR22878281.fastq_bin_1030637.fasta	M00845	71.43	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00145,K00821,K01438,K01755,K01940	K09065,K22478
SRR22878281.fastq_bin_1030637.fasta	M00938	70.0	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K00525,K00940,K00943,K01520	K00526,K00560
SRR22878281.fastq_bin_1030637.fasta	M00878	68.57	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K00074,K01692,K01912,K02609,K02610,K02611,K02612,K15866	K02613,K02615,K02618
SRR22878281.fastq_bin_1030637.fasta	M00027	66.67	GABA (gamma-Aminobutyrate) shunt	Pathway modules; Amino acid metabolism; Other amino acid metabolism	K00135,K00823	K01580
SRR22878281.fastq_bin_1030637.fasta	M00046	66.67	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01464,K06016	K00207
SRR22878281.fastq_bin_1030637.fasta	M00119	66.67	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00077,K00606,K00826,K01918	K01579
SRR22878281.fastq_bin_1030637.fasta	M00135	66.67	GABA biosynthesis, eukaryotes, putrescine => GABA	Pathway modules; Amino acid metabolism; Polyamine biosynthesis	K00274,K00657	K00128
SRR22878281.fastq_bin_1030637.fasta	M00153	66.67	Cytochrome bd ubiquinol oxidase	Pathway modules; Energy metabolism; ATP synthesis	K00425,K00426	K00424
SRR22878281.fastq_bin_1030637.fasta	M00346	66.67	Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism	K00024,K00600,K00830,K01689,K08691,K11529	K00018,K01595,K08692,K14067
SRR22878281.fastq_bin_1030637.fasta	M00378	66.67	F420 biosynthesis, archaea	Pathway modules; Energy metabolism; Methane metabolism	K11212,K12234,K14941	K11780,K11781
SRR22878281.fastq_bin_1030637.fasta	M00525	66.67	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00133,K00215,K00928,K01586,K01714,K01778	K00841,K05822,K05823
SRR22878281.fastq_bin_1030637.fasta	M00535	66.67	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00052,K01703,K01704	K09011
SRR22878281.fastq_bin_1030637.fasta	M00549	66.67	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00845,K01835	K00963
SRR22878281.fastq_bin_1030637.fasta	M00565	66.67	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00700,K00703,K00975,K01214	K01236,K06044
SRR22878281.fastq_bin_1030637.fasta	M00572	66.67	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00059,K00208,K02372,K09458	K02169,K02170
SRR22878281.fastq_bin_1030637.fasta	M00892	66.67	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00820,K00845,K00972,K01810	K00621,K01836
SRR22878281.fastq_bin_1030637.fasta	M00913	66.67	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00077,K00606,K01918	K00128,K13367
SRR22878281.fastq_bin_1030637.fasta	M00922	66.67	CMP-Neu5Ac biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K00983,K01654	K24257
SRR22878281.fastq_bin_1030637.fasta	M00532	61.11	Photorespiration	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00281,K00382,K00600,K00605,K00830,K02437	K01601,K03781,K11517,K14272,K15893,K15918,K19269
SRR22878281.fastq_bin_1030637.fasta	M00012	60.0	Glyoxylate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00024,K01647,K01681	K01637,K01638
SRR22878281.fastq_bin_1030637.fasta	M00029	60.0	Urea cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00611,K01755,K01940	K01476,K01948
SRR22878281.fastq_bin_1030637.fasta	M00126	60.0	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00796,K01113,K11754,K13940	K00287,K01495
SRR22878281.fastq_bin_1030637.fasta	M00885	58.33	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645,K02078,K11263,K11610	K11608,K11609,K11611,K18472,K27689
SRR22878281.fastq_bin_1030637.fasta	M00886	56.67	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645,K02078,K11263,K11610	K11608,K11609,K11611,K18472,K27070,K27071,K27072,K27073
SRR22878281.fastq_bin_1030637.fasta	M00008	50.0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00036,K01057	K01625,K01690
SRR22878281.fastq_bin_1030637.fasta	M00021	50.0	Cysteine biosynthesis, serine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01738	K00640
SRR22878281.fastq_bin_1030637.fasta	M00024	50.0	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K04518,K06208	K00832
SRR22878281.fastq_bin_1030637.fasta	M00025	50.0	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K04517,K06208	K00832
SRR22878281.fastq_bin_1030637.fasta	M00141	50.0	C1-unit interconversion, eukaryotes	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00600	K00288
SRR22878281.fastq_bin_1030637.fasta	M00168	50.0	CAM (Crassulacean acid metabolism), dark	Pathway modules; Energy metabolism; Carbon fixation	K00024	K01595
SRR22878281.fastq_bin_1030637.fasta	M00169	50.0	CAM (Crassulacean acid metabolism), light	Pathway modules; Energy metabolism; Carbon fixation	K01006	K00029
SRR22878281.fastq_bin_1030637.fasta	M00338	50.0	Cysteine biosynthesis, homocysteine + serine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01697	K01758
SRR22878281.fastq_bin_1030637.fasta	M00364	50.0	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K13787	K01823
SRR22878281.fastq_bin_1030637.fasta	M00365	50.0	C10-C20 isoprenoid biosynthesis, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K13787	K01823
SRR22878281.fastq_bin_1030637.fasta	M00417	50.0	Cytochrome o ubiquinol oxidase	Pathway modules; Energy metabolism; ATP synthesis	K02298,K02299	K02297,K02300
SRR22878281.fastq_bin_1030637.fasta	M00531	50.0	Assimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism	K00366	K00367
SRR22878281.fastq_bin_1030637.fasta	M00554	50.0	Nucleotide sugar biosynthesis, galactose => UDP-galactose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00849	K00965
SRR22878281.fastq_bin_1030637.fasta	M00615	50.0	Nitrate assimilation	Signature modules; Module set; Metabolic capacity	K02575	M00531
SRR22878281.fastq_bin_1030637.fasta	M00622	50.0	Nicotinate degradation, nicotinate => fumarate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01799,K13995,K18028	K14974,K15357,K18029,K18030
SRR22878281.fastq_bin_1030637.fasta	M00714	50.0	Multidrug resistance, efflux pump QacA	Signature modules; Gene set; Drug resistance	K08167	K18938
SRR22878281.fastq_bin_1030637.fasta	M00745	50.0	Imipenem resistance, repression of porin OprD	Signature modules; Gene set; Drug resistance	K07665	K07644
SRR22878281.fastq_bin_1030637.fasta	M00868	50.0	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00231,K01599,K01698,K01772	K00228,K00643,K01719,K01749
SRR22878281.fastq_bin_1030637.fasta	M00881	50.0	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03644	K03801
SRR22878281.fastq_bin_1030637.fasta	M00882	50.0	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03644	K23735
SRR22878281.fastq_bin_1030637.fasta	M00884	50.0	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03644	K23750
SRR22878281.fastq_bin_1030637.fasta	M00919	50.0	Ectoine degradation, ectoine => aspartate	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K15783,K15784	K15785,K15786
SRR22878281.fastq_bin_1030637.fasta	M00984	50.0	Sulfur oxidation, tetrathionate intermediate (S4I) pathway, thiosulfate => sulfur + sulfate + thiosulfate	Pathway modules; Energy metabolism; Sulfur metabolism	K19713	K27925
SRR22878281.fastq_bin_1030637.fasta	M00740	45.45	Methylaspartate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00024,K00031,K00261,K01647,K14449	K01846,K04835,K19268,K19280,K19281,K19282,K27802
SRR22878281.fastq_bin_1030637.fasta	M00376	43.06	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K00239,K00240,K00241,K01847,K02160,K05606,K08691,K14449	K01679,K01961,K01962,K01963,K09709,K14468,K14469,K14470,K14471,K14472,K15052
SRR22878281.fastq_bin_1030637.fasta	M00129	42.86	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00012,K01053,K01195	K00002,K00103,K00699,K00963
SRR22878281.fastq_bin_1030637.fasta	M00377	42.86	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation	K00297,K01491,K01938	K00194,K00197,K00198,K05299,K14138,K15023
