Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
bin_1338410	100.0	1.86	Gradient Boost (General Model)	11	0.893	37417	322.6942257217848	3302176	0.32	3048	148	154245	None
bin_1348881	76.33	5.27	Neural Network (Specific Model)	11	0.911	7651	294.8991473096148	3298540	0.37	3401	607	41771	None
bin_1355362	82.03	2.53	Gradient Boost (General Model)	11	0.91	8794	292.22293504410584	2398137	0.31	2494	361	28198	None
bin_1360208	88.97	2.42	Gradient Boost (General Model)	11	0.915	8751	285.57834645669294	2372219	0.48	2540	342	60350	None
bin_1380972	87.13	3.34	Gradient Boost (General Model)	11	0.889	7147	295.89283564118	4962372	0.55	4983	858	36651	None
bin_1406449	94.03	1.76	Gradient Boost (General Model)	11	0.917	14074	308.1021882302953	4736166	0.68	4707	493	88231	None
bin_1415033	100.0	0.04	Gradient Boost (General Model)	11	0.911	54633	308.0454760776883	2137595	0.54	2111	76	131178	None
bin_1437311	97.04	0.71	Gradient Boost (General Model)	11	0.863	42257	335.32557502738223	4251695	0.5	3652	159	163661	None
bin_1475309	99.99	0.15	Neural Network (Specific Model)	11	0.837	64550	323.6562612127736	3230427	0.43	2787	142	422613	None
bin_1479957	99.08	3.86	Gradient Boost (General Model)	11	0.925	20588	321.10998810939356	3496563	0.5	3364	261	80439	None
bin_1483024	84.33	4.92	Gradient Boost (General Model)	11	0.877	9977	291.3787132407822	6668004	0.47	6699	831	44650	None
bin_1505020	95.14	0.24	Gradient Boost (General Model)	11	0.903	109932	336.0492058548739	3575065	0.63	3211	62	433823	None
bin_1506086	96.37	3.14	Gradient Boost (General Model)	11	0.89	22840	304.55778756191523	3723407	0.56	3634	239	77208	None
bin_1524409	90.63	0.35	Neural Network (Specific Model)	11	0.9	23164	316.2704049844237	3378960	0.36	3210	229	74056	None
bin_1529027	82.05	5.2	Neural Network (Specific Model)	11	0.911	6167	284.23488664987406	2968496	0.38	3176	623	27185	None
bin_1532639	84.47	4.45	Gradient Boost (General Model)	11	0.927	6914	282.72302794481783	2581184	0.49	2827	446	24601	None
bin_1592129	74.76	30.51	Gradient Boost (General Model)	11	0.842	5759	274.29577656675747	7156998	0.48	7340	1349	35328	None
bin_1633526	91.26	3.99	Gradient Boost (General Model)	11	0.923	45117	306.10480349344977	2957249	0.5	2977	139	168272	None
bin_1641228	95.39	1.22	Gradient Boost (General Model)	11	0.867	39831	327.9847005208333	3480346	0.43	3072	135	139088	None
bin_1700770	81.52	7.86	Gradient Boost (General Model)	11	0.926	8199	294.6701540249927	3277101	0.46	3441	494	58571	None
bin_1732555	100.0	84.66	Gradient Boost (General Model)	11	0.903	1454	235.08128670581954	23344178	0.55	29968	15849	6220	None
bin_1734399	94.32	1.02	Gradient Boost (General Model)	11	0.911	37010	329.988299086758	3803620	0.41	3504	198	160378	None
bin_1750498	80.08	54.62	Gradient Boost (General Model)	11	0.866	3732	278.9937525030036	12035313	0.5	12485	3534	20882	None
bin_1837401	96.65	0.78	Neural Network (Specific Model)	11	0.853	25967	322.24859497939303	6043327	0.38	5338	324	95332	None
bin_1874621	86.32	0.26	Neural Network (Specific Model)	11	0.826	12192	277.41774779449923	3877762	0.39	3854	470	52641	None
bin_1875330	100.0	0.97	Gradient Boost (General Model)	11	0.897	68865	320.0200351493849	3039467	0.44	2845	95	209668	None
bin_1885024	92.08	2.23	Neural Network (Specific Model)	11	0.889	16978	314.3954206328788	4118197	0.41	3887	377	70947	None
bin_1944003	85.86	1.46	Neural Network (Specific Model)	11	0.927	16378	325.99436143219623	3738231	0.36	3547	307	61083	None
bin_1964116	89.72	0.09	Gradient Boost (General Model)	4	0.906	27498	294.9542902967121	1217276	0.26	1247	78	67163	None
bin_1971588	81.99	16.12	Neural Network (Specific Model)	11	0.86	5913	281.5527006751688	5233467	0.44	5332	956	75627	None
bin_2009255	76.71	1.8	Gradient Boost (General Model)	11	0.88	7419	278.494301994302	3326077	0.56	3510	545	41688	None
bin_2009652	74.96	37.33	Gradient Boost (General Model)	11	0.932	5918	298.84369897580524	6466729	0.62	6737	1144	23419	None
bin_2019818	100.0	1.66	Gradient Boost (General Model)	11	0.914	16819	294.4287825059102	3263350	0.56	3384	267	108948	None
bin_2040905	95.65	1.49	Gradient Boost (General Model)	11	0.928	9898	302.05830784913354	4781456	0.55	4905	630	67003	None
bin_2069221	82.88	0.34	Gradient Boost (General Model)	11	0.897	9990	287.3724696356275	3317590	0.49	3458	403	36983	None
bin_2091047	88.28	0.87	Gradient Boost (General Model)	11	0.91	6984	276.8243039879609	2421442	0.45	2658	391	28816	None
bin_2104421	82.73	0.2	Neural Network (Specific Model)	11	0.887	12467	321.17157490396926	2542180	0.31	2343	252	58185	None
bin_2115589	98.48	0.13	Gradient Boost (General Model)	11	0.912	30516	287.83728536385934	1155611	0.46	1223	64	74767	None
bin_2131671	92.41	2.84	Gradient Boost (General Model)	11	0.907	13243	279.25752904908705	3888192	0.55	4217	438	86823	None
bin_2147531	94.88	2.02	Neural Network (Specific Model)	11	0.909	22391	303.1454171562867	3400018	0.51	3404	245	92989	None
bin_2147864	88.86	31.36	Gradient Boost (General Model)	11	0.893	2659	236.66067474273805	6088088	0.49	7677	2601	11770	None
bin_2158871	97.77	3.4	Neural Network (Specific Model)	11	0.916	26068	318.6672932330827	3882898	0.32	3724	353	114140	None
bin_2159216	86.24	2.63	Gradient Boost (General Model)	11	0.924	3923	257.0014814814815	2248886	0.3	2700	675	17102	None
bin_2694	94.44	1.83	Neural Network (Specific Model)	11	0.924	30607	326.4631655725748	2904154	0.31	2742	148	97007	None
bin_34384	90.8	7.41	Neural Network (Specific Model)	11	0.922	28298	315.2426319396847	2988272	0.49	2918	170	123118	None
bin_3891	91.67	0.25	Gradient Boost (General Model)	11	0.907	30820	291.1977234401349	2283108	0.39	2372	116	102840	None
bin_47153	95.33	7.52	Gradient Boost (General Model)	11	0.914	22830	325.82381465517244	5945377	0.68	5568	376	144641	None
bin_6555	82.48	6.82	Gradient Boost (General Model)	11	0.918	8543	299.8685167464115	5111251	0.6	5225	710	32895	None
bin_681284	82.09	0.97	Neural Network (Specific Model)	11	0.913	16369	308.047372611465	2540319	0.31	2512	209	64046	None
bin_682652	96.19	0.99	Gradient Boost (General Model)	11	0.9	31053	309.60534808667586	2235463	0.44	2169	103	78599	None
bin_725349	75.84	1.82	Neural Network (Specific Model)	11	0.922	6643	278.11708645336967	3979343	0.57	4407	669	26513	None
bin_742824	97.96	1.93	Gradient Boost (General Model)	11	0.904	15426	326.32509881422925	4376436	0.6	4048	350	106636	None
bin_7512	95.0	0.03	Neural Network (Specific Model)	11	0.922	24718	305.94481446241673	3134850	0.51	3153	173	57953	None
bin_760565	88.78	2.27	Neural Network (Specific Model)	11	0.901	25683	327.34980988593156	4582822	0.29	4208	278	99701	None
bin_770814	84.45	1.68	Neural Network (Specific Model)	11	0.895	12824	306.59892408846383	3436356	0.4	3346	365	50263	None
bin_770942	99.42	0.0	Neural Network (Specific Model)	11	0.922	31847	329.24684804246846	3223627	0.39	3014	179	148718	None
bin_786708	100.0	0.02	Neural Network (Specific Model)	11	0.919	62265	320.2302608695652	3001157	0.57	2875	88	125449	None
bin_818479	77.21	1.56	Neural Network (Specific Model)	11	0.922	12198	325.56990487172095	3672123	0.36	3469	412	62711	None
bin_843222	98.53	0.02	Gradient Boost (General Model)	11	0.925	70433	332.73088552915766	2493871	0.35	2315	51	247899	None
bin_861208	100.0	0.15	Gradient Boost (General Model)	11	0.844	11682	325.6405652045923	3928887	0.46	3397	460	42482	None
bin_870174	86.41	3.17	Gradient Boost (General Model)	11	0.892	8922	288.9962729357798	3383468	0.58	3488	470	54956	None
bin_952057	93.4	0.91	Gradient Boost (General Model)	11	0.927	31167	328.66093520654226	5062684	0.62	4769	229	113368	None
bin_976162	83.55	6.43	Gradient Boost (General Model)	11	0.911	13784	291.5352884305511	2975065	0.45	3103	280	50359	None
